#{"t_start": 1519654445.0134087, "env_id": "Ant-v2", "gym_version": "0.9.7"}
r,l,t
-192.884648,64,0.970673
-80.035327,31,1.153519
-58.597446,19,1.261531
-20.299081,21,1.381606
-127.457999,31,1.569635
-103.270271,40,1.820173
-44.107053,14,1.902694
-263.198524,65,2.280601
-129.626959,31,2.46491
-62.94744,33,2.676321
-210.010776,58,3.011108
-3119.70232,1000,9.448796
-247.774144,78,9.953852
-133.96439,45,10.213612
-100.576253,43,10.546852
-39.720376,18,10.678352
-185.861244,40,10.91375
-163.622469,51,11.214022
-93.789543,23,11.347655
-184.844607,60,11.723236
-161.965552,43,11.973122
-245.571221,90,12.500099
-38.952577,17,12.609947
-69.336865,19,12.743806
-43.502386,14,12.829226
-256.517443,80,13.305723
-224.474769,81,13.885336
-110.52139,34,14.088214
-124.73057,47,14.365808
-37.068348,18,14.47427
-317.170929,96,15.067262
-43.786619,19,15.18093
-246.404097,76,15.635165
-41.184703,17,15.740588
-42.46519,12,15.810205
-89.71738,31,15.990292
-111.827603,26,16.148106
-327.631936,91,16.768348
-307.067221,101,17.362364
-65.176752,25,17.504558
-217.866778,73,17.979309
-274.593798,93,18.522414
-105.675805,39,18.778296
-29.230906,10,18.83753
-202.074493,61,19.184233
-140.461568,47,19.459453
-2856.747002,1000,25.654724
-65.379968,17,25.761782
-213.950746,75,26.278365
-64.628812,21,26.408688
-136.838311,55,26.76295
-20.674006,16,26.857601
-117.225505,57,27.18228
-38.322915,12,27.254503
-24.184291,9,27.307254
-36.599498,9,27.358829
-49.734615,24,27.500885
-2690.020229,1000,33.672737
-128.328199,42,33.924264
-48.886222,14,34.005084
-167.173368,65,34.391829
-55.622093,20,34.509234
-135.655511,38,34.744906
-89.222794,28,34.906333
-32.452356,13,34.984024
-146.381609,57,35.31938
-42.778373,18,35.424657
-31.200627,12,35.494915
-32.5184,19,35.700176
-96.267831,36,35.917295
-96.748985,58,36.258715
-29.878597,12,36.328004
-45.159904,26,36.477555
-50.34267,26,36.643545
-2414.725201,1000,42.778487
-76.170884,43,43.029392
-169.281331,64,43.401917
-175.667551,65,43.803675
-2409.130192,1000,50.024119
-53.271781,31,50.20664
-36.428242,16,50.301004
-83.259266,26,50.458918
-135.441072,52,50.78307
-268.070376,107,51.489635
-47.665934,17,51.59899
-93.824034,36,51.833011
-67.265127,26,51.988082
-97.127073,49,52.270613
-99.494204,36,52.482504
-48.202923,31,52.689689
-78.211182,26,52.844657
-141.788073,61,53.20902
-46.242305,22,53.336329
-27.02703,10,53.393909
-58.459102,32,53.582379
-71.603925,35,53.798797
-226.234375,78,54.262115
-2252.352355,1000,60.431643
-105.45969,50,60.758307
-52.329736,21,60.965535
-26.664743,32,61.152212
-33.02505,18,61.260393
-45.610814,22,61.390533
-83.254957,46,61.681782
-27.930902,13,61.757596
-50.769327,28,61.922185
-50.344087,20,62.03879
-99.890917,46,62.311006
-93.87668,32,62.494554
-86.752873,71,62.950423
-91.213669,32,63.133528
-43.833053,22,63.263546
-193.797186,94,63.850168
-93.613599,37,64.14137
-159.430151,71,64.570534
-39.609218,17,64.683025
-78.08981,23,64.819855
-65.245308,52,65.131697
-71.76997,47,65.406666
-112.786298,47,65.696106
-150.338972,55,66.025163
-177.123742,79,66.492065
-52.48533,28,66.66573
-34.331184,19,66.778166
-42.308849,25,66.920357
-20.943308,15,67.01208
-19.510585,10,67.072602
-136.276282,84,67.663447
-111.886086,52,67.96928
-20.199072,12,68.03688
-158.948333,38,68.26418
-27.402521,18,68.37112
-42.65302,13,68.448508
-80.455754,29,68.630754
-77.795758,37,68.847628
-52.079154,18,68.957524
-61.634176,22,69.085211
-26.404923,9,69.142218
-23.471436,29,69.307529
-80.446744,32,69.497441
-51.65182,24,69.654511
-23.024246,20,69.78075
-34.466229,19,69.892805
-68.135522,39,70.120592
-157.042037,69,70.610267
-110.646484,43,70.886115
-29.866158,18,70.993365
-316.796174,141,71.83309
-19.378296,15,71.922224
-190.706287,107,72.570993
-46.561077,26,72.734754
-229.746293,130,73.571303
-48.210427,24,73.730192
-79.012541,30,73.920959
-37.544346,27,74.083644
-34.132667,20,74.201207
-161.555284,55,74.528203
-50.263906,23,74.679207
-165.44761,72,75.112235
-91.125133,33,75.306639
-66.099286,27,75.467687
-65.225412,26,75.628126
-90.349686,33,75.837379
-111.352481,65,76.227585
-83.898983,60,76.582381
-35.81708,19,76.777972
-52.807457,24,76.922256
-23.802995,11,76.987462
-61.870524,42,77.247649
-52.618332,22,77.375522
-142.779237,54,77.713294
-57.703977,24,77.858877
-109.251732,63,78.232558
-103.242174,51,78.53116
-54.472695,38,78.783085
-222.586748,85,79.293477
-64.653383,33,79.483182
-1905.101239,1000,85.723881
-61.318646,35,85.929507
-37.090602,31,86.114981
-33.437354,19,86.309219
-70.598761,63,86.697964
-29.306154,12,86.768061
-49.267041,32,86.953287
