#{"env_id": "Humanoid-v2", "t_start": 1519555779.9099267, "gym_version": "0.9.7"}
r,l,t
131.502791,30,1.897142
104.300669,22,2.368909
92.896002,19,2.789111
71.655202,16,3.132514
101.711205,23,3.639831
180.985147,38,4.494905
78.105502,17,4.890247
120.46622,26,5.476956
86.376697,18,5.900181
157.428806,32,6.615018
160.923927,34,7.395608
81.066369,17,7.800143
103.46967,22,8.302692
76.135383,16,8.670723
76.588057,16,9.061321
121.742459,28,9.714655
70.871816,15,10.063992
80.260936,17,10.443289
101.99392,21,10.961685
91.715141,19,11.38931
79.577006,17,11.778768
74.005979,16,12.133684
200.266499,40,13.905019
76.145965,16,14.271097
86.247493,18,14.700337
78.498628,17,15.08777
81.179651,17,15.477892
99.52838,21,15.95473
85.783003,18,16.362545
107.407918,23,16.908984
76.44198,16,17.272446
85.276011,18,17.685746
78.973524,17,18.075466
104.763857,22,18.562793
86.11121,18,18.977346
85.147555,18,19.384044
80.593765,17,19.787771
81.275607,17,20.166326
183.656132,39,21.075974
129.531759,27,21.695863
154.489234,34,22.513556
86.321532,18,22.949471
138.363587,30,23.635444
76.495434,16,24.022654
73.9017,16,24.386128
96.655706,20,24.856627
190.948557,38,26.335034
101.121442,21,26.827611
117.838384,26,27.429516
118.518551,28,28.093366
102.551546,22,28.596073
81.503962,17,28.99674
86.474027,18,29.402404
151.147577,32,30.179947
81.080642,17,30.572237
90.606489,19,31.020686
84.189338,18,31.427918
93.469146,20,31.910712
155.341497,34,32.695953
137.95671,29,33.379168
83.925787,18,33.816305
76.150436,16,34.189516
161.052272,36,35.040182
175.160964,35,35.857024
81.04153,17,36.250731
89.756873,19,36.698694
80.264284,17,37.094001
156.032658,35,37.900475
116.225382,24,39.060536
210.417356,44,40.131631
217.9514,46,41.233973
92.332133,20,41.698171
167.297119,38,42.615097
89.107307,19,43.073543
107.107395,22,43.583681
88.950254,19,44.052381
97.776734,20,44.514797
81.782155,17,44.930871
186.992608,42,45.918188
156.106992,31,46.645072
173.103835,40,47.609818
76.475266,16,47.996549
90.328755,19,48.433378
81.02058,17,48.850061
85.874762,18,49.272269
145.784709,32,50.011235
82.595587,17,50.401015
85.866609,18,50.839848
156.542308,32,52.216207
193.665419,41,53.211955
135.810187,32,53.966147
109.61429,24,54.541695
186.904852,38,55.439445
158.606624,33,56.247765
187.937801,40,57.2261
94.333028,21,57.737094
163.299574,36,58.619788
77.571976,16,59.022521
218.611865,45,60.11986
112.990135,27,60.775794
86.158504,18,61.20866
78.936127,17,61.608503
142.620138,31,62.339856
86.004814,18,62.772946
103.511657,22,63.309958
243.294188,53,65.230068
75.882552,16,65.608037
143.937285,30,66.362069
269.801263,55,67.724078
86.416924,18,68.15024
173.4914,36,69.01001
97.219766,20,69.481884
148.742377,33,70.300033
214.494431,44,71.373302
212.828136,48,72.551281
89.307578,19,73.035796
124.602068,25,73.634006
191.14401,40,74.597193
140.338551,28,75.279423
160.665646,37,76.168866
172.23345,38,77.702518
133.419826,27,78.359314
179.92309,38,79.281205
253.027671,53,80.610823
135.791533,33,81.430295
268.450366,64,83.049684
142.58062,32,83.854544
178.079822,40,84.830189
94.667976,20,85.305984
196.430981,47,86.428034
96.081643,22,86.97782
192.705464,41,88.002313
91.752602,19,88.472792
134.445559,27,89.162123
351.801811,77,91.671007
118.13614,25,92.293204
355.033214,66,93.946898
165.234172,33,94.779374
97.983606,21,95.28958
305.316627,67,96.965599
312.827755,64,98.55833
301.705002,60,100.066235
122.129925,25,100.674032
197.649607,47,101.845943
326.417432,65,103.413815
197.664762,43,105.1023
329.623802,64,106.713485
161.524647,37,107.644704
256.871892,55,109.03917
338.12483,71,110.822639
199.859076,40,111.787541
176.864217,36,112.668011
310.95561,65,114.3706
242.987749,47,115.539271
149.244971,32,116.336285
238.269074,48,118.147878
332.51587,64,119.776122
300.431369,65,121.385025
229.228252,48,122.59932
208.814109,45,123.737881
216.665171,50,124.995616
374.656031,72,126.829869
280.728586,56,128.248295
454.269774,96,131.283211
295.275407,60,132.809049
152.338193,35,133.688184
226.63067,44,134.802634
384.233508,74,136.663505
240.524191,48,137.897777
119.151454,28,138.597579
254.378846,55,139.987512
214.150196,44,141.089183
228.79466,49,142.310304
172.164718,37,143.243118
238.570797,50,145.058678
188.304108,41,146.080171
145.570457,30,146.848632
247.929976,53,148.183163
280.048597,60,149.690481
326.470246,73,151.558209
304.974751,58,153.044217
198.266026,39,154.036107
318.942758,74,155.917489
210.423477,43,157.008204
402.796987,91,159.96913
338.165309,69,161.771043
402.623945,77,163.731179
283.817203,55,165.148236
375.890407,74,167.024037
267.091991,58,168.489666
224.256652,52,169.84606
218.731067,48,171.069352
198.529976,41,172.711608
229.657203,49,174.006242
370.208835,88,176.3276
281.962272,73,178.229689
381.160475,82,180.356131
138.54719,28,181.095993
324.556302,68,182.886212
333.104603,74,184.818081
320.386331,62,187.011306
447.133749,94,189.419578
201.924073,41,190.451526
309.955371,60,191.971016
280.315381,56,193.38901
368.600056,75,195.348172
273.166769,53,196.735374
278.848852,56,198.259198
326.16125,63,200.549688
368.822871,77,202.643294
287.214362,56,204.134896
286.534945,59,205.677247
166.131631,37,206.641019
197.408894,45,207.823526
253.013325,51,209.145974
245.568833,57,210.621942
252.828655,50,211.911584
456.210261,91,214.874398
414.936247,81,216.966828
225.068524,50,218.199007
292.331788,58,219.646846
262.211611,53,220.964269
284.504725,65,222.567445
214.575751,47,223.730705
287.878112,55,225.10378
268.06644,63,226.684342
279.392413,57,228.766407
399.091397,77,230.803699
292.242969,66,232.561534
263.76384,55,233.990951
