#{"env_id": "Humanoid-v2", "t_start": 1519555780.4229221, "gym_version": "0.9.7"}
r,l,t
76.524678,16,1.07553
200.574098,42,1.987191
80.694388,17,2.36352
89.686186,19,2.775096
103.745572,22,3.269965
79.36372,17,3.645091
85.894069,18,4.051073
81.507242,17,4.445195
168.748547,34,5.225511
85.063812,18,5.629844
119.750643,25,6.198993
86.252543,18,6.614765
81.292328,17,6.996747
80.69226,17,7.408884
196.807757,38,8.28945
74.173588,16,8.664526
89.899085,20,9.125983
85.174115,18,9.553215
73.902169,16,9.90907
82.455302,18,10.351115
181.20972,39,11.242549
73.308555,16,11.600797
97.967722,22,12.100658
69.878684,15,13.302544
92.276878,19,13.735954
90.575974,19,14.189718
81.492403,17,14.577653
79.465435,17,14.967162
71.294138,15,15.309869
163.500364,35,16.098704
107.898085,22,16.626808
119.050692,25,17.200103
76.400507,16,17.564251
116.316733,24,18.093191
80.783498,17,18.489105
123.314662,28,19.128006
79.961029,17,19.521102
146.064784,34,20.316216
98.164316,21,20.789518
70.634044,15,21.131851
71.340307,15,21.522277
76.446165,16,21.884962
79.439436,17,22.29405
113.012125,24,22.84976
148.196074,34,23.644706
81.344373,17,24.034739
80.434824,17,24.437119
86.117243,18,24.842993
72.985202,16,25.823808
158.932698,37,26.684699
84.139941,18,27.104956
132.288188,28,27.763866
76.312256,16,28.128228
76.469415,16,28.509413
137.99856,31,29.223605
69.951199,15,29.597252
94.445783,20,30.061015
77.620865,17,30.464079
86.240128,18,30.87126
79.968927,17,31.279659
79.625793,17,31.673946
111.10879,24,32.237379
76.167515,16,32.619061
80.958241,17,33.010988
80.611911,18,33.446406
75.625196,16,33.814936
75.741968,16,34.19207
173.592659,39,35.108995
97.002502,20,35.57712
91.416673,20,36.041347
87.923641,19,36.488734
93.932512,20,36.941301
147.016543,32,38.306501
131.500183,30,39.006979
181.288802,39,39.946277
131.468975,28,40.629755
210.777649,43,41.656142
179.356572,37,42.538616
181.756804,39,43.470903
93.53103,19,43.911784
101.038916,21,44.419209
76.224817,16,44.787101
88.087855,19,45.236912
84.648079,18,45.662097
80.331888,17,46.063308
144.346021,30,46.786252
102.65383,22,47.318515
81.881476,17,47.713836
95.277125,20,48.183469
71.42382,15,48.554745
90.530826,19,48.986479
76.445101,16,49.361463
103.770007,22,49.867126
127.172654,27,51.133057
95.318152,20,51.6108
81.116124,17,52.006201
179.125549,39,52.953744
219.98953,42,53.958287
181.762205,40,54.904649
143.823538,31,55.665946
75.861958,16,56.048686
101.227176,23,56.621196
200.963094,42,57.653858
131.394549,28,58.341281
76.452961,16,58.723591
212.069305,47,59.868859
141.441138,29,60.576179
114.51941,25,61.16951
165.383724,35,61.988793
84.591209,18,62.445139
93.312984,20,62.915383
220.643144,48,64.719065
110.601634,23,65.291637
183.591113,41,66.301624
158.851479,33,67.106051
90.400764,19,67.567728
84.896778,18,67.995465
325.844787,65,69.573756
141.933422,31,70.331175
198.719981,41,71.332409
118.680527,27,71.989673
288.157326,62,73.526606
108.897839,23,74.062189
143.024065,29,74.768095
228.221461,48,75.918822
88.303521,19,76.383435
79.553557,17,77.408454
191.791108,42,78.434948
202.082212,42,79.496292
150.366103,33,80.312844
190.354743,42,81.361721
90.365371,19,81.835971
85.906514,18,82.292062
172.841942,40,83.289237
234.304674,46,84.418621
158.864274,36,85.267195
186.841713,43,86.319086
131.275158,27,86.97365
243.253032,56,88.407853
