nupdates,policy_loss,d_targ,value_loss,eplenmean,serial_timesteps,eprewmean,policy_entropy,clipfrac,explained_variance,fps,time_elapsed,approxkl,lr,total_timesteps
222,-0.00632933,0.006,0.0407596,890.5,113664,1057.62155019,0.965817,0.0591278,0.6730858087539673,5219,699.9234304428101,0.0048088,0.0003,3637248
223,-0.00587875,0.006,0.0215971,889.43,114176,1033.0616619,0.962655,0.0602722,0.7661070227622986,5259,703.0387709140778,0.00475168,0.0003,3653632
224,-0.00584864,0.006,0.0438846,881.49,114688,1022.08675703,0.959073,0.0605011,0.46858054399490356,5237,706.1671783924103,0.00482061,0.0003,3670016
225,-0.00506618,0.006,0.0317685,879.86,115200,1032.96801813,0.951702,0.0586853,0.4541361331939697,5277,709.2718069553375,0.00493093,0.0003,3686400
226,-0.00617971,0.006,0.0380683,876.79,115712,1086.33115426,0.947584,0.0791321,0.6768708825111389,5138,712.4604263305664,0.00605474,0.0003,3702784
227,-0.00544617,0.006,0.0342321,874.15,116224,1092.28219892,0.942059,0.0614166,0.6004540026187897,5166,715.631772518158,0.00504544,0.0003,3719168
228,-0.00506406,0.006,0.037936,861.14,116736,1099.04600326,0.934535,0.0476837,0.48242300748825073,5153,718.8110661506653,0.00416414,0.0003,3735552
229,-0.00629586,0.006,0.034867,866.32,117248,1116.21080803,0.924177,0.0700836,0.5229206085205078,5123,722.0091505050659,0.00544769,0.0003,3751936
230,-0.00534514,0.006,0.0416424,875.95,117760,1145.24174941,0.914756,0.050293,0.5965549647808075,5199,725.1604993343353,0.00438297,0.0003,3768320
231,-0.00565887,0.006,0.0372652,862.66,118272,1117.76615817,0.904938,0.0506287,0.732709139585495,5115,728.3635249137878,0.00429838,0.0003,3784704
232,-0.00566944,0.006,0.036561,858.04,118784,1117.14331554,0.892732,0.0650177,0.62738236784935,5133,731.5553603172302,0.00508392,0.0003,3801088
233,-0.00550973,0.006,0.0383481,862.96,119296,1138.25279551,0.880348,0.0697632,0.44744664430618286,5258,734.6712362766266,0.0054345,0.0003,3817472
234,-0.00550559,0.006,0.0435573,857.26,119808,1137.70338998,0.873132,0.0669708,0.6045989692211151,5241,737.7976751327515,0.00534571,0.0003,3833856
235,-0.00608659,0.006,0.0338302,869.13,120320,1143.34210235,0.865584,0.0641479,0.7295913994312286,5245,740.9215242862701,0.0052109,0.0003,3850240
236,-0.00570073,0.006,0.0347568,893.59,120832,1177.29156317,0.859942,0.0561066,0.7064623534679413,5302,744.0116186141968,0.0047104,0.0003,3866624
237,-0.00531015,0.006,0.0439303,897.36,121344,1196.98364262,0.855004,0.0508728,0.5553161799907684,5221,747.1500079631805,0.00430058,0.0003,3883008
238,-0.0055028,0.006,0.0362078,903.35,121856,1203.91987233,0.845221,0.0617523,0.666706919670105,4968,750.4477653503418,0.00499418,0.0003,3899392
239,-0.00578641,0.006,0.0420181,902.55,122368,1189.29010661,0.837708,0.0621643,0.7780697494745255,5158,753.6245102882385,0.00506001,0.0003,3915776
240,-0.00644746,0.006,0.0268718,897.6,122880,1164.49154654,0.833712,0.0675354,0.8326777368783951,5230,756.7572617530823,0.00545563,0.0003,3932160
241,-0.00541075,0.006,0.0378293,900.21,123392,1141.53414869,0.83089,0.0544434,0.720989316701889,5205,759.9049727916718,0.00457023,0.0003,3948544
242,-0.0058677,0.006,0.0357514,880.03,123904,1120.03514694,0.821914,0.0460205,0.7667684406042099,5272,763.0128455162048,0.00406791,0.0003,3964928
243,-0.00646249,0.006,0.0391639,867.23,124416,1095.48461005,0.812372,0.0644226,0.7679068893194199,5210,766.1578369140625,0.00509965,0.0003,3981312
244,-0.00601984,0.006,0.0319532,853.08,124928,1046.47916116,0.804881,0.0766144,0.7930645048618317,5242,769.2834057807922,0.00590474,0.0003,3997696
245,-0.00571745,0.006,0.0416229,856.99,125440,1071.36143277,0.796924,0.0851593,0.6013995707035065,5307,772.3704655170441,0.00637901,0.0003,4014080
246,-0.00626592,0.006,0.0352848,846.88,125952,1076.35208002,0.788932,0.0517273,0.7721803486347198,5270,775.4794368743896,0.00441072,0.0003,4030464
247,-0.00592982,0.006,0.04204,830.86,126464,1044.26408433,0.780339,0.0615692,0.6817685961723328,5177,778.6440331935883,0.00492386,0.0003,4046848
248,-0.00591353,0.006,0.0261239,836.35,126976,1063.55747209,0.771695,0.0570984,0.7928145825862885,5002,781.9198141098022,0.00470162,0.0003,4063232
249,-0.00575254,0.006,0.045292,856.18,127488,1106.03500968,0.763369,0.0527191,0.6249250173568726,5063,785.1557095050812,0.00451841,0.0003,4079616
250,-0.00560659,0.006,0.0366427,837.81,128000,1105.41990763,0.753293,0.0613251,0.6821058392524719,5190,788.3125,0.00491503,0.0003,4096000
251,-0.00562061,0.006,0.0468825,854.64,128512,1124.56660753,0.742833,0.0465698,0.6836702525615692,5236,791.4434173107147,0.0040901,0.0003,4112384
252,-0.00611515,0.006,0.0262617,873.82,129024,1156.95523024,0.73647,0.0640869,0.8220491409301758,5257,794.5600390434265,0.00513201,0.0003,4128768
253,-0.00600311,0.006,0.0450947,875.77,129536,1163.75523089,0.725417,0.0671539,0.6866405308246613,5204,797.7084186077118,0.0052784,0.0003,4145152
254,-0.0051956,0.006,0.0340156,862.05,130048,1142.24939046,0.716691,0.0566864,0.6355476379394531,5292,800.8045039176941,0.00471739,0.0003,4161536
255,-0.00571461,0.006,0.0482377,879.04,130560,1172.1905479,0.71049,0.0568695,0.5361672937870026,5295,803.8990585803986,0.00460034,0.0003,4177920
256,-0.00548472,0.006,0.0408928,854.39,131072,1147.90381916,0.703739,0.0523224,0.6964289546012878,5266,807.0102324485779,0.00437572,0.0003,4194304
257,-0.00600166,0.006,0.0449734,855.76,131584,1149.36624372,0.696172,0.057663,0.5090995728969574,5285,810.1105988025665,0.00468685,0.0003,4210688
258,-0.00553921,0.006,0.0443748,837.03,132096,1146.01632949,0.683613,0.0541229,0.5202945470809937,5274,813.2172780036926,0.00456893,0.0003,4227072
259,-0.00624002,0.006,0.0430611,830.89,132608,1156.57804506,0.672022,0.0733795,0.46196848154067993,5289,816.3153471946716,0.00559737,0.0003,4243456
260,-0.00587618,0.006,0.0523061,824.63,133120,1151.15459585,0.661576,0.0649261,0.43843597173690796,5302,819.4054501056671,0.00520465,0.0003,4259840
261,-0.00611357,0.006,0.0301962,846.76,133632,1186.26786881,0.651798,0.064682,0.636093407869339,5235,822.5353696346283,0.00512448,0.0003,4276224
262,-0.00606349,0.006,0.0520028,869.31,134144,1227.69737864,0.641536,0.0698547,0.23689818382263184,5312,825.6199083328247,0.00551908,0.0003,4292608
263,-0.00586794,0.006,0.0414522,852.69,134656,1214.99008329,0.630553,0.0603485,0.47889894247055054,5258,828.7362689971924,0.00485802,0.0003,4308992
264,-0.00492739,0.006,0.0403165,878.67,135168,1237.87196688,0.623402,0.0528259,0.6893617510795593,5248,831.858549118042,0.00453616,0.0003,4325376
265,-0.00564643,0.006,0.0350402,899.33,135680,1262.12433542,0.617661,0.0540771,0.693035751581192,5210,835.0035479068756,0.00447428,0.0003,4341760
266,-0.00592923,0.006,0.0492118,915.06,136192,1289.70467963,0.608463,0.0656433,0.6323081851005554,5257,838.1200687885284,0.00510213,0.0003,4358144
267,-0.00636215,0.006,0.0317763,909.27,136704,1288.82677556,0.599577,0.0728302,0.6748709678649902,5313,841.2038388252258,0.0056407,0.0003,4374528
268,-0.0055146,0.006,0.0475712,910.0,137216,1280.4617194,0.595449,0.0527649,0.5827880203723907,5255,844.3218433856964,0.00448191,0.0003,4390912
269,-0.00557495,0.006,0.0380511,925.36,137728,1298.68581391,0.588041,0.0606689,0.6744021773338318,5241,847.4494304656982,0.00494039,0.0003,4407296
270,-0.00602352,0.006,0.042854,911.58,138240,1286.30859404,0.579771,0.0599823,0.6196717023849487,5286,850.5491948127747,0.0048768,0.0003,4423680
271,-0.00617987,0.006,0.0466599,896.22,138752,1269.19595644,0.572546,0.065506,0.5714673399925232,5298,853.6415028572083,0.00523859,0.0003,4440064
272,-0.00583573,0.006,0.0526008,898.88,139264,1284.08806354,0.568443,0.0602875,0.6223446428775787,5295,856.7355654239655,0.00485308,0.0003,4456448
273,-0.0056163,0.006,0.0344902,894.45,139776,1267.30285257,0.561332,0.0513153,0.7745870500802994,5283,859.8366210460663,0.00426956,0.0003,4472832
274,-0.00643097,0.006,0.0402155,894.24,140288,1262.48926636,0.554319,0.0711212,0.7219136357307434,5324,862.914213180542,0.00557046,0.0003,4489216
275,-0.00630886,0.006,0.0503276,889.64,140800,1268.0344014,0.548437,0.061142,0.7070535123348236,5290,866.011661529541,0.00493166,0.0003,4505600
276,-0.00583725,0.006,0.0377022,868.39,141312,1221.41255701,0.540224,0.06604,0.6913860142230988,5263,869.125075340271,0.00520432,0.0003,4521984
277,-0.00589542,0.006,0.0510591,886.2,141824,1246.47930763,0.532327,0.083252,0.3934309482574463,5330,872.1992993354797,0.00629924,0.0003,4538368
278,-0.00561682,0.006,0.048888,873.46,142336,1249.74082442,0.52698,0.0595093,0.6361995935440063,5263,875.3121800422668,0.00477792,0.0003,4554752
279,-0.00562084,0.006,0.0527112,839.47,142848,1221.26548196,0.523179,0.0618286,0.5415904521942139,5313,878.3960165977478,0.00495282,0.0003,4571136
280,-0.0061323,0.006,0.0454773,850.77,143360,1227.10207373,0.516752,0.0711975,0.6981388330459595,5290,881.4930152893066,0.0055209,0.0003,4587520
281,-0.00583574,0.006,0.0405909,867.93,143872,1262.12279439,0.512442,0.0662231,0.6476320922374725,5244,884.6173989772797,0.00525714,0.0003,4603904
282,-0.00454181,0.006,0.0466195,868.27,144384,1277.55655881,0.51002,0.0486755,0.5442957878112793,5229,887.7505640983582,0.00426211,0.0003,4620288
283,-0.00509912,0.006,0.0447826,870.08,144896,1274.30422047,0.502623,0.0666046,0.4331268072128296,5307,890.8377676010132,0.00516326,0.0003,4636672
284,-0.00526979,0.006,0.049135,907.0,145408,1338.28486571,0.493773,0.0500946,0.6455298364162445,5294,893.9325740337372,0.00426207,0.0003,4653056
285,-0.00570947,0.006,0.0398486,919.89,145920,1361.51447224,0.489686,0.0773163,0.6571030914783478,5289,897.0301773548126,0.00587612,0.0003,4669440
286,-0.00478176,0.006,0.0468018,915.39,146432,1365.7771051,0.488911,0.0692902,0.47042620182037354,5073,900.2601041793823,0.00552571,0.0003,4685824
287,-0.00471809,0.006,0.046079,918.0,146944,1381.18719871,0.485582,0.0522003,0.4888898730278015,4954,903.5672180652618,0.00439821,0.0003,4702208
288,-0.00491376,0.006,0.0468211,931.8,147456,1411.73784375,0.482051,0.0463562,0.6215154230594635,5127,906.762891292572,0.00398639,0.0003,4718592
289,-0.00680538,0.006,0.0439415,922.27,147968,1388.08262931,0.475348,0.131836,0.6154231429100037,5205,909.9105582237244,0.00978992,0.0006,4734976
290,-0.00559365,0.006,0.0484677,923.36,148480,1383.8876788,0.467579,0.0600739,0.6553757786750793,5255,913.0285186767578,0.00474836,0.0003,4751360
291,-0.00622924,0.006,0.0476862,919.51,148992,1388.9160921,0.461363,0.0590973,0.7300389111042023,5311,916.1135132312775,0.0048814,0.0003,4767744
292,-0.00570381,0.006,0.05075,911.89,149504,1364.53866486,0.460707,0.0689697,0.7298698425292969,5175,919.2797632217407,0.00543387,0.0003,4784128
293,-0.00597775,0.006,0.0293068,912.46,150016,1327.99300967,0.45817,0.0628967,0.7976706326007843,5267,922.3918097019196,0.00501497,0.0003,4800512
294,-0.00545116,0.006,0.055855,914.0,150528,1332.89055484,0.443672,0.0546417,0.61312335729599,5253,925.5106840133667,0.00458867,0.0003,4816896
295,-0.0057024,0.006,0.0453824,916.09,151040,1325.1297016,0.430252,0.0666351,0.6421012878417969,5310,928.596174955368,0.0052504,0.0003,4833280
296,-0.00545252,0.006,0.0514805,896.7,151552,1288.13740979,0.426849,0.0597229,0.6957135796546936,5264,931.7085604667664,0.0048814,0.0003,4849664
297,-0.0063394,0.006,0.0357397,892.47,152064,1289.17640849,0.417585,0.076004,0.6723420917987823,5314,934.7919521331787,0.00588946,0.0003,4866048
298,-0.00533441,0.006,0.0631623,888.01,152576,1311.57876939,0.408414,0.058609,0.438385546207428,5272,937.9014115333557,0.00476807,0.0003,4882432
