nupdates,policy_loss,d_targ,value_loss,eplenmean,serial_timesteps,eprewmean,policy_entropy,clipfrac,explained_variance,fps,time_elapsed,approxkl,lr,total_timesteps
42,-0.0103937,0.012,0.181813,43.27,21504,-53.04753971,8.20454,0.194016,0.899566575884819,5230,133.10397720336914,0.0150039,0.0024,688128
43,-0.010725,0.012,0.252896,62.31,22016,-70.28723604,8.10349,0.20108,0.8364495784044266,5196,136.25743222236633,0.0155127,0.0024,704512
44,-0.0103936,0.012,0.167404,47.22,22528,-56.28922634,8.00987,0.198761,0.8846482262015343,5158,139.43427681922913,0.0152587,0.0024,720896
45,-0.0100093,0.012,0.159877,61.29,23040,-68.13777799,7.93218,0.186401,0.8948662728071213,5218,142.57396245002747,0.0139981,0.0024,737280
46,-0.0105163,0.012,0.16,30.85,23552,-31.05125165,7.87361,0.212799,0.8813826814293861,5218,145.71376776695251,0.0165686,0.0024,753664
47,-0.0109598,0.012,0.150589,47.07,24064,-48.18674834,7.79012,0.206909,0.8847008347511292,5064,148.94923782348633,0.0159875,0.0024,770048
48,-0.0106927,0.012,0.136462,56.11,24576,-57.43885228,7.72419,0.206573,0.8803288638591766,5016,152.21546292304993,0.0159159,0.0024,786432
49,-0.00940249,0.012,0.125601,40.91,25088,-40.9562817,7.63463,0.2043,0.8644641637802124,5064,155.45116233825684,0.015518,0.0024,802816
50,-0.011366,0.012,0.107203,71.88,25600,-67.58006917,7.52449,0.231094,0.9058133214712143,5261,158.56559109687805,0.0183099,0.0024,819200
51,-0.0103548,0.012,0.102684,74.38,26112,-69.37530166,7.45695,0.144424,0.8911038562655449,5151,161.74790573120117,0.0109699,0.0012,835584
52,-0.00981992,0.012,0.0880825,40.42,26624,-33.98718564,7.41467,0.130554,0.864381805062294,5187,164.9068489074707,0.00973013,0.0012,851968
53,-0.0103551,0.012,0.0713872,40.0,27136,-33.54914067,7.35676,0.153961,0.8974280208349228,5210,168.05149936676025,0.0116193,0.0012,868352
54,-0.0100647,0.012,0.0653293,34.72,27648,-24.32130888,7.28991,0.14653,0.8818792775273323,5239,171.1791422367096,0.0107382,0.0012,884736
55,-0.0103635,0.012,0.0786457,53.76,28160,-40.72818223,7.21354,0.144089,0.8448080122470856,5250,174.2999255657196,0.0104892,0.0012,901120
56,-0.0100557,0.012,0.0437603,64.1,28672,-45.23546815,7.14624,0.149414,0.9190005958080292,5180,177.46265363693237,0.0109913,0.0012,917504
57,-0.00946331,0.012,0.0593038,53.72,29184,-42.55316462,7.07761,0.128204,0.8597041070461273,5197,180.61504197120667,0.00936059,0.0012,933888
58,-0.00978714,0.012,0.0412291,52.04,29696,-33.23106323,6.99698,0.133347,0.8908138498663902,5228,183.7487988471985,0.00969805,0.0012,950272
59,-0.0102641,0.012,0.0411172,45.38,30208,-23.26863769,6.91667,0.139847,0.8886237516999245,5197,186.9016170501709,0.0101245,0.0012,966656
60,-0.00989704,0.012,0.0327815,34.7,30720,-18.90485331,6.84039,0.139847,0.903522178530693,5186,190.06120133399963,0.0102517,0.0012,983040
61,-0.0101648,0.012,0.0473308,44.02,31232,-27.4304525,6.75354,0.145187,0.8204746842384338,5199,193.21281743049622,0.0106218,0.0012,999424
62,-0.0109441,0.012,0.033768,53.17,31744,-27.03037938,6.66886,0.149689,0.8804356008768082,5223,196.3498454093933,0.010989,0.0012,1015808
63,-0.0110165,0.012,0.0294008,82.93,32256,-45.83993522,6.57019,0.141769,0.8943630903959274,5210,199.49445581436157,0.010625,0.0012,1032192
64,-0.0107866,0.012,0.0359235,67.8,32768,-35.16680058,6.47956,0.152878,0.8426766693592072,5182,202.65633177757263,0.0112804,0.0012,1048576
65,-0.0113592,0.012,0.0252185,68.38,33280,-34.49852617,6.39224,0.160416,0.8854411616921425,5217,205.79692840576172,0.0117297,0.0012,1064960
66,-0.0104731,0.012,0.0276349,56.67,33792,-27.04045761,6.31789,0.150055,0.8571900576353073,5177,208.96180963516235,0.0108475,0.0012,1081344
67,-0.0102086,0.012,0.0239361,53.12,34304,-20.49102641,6.25759,0.154068,0.8490030914545059,5184,212.12241315841675,0.0110818,0.0012,1097728
68,-0.01026,0.012,0.018687,42.81,34816,-12.58527847,6.1858,0.147278,0.8739989101886749,5228,215.25667190551758,0.0109132,0.0012,1114112
69,-0.0104708,0.012,0.0180834,72.46,35328,-25.42524681,6.11133,0.153107,0.8674907982349396,5251,218.37716913223267,0.0111396,0.0012,1130496
70,-0.00998508,0.012,0.0160211,46.77,35840,-11.01603541,6.03013,0.145905,0.8510661423206329,5165,221.5496256351471,0.0104754,0.0012,1146880
71,-0.0113879,0.012,0.0140498,60.84,36352,-16.54577509,5.95205,0.142715,0.8405229151248932,5223,224.68634796142578,0.0106847,0.0012,1163264
72,-0.0110663,0.012,0.0146098,57.25,36864,-9.93689601,5.8598,0.150742,0.7930895388126373,5237,227.81509590148926,0.0109901,0.0012,1179648
73,-0.00988211,0.012,0.0109776,33.19,37376,-3.24193782,5.77373,0.147278,0.8548415750265121,5192,230.97084188461304,0.0107942,0.0012,1196032
74,-0.0112981,0.012,0.0119384,74.35,37888,-16.13688748,5.68911,0.169128,0.8450352698564529,5164,234.1436002254486,0.0123638,0.0012,1212416
75,-0.011719,0.012,0.0120568,55.91,38400,-8.67069211,5.61043,0.162109,0.7982530146837234,5180,237.30630564689636,0.0119339,0.0012,1228800
76,-0.0102619,0.012,0.00780293,43.83,38912,-1.7910014,5.53206,0.140839,0.865727499127388,5259,240.42161297798157,0.0104418,0.0012,1245184
77,-0.0111888,0.012,0.0125764,46.04,39424,-2.73066413,5.44771,0.145935,0.7166593968868256,5213,243.56475257873535,0.0106758,0.0012,1261568
78,-0.00981265,0.012,0.00944351,70.79,39936,-3.113114,5.36443,0.138123,0.7508587539196014,5187,246.72321915626526,0.0103913,0.0012,1277952
79,-0.00977802,0.012,0.0100834,52.41,40448,-0.97810782,5.28606,0.134308,0.6145815253257751,5171,249.89146733283997,0.00975404,0.0012,1294336
80,-0.0115009,0.012,0.00787012,49.89,40960,0.85197072,5.20748,0.15593,0.762175440788269,5027,253.1507658958435,0.0112247,0.0012,1310720
81,-0.0116955,0.012,0.00933499,101.12,41472,-6.43224541,5.13226,0.161835,0.6981500089168549,4611,256.70436239242554,0.0116745,0.0012,1327104
82,-0.0107754,0.012,0.00734904,61.68,41984,2.77727297,5.06347,0.145508,0.6791115403175354,4717,260.1778173446655,0.0108816,0.0012,1343488
83,-0.0109017,0.012,0.00752717,83.14,42496,9.18485693,4.9885,0.155304,0.7008601427078247,4942,263.4928023815155,0.01131,0.0012,1359872
84,-0.0110612,0.012,0.00818509,73.83,43008,4.28737179,4.92534,0.160156,0.6047723293304443,5052,266.7361726760864,0.0113919,0.0012,1376256
85,-0.00977277,0.012,0.00766672,51.51,43520,9.17055128,4.86151,0.13623,0.5542537271976471,5023,269.9977493286133,0.00999123,0.0012,1392640
86,-0.00996506,0.012,0.00742621,75.21,44032,13.08469549,4.77757,0.139679,0.529212474822998,4918,273.3289256095886,0.0102253,0.0012,1409024
87,-0.0109159,0.012,0.00609569,63.49,44544,12.74046498,4.70222,0.147705,0.5093059241771698,5050,276.5730354785919,0.0110502,0.0012,1425408
88,-0.0110339,0.012,0.00587491,113.64,45056,14.32902326,4.6345,0.14093,0.44294530153274536,5091,279.79136419296265,0.0104071,0.0012,1441792
89,-0.00987239,0.012,0.00671688,57.32,45568,15.45776304,4.56583,0.140945,0.39005863666534424,5212,282.93519854545593,0.0102844,0.0012,1458176
90,-0.00974096,0.012,0.00644176,76.64,46080,14.51379681,4.49621,0.126465,0.3523937463760376,5219,286.0748689174652,0.00928772,0.0012,1474560
91,-0.0091181,0.012,0.00686116,81.68,46592,22.30809041,4.4267,0.132797,0.3776022791862488,5212,289.218594789505,0.00977816,0.0012,1490944
92,-0.010795,0.012,0.00653885,88.91,47104,20.21319381,4.35543,0.144043,0.2841957211494446,5228,292.3527145385742,0.0105843,0.0012,1507328
93,-0.010621,0.012,0.00745044,89.58,47616,24.11730727,4.25874,0.138382,0.31920576095581055,5250,295.47376251220703,0.0101341,0.0012,1523712
94,-0.0109365,0.012,0.00684097,100.02,48128,28.30636891,4.17168,0.149734,0.29435664415359497,5273,298.58104848861694,0.0111912,0.0012,1540096
95,-0.0108099,0.012,0.00642012,124.32,48640,32.54553808,4.09425,0.146576,0.2322070598602295,5224,301.7171721458435,0.0104959,0.0012,1556480
96,-0.011751,0.012,0.00667824,69.77,49152,30.04245206,4.01915,0.151413,0.2343694567680359,5230,304.85018396377563,0.0108657,0.0012,1572864
97,-0.0105871,0.012,0.00608705,135.21,49664,43.59485079,3.9372,0.143204,0.2867264151573181,5182,308.0119376182556,0.0103558,0.0012,1589248
98,-0.00989499,0.012,0.00770684,104.17,50176,38.11936506,3.87019,0.141342,0.2668458819389343,5227,311.14641308784485,0.0104546,0.0012,1605632
99,-0.0106992,0.012,0.00700229,86.16,50688,39.03160891,3.81234,0.139206,0.34665900468826294,5187,314.3051064014435,0.0100165,0.0012,1622016
100,-0.0104601,0.012,0.00749575,106.86,51200,42.23615307,3.73984,0.13652,0.24942833185195923,5254,317.4237554073334,0.0102374,0.0012,1638400
101,-0.00997719,0.012,0.00789644,120.22,51712,50.30324324,3.67144,0.141876,0.3625789284706116,5199,320.5770342350006,0.010414,0.0012,1654784
102,-0.0102125,0.012,0.00762583,109.2,52224,53.07555473,3.60287,0.15329,0.25914180278778076,5172,323.7447066307068,0.0110127,0.0012,1671168
103,-0.0100774,0.012,0.0075239,127.56,52736,50.95719055,3.54027,0.140152,0.3549732565879822,5253,326.86349391937256,0.0100001,0.0012,1687552
104,-0.0105462,0.012,0.00741515,144.62,53248,59.12633444,3.50611,0.150833,0.40180057287216187,5203,330.01245069503784,0.0108957,0.0012,1703936
105,-0.0106389,0.012,0.00666952,166.78,53760,64.86560109,3.45483,0.14917,0.35741889476776123,5172,333.18008947372437,0.0109198,0.0012,1720320
106,-0.0103026,0.012,0.00670681,149.95,54272,69.19015291,3.4035,0.149994,0.308509886264801,5234,336.31074047088623,0.01092,0.0012,1736704
107,-0.0101037,0.012,0.00810723,158.57,54784,71.9822001,3.35275,0.14296,0.33169257640838623,5285,339.4109320640564,0.0105229,0.0012,1753088
108,-0.0120024,0.012,0.00707932,187.75,55296,82.1785603,3.30715,0.159592,0.3921297788619995,5227,342.5452551841736,0.0116941,0.0012,1769472
109,-0.00982887,0.012,0.00949537,155.96,55808,75.92906511,3.24663,0.142532,0.31890028715133667,5268,345.65530920028687,0.0105768,0.0012,1785856
110,-0.0102785,0.012,0.00772612,139.48,56320,68.82332996,3.18051,0.160477,0.330532968044281,5291,348.751722574234,0.0114897,0.0012,1802240
111,-0.0102347,0.012,0.0093594,185.86,56832,88.67155602,3.11219,0.156281,0.3722648620605469,5253,351.87049317359924,0.0112307,0.0012,1818624
112,-0.0112419,0.012,0.00764938,192.51,57344,92.7717985,3.05565,0.16597,0.4221962094306946,5208,355.01627373695374,0.0120259,0.0012,1835008
113,-0.0102553,0.012,0.00856039,185.68,57856,101.78385495,3.02543,0.143265,0.4070360064506531,5174,358.18271493911743,0.0105515,0.0012,1851392
114,-0.0103998,0.012,0.0105784,180.97,58368,91.18941691,2.98059,0.158554,0.4312894344329834,5254,361.3014643192291,0.0113856,0.0012,1867776
115,-0.0110042,0.012,0.00905015,183.01,58880,90.94641911,2.93182,0.159683,0.4608772397041321,5226,364.4364402294159,0.0116655,0.0012,1884160
116,-0.00969286,0.012,0.0096999,181.44,59392,101.16248563,2.88137,0.163086,0.4739936590194702,5265,367.54820919036865,0.0118438,0.0012,1900544
117,-0.00917082,0.012,0.0118691,220.87,59904,112.16581007,2.8407,0.14119,0.38476574420928955,5278,370.65236353874207,0.0101581,0.0012,1916928
118,-0.0110047,0.012,0.00904896,226.95,60416,124.3645573,2.81872,0.164001,0.3934689164161682,4997,373.93094754219055,0.0118961,0.0012,1933312
119,-0.0109061,0.012,0.0107245,240.27,60928,124.86384447,2.78492,0.14859,0.35176563262939453,5026,377.1906328201294,0.0107818,0.0012,1949696
120,-0.0105288,0.012,0.00958918,235.45,61440,125.07264796,2.73393,0.158905,0.4541991353034973,5146,380.37444591522217,0.0114202,0.0012,1966080
121,-0.0113207,0.012,0.0110242,249.08,61952,133.95255438,2.67017,0.162338,0.4377896785736084,5169,383.54424238204956,0.0117344,0.0012,1982464
122,-0.0105056,0.012,0.00880909,241.02,62464,126.78319027,2.61311,0.170319,0.4539410471916199,5022,386.80659651756287,0.0123316,0.0012,1998848
123,-0.0091408,0.006,0.0129058,302.78,62976,159.64056437,2.58096,0.103622,0.34328800439834595,5203,389.9554588794708,0.00765822,0.0006,2015232
124,-0.00750436,0.006,0.0115673,270.83,63488,150.37723591,2.54964,0.0799866,0.4633902311325073,5153,393.1348099708557,0.00614008,0.0006,2031616
125,-0.00907286,0.006,0.0108303,262.87,64000,145.30492275,2.52483,0.113571,0.3997116684913635,5086,396.3561198711395,0.00811413,0.0006,2048000
126,-0.00880976,0.006,0.00843832,307.44,64512,161.18438116,2.50485,0.0954132,0.45324093103408813,5184,399.5164039134979,0.00732948,0.0006,2064384
127,-0.00904175,0.006,0.0107592,397.05,65024,203.29108185,2.47832,0.102936,0.3756072521209717,5293,402.61186003685,0.00760979,0.0006,2080768
128,-0.00853284,0.006,0.0121008,398.34,65536,210.46758092,2.4424,0.0963135,0.38081949949264526,5184,405.772408246994,0.00713407,0.0006,2097152
129,-0.00793624,0.006,0.0127516,333.49,66048,192.07969179,2.40543,0.0861511,0.43647313117980957,5269,408.88221073150635,0.00659354,0.0006,2113536
130,-0.00866874,0.006,0.0109433,357.77,66560,200.063496,2.37642,0.0955811,0.457308828830719,5356,411.9411475658417,0.00713243,0.0006,2129920
131,-0.00898903,0.006,0.00938999,387.39,67072,214.21555652,2.35531,0.110474,0.4726497530937195,5265,415.0533390045166,0.00820736,0.0006,2146304
132,-0.00942682,0.006,0.0128546,480.24,67584,261.89380495,2.3368,0.106461,0.4608686566352844,5328,418.1285104751587,0.00772546,0.0006,2162688
133,-0.00760593,0.006,0.0133734,467.71,68096,273.16034743,2.31585,0.0945129,0.5152131021022797,5260,421.24353194236755,0.0068447,0.0006,2179072
134,-0.00894302,0.006,0.0172718,415.0,68608,270.40076819,2.28955,0.102463,0.41859275102615356,5282,424.3454706668854,0.00749627,0.0006,2195456
135,-0.00917148,0.006,0.0143509,403.51,69120,266.15137312,2.25971,0.101028,0.4929036498069763,5306,427.43338894844055,0.00760893,0.0006,2211840
136,-0.0083642,0.006,0.0148034,415.79,69632,270.30209554,2.2281,0.0931549,0.4842737317085266,5311,430.5182056427002,0.00712441,0.0006,2228224
137,-0.0080245,0.006,0.0126938,444.47,70144,281.199972,2.19289,0.0908661,0.5189462900161743,5293,433.6137115955353,0.00686876,0.0006,2244608
138,-0.00810476,0.006,0.0148975,479.24,70656,301.678325,2.17422,0.098587,0.47941529750823975,5301,436.7043969631195,0.00744216,0.0006,2260992
139,-0.00819371,0.006,0.0133382,481.12,71168,305.28001109,2.16228,0.0967407,0.43908727169036865,5301,439.79536533355713,0.00724946,0.0006,2277376
140,-0.0090061,0.006,0.0131308,521.9,71680,326.74101681,2.14248,0.10527,0.4463341236114502,5306,442.8835573196411,0.00781124,0.0006,2293760
141,-0.00807942,0.006,0.013365,514.37,72192,330.21518913,2.12033,0.092926,0.535782128572464,5286,445.98334288597107,0.00689785,0.0006,2310144
142,-0.00821442,0.006,0.0150999,540.02,72704,350.33227289,2.09896,0.0980072,0.40335536003112793,5190,449.1403465270996,0.00743633,0.0006,2326528
143,-0.00796757,0.006,0.0116464,529.93,73216,343.55446473,2.07922,0.100403,0.47467362880706787,5242,452.26616954803467,0.00742366,0.0006,2342912
144,-0.00951954,0.006,0.0109308,555.96,73728,344.83384568,2.06175,0.111511,0.5293905436992645,5221,455.4041073322296,0.00815612,0.0006,2359296
145,-0.00833649,0.006,0.0140788,566.26,74240,355.2018087,2.04,0.101089,0.4871046543121338,5295,458.4981496334076,0.00752482,0.0006,2375680
146,-0.00829392,0.006,0.0145068,589.23,74752,371.70146263,2.01768,0.0938263,0.5466508567333221,5326,461.5745098590851,0.0070611,0.0006,2392064
147,-0.00768597,0.006,0.0159039,613.42,75264,390.8288282,2.00099,0.0932159,0.48709291219711304,5168,464.7448000907898,0.00692582,0.0006,2408448
148,-0.00678692,0.006,0.0151069,599.7,75776,405.13903882,1.98167,0.0847931,0.45462554693222046,5285,467.8448441028595,0.0064353,0.0006,2424832
149,-0.00875776,0.006,0.0134379,616.32,76288,413.79341771,1.95443,0.102478,0.5225139856338501,5211,470.9887652397156,0.00755925,0.0006,2441216
150,-0.00946569,0.006,0.0118691,664.3,76800,450.59752841,1.92492,0.106094,0.5776340663433075,5331,474.0624129772186,0.00783429,0.0006,2457600
151,-0.00756286,0.006,0.0146873,712.46,77312,478.50154028,1.90815,0.0937195,0.566446453332901,5296,477.15812492370605,0.00704287,0.0006,2473984
152,-0.00822628,0.006,0.0134166,711.3,77824,475.68911467,1.89831,0.102859,0.5471015870571136,5254,480.27666759490967,0.00777983,0.0006,2490368
153,-0.00818002,0.006,0.0126126,713.84,78336,473.0186684,1.88826,0.0932922,0.5647037029266357,5304,483.365690946579,0.00681613,0.0006,2506752
154,-0.00805729,0.006,0.0131727,695.31,78848,451.75928869,1.87261,0.10347,0.5852212309837341,5260,486.48042702674866,0.00764361,0.0006,2523136
155,-0.00748812,0.006,0.0130646,696.99,79360,462.55281478,1.86081,0.0949097,0.60277459025383,5271,489.5886209011078,0.00707965,0.0006,2539520
156,-0.00853669,0.006,0.0138768,695.66,79872,468.62809855,1.84181,0.103699,0.5735994279384613,5310,492.6741998195648,0.00771952,0.0006,2555904
157,-0.00720332,0.006,0.0151524,674.95,80384,461.67052777,1.81714,0.0891418,0.5346627831459045,5269,495.7835805416107,0.00672283,0.0006,2572288
158,-0.00755545,0.006,0.0133828,706.26,80896,499.32039522,1.79326,0.101395,0.5661002695560455,5274,498.8899657726288,0.00749876,0.0006,2588672
159,-0.00780455,0.006,0.0128255,746.23,81408,532.52741945,1.77799,0.101181,0.5588625967502594,5177,502.05456256866455,0.00743065,0.0006,2605056
160,-0.00830293,0.006,0.0155047,736.41,81920,530.07887207,1.75122,0.0991516,0.5501341819763184,5217,505.1954221725464,0.00731374,0.0006,2621440
161,-0.00852267,0.006,0.0133376,755.93,82432,546.81946511,1.72204,0.106628,0.5735355615615845,5232,508.32700181007385,0.00781761,0.0006,2637824
162,-0.00773456,0.006,0.014702,777.72,82944,568.6110273,1.71382,0.0927887,0.5766213238239288,5298,511.4193687438965,0.00706558,0.0006,2654208
163,-0.00747526,0.006,0.0176582,750.81,83456,563.47062889,1.70522,0.0983734,0.4995296597480774,5316,514.5016326904297,0.00729822,0.0006,2670592
164,-0.00796286,0.006,0.0164892,730.74,83968,561.33681976,1.68168,0.100113,0.5641827285289764,5263,517.6146845817566,0.00737418,0.0006,2686976
165,-0.0072687,0.006,0.0168667,752.05,84480,578.77797682,1.66158,0.0983582,0.5816393792629242,5011,520.884343624115,0.00730348,0.0006,2703360
166,-0.00718781,0.006,0.0145598,756.19,84992,591.26011553,1.63291,0.095459,0.6416371762752533,4891,524.2344903945923,0.00720824,0.0006,2719744
167,-0.00833189,0.006,0.0191016,761.66,85504,605.90541581,1.59624,0.11409,0.568296879529953,5021,527.4974467754364,0.00829021,0.0006,2736128
168,-0.00739702,0.006,0.0136928,777.34,86016,617.08000038,1.56893,0.0970306,0.6486381590366364,5119,530.6981995105743,0.00719527,0.0006,2752512
169,-0.00881117,0.006,0.0207243,799.5,86528,641.17796581,1.54733,0.109512,0.5371703207492828,5191,533.8542623519897,0.00789054,0.0006,2768896
170,-0.00717219,0.006,0.0152289,809.28,87040,653.39792788,1.532,0.0974579,0.6303206980228424,5258,536.9705731868744,0.00719008,0.0006,2785280
171,-0.00683708,0.006,0.0227054,824.62,87552,676.35505995,1.51156,0.100037,0.4290980100631714,5251,540.0907337665558,0.00736157,0.0006,2801664
172,-0.00811573,0.006,0.0167464,812.44,88064,669.997611,1.49394,0.112823,0.5588471591472626,5156,543.2685315608978,0.00822113,0.0006,2818048
173,-0.00748583,0.006,0.0180008,804.32,88576,659.06905723,1.48399,0.0996704,0.5480330884456635,5243,546.3935525417328,0.0074749,0.0006,2834432
174,-0.0078696,0.006,0.018637,790.51,89088,661.38540401,1.47614,0.112671,0.5705177485942841,5221,549.5317981243134,0.00824988,0.0006,2850816
175,-0.00765767,0.006,0.0170306,807.69,89600,674.48366257,1.46603,0.107864,0.6096604764461517,5264,552.6442582607269,0.00788793,0.0006,2867200
176,-0.00803805,0.006,0.0174714,810.9,90112,679.9435303,1.44868,0.111267,0.5542284846305847,5335,555.7153651714325,0.00805625,0.0006,2883584
177,-0.008115,0.006,0.0232141,787.38,90624,654.18378969,1.42935,0.10704,0.5146117508411407,5294,558.8104121685028,0.00778324,0.0006,2899968
178,-0.0078009,0.006,0.0165885,793.87,91136,665.32095723,1.41344,0.100571,0.6801480352878571,5222,561.9482660293579,0.00747589,0.0006,2916352
179,-0.00763995,0.006,0.01828,822.09,91648,676.63468732,1.39831,0.100647,0.6340014040470123,5217,565.0890595912933,0.0074841,0.0006,2932736
180,-0.00752583,0.006,0.0165553,825.76,92160,695.23332413,1.37599,0.103043,0.6705781519412994,5221,568.2273421287537,0.00768123,0.0006,2949120
181,-0.00852282,0.006,0.02639,807.58,92672,693.59198091,1.35824,0.125305,0.5112560093402863,5239,571.3564081192017,0.0092358,0.0006,2965504
182,-0.00584056,0.006,0.0177071,810.53,93184,703.26352888,1.34736,0.0423584,0.6120255291461945,5218,574.4963827133179,0.0037142,0.0003,2981888
183,-0.00726704,0.006,0.0287495,826.32,93696,743.44284051,1.33222,0.108444,0.46628719568252563,5257,577.6133363246918,0.00806449,0.0006,2998272
184,-0.00897254,0.006,0.0185056,818.42,94208,743.83184454,1.32358,0.12674,0.6505797207355499,5184,580.7739551067352,0.00930117,0.0006,3014656
185,-0.00610163,0.006,0.0195965,827.55,94720,757.71259708,1.31817,0.0607452,0.6583604514598846,4982,584.0626826286316,0.00486248,0.0003,3031040
186,-0.00689957,0.006,0.0262141,818.68,95232,768.79569725,1.30782,0.0736237,0.5585925877094269,5054,587.3043076992035,0.00562409,0.0003,3047424
187,-0.00497708,0.006,0.0226634,832.8,95744,796.07860179,1.29621,0.0485687,0.6129051446914673,5155,590.4824573993683,0.00426291,0.0003,3063808
188,-0.00578109,0.006,0.0275933,847.71,96256,830.74055173,1.28891,0.0639801,0.5199010968208313,5223,593.6197280883789,0.00515862,0.0003,3080192
189,-0.00543049,0.006,0.0236409,868.63,96768,860.23177052,1.28001,0.0516052,0.48333263397216797,5227,596.7541880607605,0.00447344,0.0003,3096576
190,-0.0057206,0.006,0.0284279,853.12,97280,868.96749447,1.26353,0.0601196,0.5250718891620636,5201,599.9043393135071,0.00484796,0.0003,3112960
191,-0.00562923,0.006,0.0286518,868.06,97792,901.29872806,1.25209,0.0506744,0.565640389919281,5098,603.1184086799622,0.00435995,0.0003,3129344
192,-0.00580248,0.006,0.0262106,868.15,98304,908.1792025,1.244,0.0530548,0.6096704304218292,5019,606.3830673694611,0.00454655,0.0003,3145728
193,-0.00622938,0.006,0.0317867,866.59,98816,922.53951769,1.2323,0.066925,0.6119664311408997,5092,609.6007096767426,0.00536854,0.0003,3162112
194,-0.00601345,0.006,0.0219339,875.45,99328,924.99634544,1.22402,0.0559998,0.7277135252952576,5212,612.7441780567169,0.00464866,0.0003,3178496
195,-0.00606233,0.006,0.0343271,856.4,99840,903.30127882,1.21942,0.072052,0.5791161060333252,5283,615.8452851772308,0.00559483,0.0003,3194880
196,-0.00513075,0.006,0.0243902,859.41,100352,916.10881049,1.21506,0.0468597,0.5820528268814087,5243,618.9700343608856,0.00404891,0.0003,3211264
197,-0.00592927,0.006,0.0320047,882.38,100864,939.86768531,1.20574,0.0516815,0.513001561164856,5223,622.1070568561554,0.00445904,0.0003,3227648
198,-0.00594702,0.006,0.0210933,887.14,101376,935.97135903,1.19642,0.0523224,0.6747492551803589,5234,625.2374522686005,0.00440747,0.0003,3244032
199,-0.00519626,0.006,0.0327569,892.75,101888,953.16912554,1.18855,0.0511169,0.6347814202308655,5287,628.3362512588501,0.00430574,0.0003,3260416
200,-0.00622058,0.006,0.0194029,898.26,102400,944.23544437,1.18493,0.0604401,0.7669703662395477,5215,631.4780597686768,0.00486263,0.0003,3276800
201,-0.00626937,0.006,0.0284184,915.33,102912,969.07113158,1.1777,0.0574036,0.6420927345752716,5259,634.5962433815002,0.00479418,0.0003,3293184
202,-0.00567476,0.006,0.0293674,898.89,103424,969.63253157,1.17342,0.0626373,0.5839374363422394,5269,637.7056365013123,0.00499901,0.0003,3309568
203,-0.00645579,0.006,0.030274,893.27,103936,971.00567398,1.17071,0.0599213,0.6082734763622284,5238,640.8336582183838,0.00488381,0.0003,3325952
204,-0.00655116,0.006,0.0269238,872.91,104448,958.16943873,1.16433,0.0685272,0.5730889439582825,5254,643.952347278595,0.00538583,0.0003,3342336
205,-0.00582603,0.006,0.0355996,860.5,104960,976.03907614,1.15554,0.0468903,0.401603102684021,5307,647.0394020080566,0.00412098,0.0003,3358720
206,-0.00638079,0.006,0.0295756,844.7,105472,981.1676805,1.14911,0.0560303,0.6887174248695374,5310,650.1250395774841,0.00453376,0.0003,3375104
207,-0.00585919,0.006,0.0266167,872.73,105984,996.64993929,1.14474,0.0463715,0.5791147947311401,5285,653.2254400253296,0.00403535,0.0003,3391488
208,-0.00629634,0.006,0.0332616,853.9,106496,978.66244301,1.14019,0.0678864,0.5129881799221039,5291,656.3222393989563,0.00533989,0.0003,3407872
209,-0.00592134,0.006,0.0360146,837.6,107008,970.96805627,1.12462,0.062149,0.3849066495895386,5257,659.4403970241547,0.00501486,0.0003,3424256
210,-0.00547537,0.006,0.0242709,844.42,107520,983.92566828,1.11268,0.0608978,0.5542935729026794,5248,662.5624823570251,0.00488044,0.0003,3440640
211,-0.00612634,0.006,0.0371513,867.33,108032,1002.52784065,1.10558,0.0588531,0.4939812421798706,5277,665.6672606468201,0.00472856,0.0003,3457024
212,-0.00530312,0.006,0.0336574,843.95,108544,991.20719105,1.0995,0.0527344,0.4183766841888428,5261,668.7815237045288,0.00443421,0.0003,3473408
213,-0.00458647,0.006,0.0346435,845.23,109056,992.59659956,1.08474,0.0435638,0.45500850677490234,5262,671.8954634666443,0.00389972,0.0003,3489792
214,-0.00766974,0.006,0.0316641,866.55,109568,1027.70596602,1.06413,0.11731,0.5096704661846161,5318,674.9765193462372,0.00864043,0.0006,3506176
215,-0.00770481,0.006,0.0365043,851.47,110080,1014.1395383,1.03938,0.115555,0.4300575256347656,5276,678.0820648670197,0.00858618,0.0006,3522560
216,-0.00817708,0.006,0.0251321,826.08,110592,992.01606761,1.02184,0.122147,0.7298243641853333,5297,681.1751236915588,0.00882498,0.0006,3538944
217,-0.00757928,0.006,0.0359277,860.33,111104,1041.40007203,1.01131,0.114273,0.5038162171840668,5301,684.2658531665802,0.00865843,0.0006,3555328
218,-0.00637581,0.006,0.0273468,865.44,111616,1056.50194429,0.990983,0.105728,0.621807187795639,5278,687.3700680732727,0.00779117,0.0006,3571712
219,-0.00743782,0.006,0.0381906,864.19,112128,1048.46829308,0.981409,0.101013,0.714284360408783,5291,690.4665567874908,0.00742387,0.0006,3588096
220,-0.00872873,0.006,0.0252027,853.41,112640,1021.92760276,0.979005,0.124512,0.8169138878583908,5212,693.6101422309875,0.00905331,0.0006,3604480
221,-0.00670641,0.006,0.0258415,896.4,113152,1048.15129778,0.976143,0.0629425,0.697433590888977,5165,696.7822139263153,0.00493102,0.0003,3620864
