#{"t_start": 1519654444.4018567, "env_id": "Ant-v2", "gym_version": "0.9.7"}
r,l,t
-74.232951,22,1.338486
-46.676987,17,1.436234
-303.398028,83,1.917661
-67.097248,20,2.033142
-3226.883305,1000,8.490021
-272.89416,77,8.947058
-313.530469,114,9.625642
-296.545579,89,10.141918
-2954.388645,1000,16.385781
-147.727336,50,16.677997
-145.784463,42,16.924955
-124.975945,64,17.390275
-66.513716,23,17.525016
-77.506883,30,17.701036
-208.486115,71,18.11523
-298.977736,95,18.718293
-97.171117,39,18.945785
-80.495765,21,19.065545
-65.86248,35,19.291743
-188.696571,58,19.638472
-66.218414,28,19.793676
-282.575363,95,20.438767
-143.713899,42,20.68654
-214.815862,69,21.098165
-371.919337,99,21.700784
-109.057679,45,21.962073
-55.241172,17,22.063053
-237.053691,84,22.585453
-129.614324,25,22.731495
-358.643258,147,23.706822
-80.88139,26,23.860583
-194.339168,82,24.374264
-49.22194,15,24.459954
-2670.864674,1000,30.626412
-103.351085,40,30.859769
-142.349618,54,31.180552
-68.326492,22,31.329329
-39.458517,18,31.45252
-206.469239,89,31.967412
-178.195082,50,32.274157
-112.580657,47,32.56811
-88.007153,40,32.799507
-20.169503,14,32.87837
-54.635524,20,32.994834
-491.586039,215,34.368024
-33.919323,37,34.581865
-90.426242,22,34.710503
-135.919938,44,34.96889
-106.037045,58,35.321499
-37.132471,15,35.413627
-117.663306,46,35.68291
-119.388459,35,35.8889
-270.618056,87,36.497626
-102.222121,39,36.729083
-44.318952,31,36.90939
-106.26039,47,37.187932
-39.603754,22,37.323691
-30.15274,16,37.417742
-151.920211,58,37.756568
-81.068872,35,37.959327
-2475.928535,1000,44.094295
-75.793382,42,44.356065
-87.902175,22,44.490239
-89.405069,44,44.746521
-167.125104,84,45.260683
-109.171137,49,45.556445
-59.429372,17,45.729508
-177.541849,56,46.065297
-201.016894,101,46.692181
-43.503045,14,46.772214
-105.868139,59,47.116996
-330.012793,116,47.817592
-54.800797,33,48.009442
