#{"env_id": "Humanoid-v2", "t_start": 1519555780.3662221, "gym_version": "0.9.7"}
r,l,t
81.125352,17,1.152589
75.317205,16,1.505563
79.19813,17,1.871616
125.032493,27,2.461068
75.919018,16,2.806629
122.04536,25,3.370709
66.030003,14,3.676624
80.993818,17,4.060918
137.882633,31,4.771896
105.421094,24,5.327569
126.404429,28,5.955584
126.716246,26,6.556681
168.78623,39,7.463808
98.240603,20,7.915767
70.093436,15,8.266698
74.56395,16,8.651765
76.707901,16,9.021985
70.868571,15,9.38328
85.615953,18,9.781987
111.58496,25,10.379883
81.118728,17,10.776673
80.797449,17,11.152607
145.576017,30,11.830609
84.938661,18,12.251522
119.732831,25,13.675945
150.867543,34,14.472981
94.648421,20,14.928633
86.839497,18,15.343061
81.201337,17,15.724424
77.922758,17,16.109288
152.136529,35,16.931906
149.08021,31,17.640986
84.783342,18,18.043079
90.373282,19,18.475448
71.889549,15,18.812461
89.978839,19,19.261869
76.295591,16,19.621559
91.338042,19,20.054869
84.241067,18,20.48382
81.623296,17,20.866565
107.500526,22,21.400095
87.191214,18,21.826634
85.065412,18,22.24443
89.410699,20,22.724064
94.289612,20,23.179174
79.512224,17,23.587117
81.397166,17,23.974397
80.423044,17,24.37626
91.36754,19,24.807794
81.147915,17,25.8102
81.534006,17,26.198676
179.682354,37,27.067842
90.30439,19,27.519803
76.31536,16,27.888326
75.406818,16,28.258541
93.230466,19,28.701326
86.129052,18,29.104608
91.470193,20,29.604651
138.175079,29,30.28808
91.661226,19,30.723606
77.160561,17,31.113111
79.630003,17,31.521654
158.186096,34,32.320935
95.813354,20,32.786202
116.698207,25,33.385889
80.957967,17,33.778755
74.446952,16,34.146272
80.635622,17,34.561018
129.28392,27,35.187739
89.581145,20,35.655888
86.060765,18,36.073949
131.067404,27,36.705037
128.596983,26,37.303643
78.877577,17,37.703907
89.868743,19,38.745715
138.614525,28,39.43851
130.24502,27,40.073616
127.206576,27,40.730755
197.025517,41,41.71133
81.272676,17,42.110594
76.447763,16,42.500412
123.030003,26,43.100836
107.286455,22,43.641175
129.895551,29,44.327412
151.098578,32,45.073355
91.292359,19,45.529424
81.4136,17,45.928857
93.951438,20,46.416248
81.273418,17,46.818601
113.988445,23,47.373227
81.231615,17,47.768284
81.315969,18,48.185419
91.962022,20,48.68255
107.81494,22,49.177432
159.442197,35,49.988693
176.281943,37,51.499771
78.99036,17,51.898033
81.235227,17,52.310273
85.257609,18,52.753858
85.173906,18,53.173702
142.933519,30,53.891333
86.841716,18,54.333031
76.359193,16,54.705373
76.005082,16,55.078693
145.005816,30,55.817653
218.475404,51,57.055974
148.105203,34,57.902961
81.44133,17,58.321416
97.321761,21,58.829622
184.188399,37,59.733646
166.225189,34,60.56329
193.957887,39,61.490748
90.536953,19,61.930834
89.328185,19,62.396965
159.07413,34,63.216743
