#{"env_id": "Humanoid-v2", "t_start": 1519555778.0126896, "gym_version": "0.9.7"}
r,l,t
81.189875,17,3.499136
119.219337,24,4.026566
128.006199,28,4.635488
81.155761,17,4.999447
85.911171,18,5.398292
117.939846,24,5.935829
220.297034,47,7.004525
132.519456,29,7.674074
85.7502,18,8.077599
70.931017,15,8.414479
91.318294,19,8.855186
76.841839,16,9.213813
75.223005,16,9.58677
80.016031,17,9.989701
84.102954,18,10.39751
80.552714,17,10.812992
76.125542,16,11.178161
75.813636,16,11.550671
80.324755,17,11.952915
206.067905,48,13.078688
87.366314,18,13.474189
107.584164,22,13.980929
77.678511,17,14.362226
148.100226,31,15.927119
70.210459,15,16.278926
108.936434,23,16.819735
85.837467,18,17.226082
80.922374,17,17.62208
86.287883,18,18.020397
88.799072,19,18.455516
78.55804,17,18.866611
80.946491,17,19.253983
84.063875,19,19.692345
95.049549,20,20.143829
92.764669,20,20.592444
76.230424,16,20.956364
79.149737,17,21.342806
75.65378,16,21.722408
125.739238,27,22.333676
75.915043,16,22.717021
81.351282,17,23.101161
100.317418,23,23.636795
76.341481,16,24.035079
78.568186,17,24.425296
137.28179,28,25.091174
76.057752,16,25.456149
79.008652,17,25.86731
81.464575,17,26.252557
74.648302,16,26.628384
82.346067,17,27.017149
88.380679,19,27.447287
74.839865,16,28.429225
81.392942,17,28.830592
74.9545,16,29.20334
229.397171,45,30.25721
180.17651,36,31.092482
123.394551,27,31.725176
86.011465,18,32.158641
115.621664,25,32.749743
96.730137,22,33.249489
97.450176,20,33.730416
75.270147,16,34.096441
98.213655,21,34.583848
76.13859,16,34.973101
116.144427,26,35.574619
147.853712,34,36.373898
75.825565,16,36.76419
80.872543,17,37.156747
140.81335,29,37.839719
76.474502,16,38.210541
80.47228,17,38.613258
86.602996,21,39.095402
97.023392,21,39.577094
72.84597,16,39.95314
163.178501,37,41.43258
127.776109,30,42.160918
215.043052,45,43.237594
260.40154,53,44.502723
105.712549,24,45.079135
80.249978,17,45.472927
86.289742,18,45.919603
81.441249,17,46.313138
132.876046,29,47.001282
144.755233,30,47.714819
71.898905,16,48.086069
143.539804,35,48.927276
79.670809,17,49.331368
188.721185,39,50.251419
76.144678,16,50.633715
231.211512,52,51.854936
187.767244,43,53.486865
178.921481,37,54.360161
80.143733,17,54.789191
77.252317,17,55.190949
80.439482,17,55.595454
92.23696,19,56.047249
91.560114,19,56.501247
76.483146,16,56.889988
178.329245,38,57.805158
94.223798,20,58.282473
77.153046,17,58.71285
152.47291,38,59.624665
75.750954,16,60.03233
92.994705,20,60.509349
143.063744,34,61.343761
83.109761,18,61.789332
267.319809,51,63.023941
100.300043,21,63.519607
80.433424,17,63.927803
141.786369,29,64.608822
80.617897,17,65.031879
81.081586,17,65.43849
145.896486,34,66.902935
263.675719,51,68.15508
100.505494,21,68.675046
208.314312,50,69.896703
157.838383,37,70.783849
164.892797,37,71.684693
81.010493,17,72.094863
169.935093,36,72.977679
127.886053,26,73.602895
235.280545,49,74.825396
188.019248,40,75.809272
105.057599,22,76.323784
147.198157,31,77.074577
142.328051,29,77.769413
146.31854,30,78.487951
141.078493,32,79.882977
198.241195,43,80.927096
86.552532,18,81.364138
116.874831,27,82.072392
153.285892,33,82.883219
91.135993,19,83.34363
262.430961,52,84.666878
144.962277,31,85.428236
122.669266,26,86.078154
101.383826,24,86.665392
277.527725,54,87.958334
87.174207,18,88.387452
100.626233,22,88.939431
216.918864,43,90.015882
197.35438,44,91.12565
218.60951,48,92.921772
102.901495,22,93.461344
92.073324,19,93.932625
191.530475,41,94.959589
89.162494,19,95.419158
221.968068,44,96.527772
270.943649,51,97.805317
95.775455,21,98.314981
136.068376,29,99.052338
131.963096,27,99.728643
129.079101,26,100.373091
213.721965,43,101.439625
108.635924,23,102.028171
91.887176,19,102.488412
194.565404,38,103.424471
202.363323,43,104.47131
96.023106,20,104.964804
181.554797,37,106.474937
170.700895,34,107.337534
131.751915,27,108.027607
133.964449,27,108.709244
239.299477,53,110.051039
135.52714,32,110.853114
196.000837,42,111.911516
167.272124,38,112.857068
166.03874,36,113.72781
136.58449,29,114.427408
184.752972,38,115.40018
305.124451,58,116.911219
139.546093,31,117.683718
242.422163,48,118.878341
303.117392,57,120.931885
173.983212,38,121.883853
142.644973,28,122.572098
111.098941,24,123.175359
207.177358,42,124.239837
159.707687,35,125.127552
258.524325,55,126.497838
302.150704,67,128.198603
240.70128,52,129.511241
110.81371,23,130.112014
306.842705,66,131.778628
252.464156,54,133.763921
104.350003,22,134.30303
369.308957,71,136.104846
238.948305,57,137.529547
360.725369,75,139.435096
341.346635,69,141.197379
323.686106,65,142.829732
391.569765,78,144.780898
381.628705,73,147.168944
309.073704,66,148.836323
315.047108,63,150.421389
216.863375,50,151.68903
138.130701,28,152.392838
211.736415,50,153.685699
285.383738,65,155.335646
280.481436,67,157.047952
470.992531,108,160.400799
362.359688,79,162.451554
213.679788,49,163.732912
295.870315,55,165.129798
263.547319,54,166.509592
292.008883,64,168.145921
186.737894,38,169.112599
349.220473,67,170.823735
268.875857,53,172.189023
182.110067,37,173.132321
341.443648,74,175.643953
264.70525,55,177.096025
209.626856,42,178.217354
242.697989,54,179.624069
188.106575,45,180.791526
182.972964,41,181.854997
494.030911,107,184.669901
250.366463,53,186.051938
324.691721,62,188.241345
115.354068,24,188.875314
332.230346,77,190.872817
330.343978,74,192.733485
388.345718,72,194.529347
318.897222,65,196.227631
325.011248,69,198.02607
415.231031,91,200.463719
413.204445,94,203.608321
308.099529,57,205.146391
207.399096,46,206.360563
610.505114,125,209.623687
328.084264,65,211.31493
349.23723,75,213.256156
259.851467,56,214.715051
239.42737,47,216.52729
457.149723,87,218.783083
170.545012,37,219.696239
397.254134,86,221.846394
369.140752,79,223.791091
374.304023,76,225.670142
245.743927,49,226.891397
248.739268,50,228.152446
347.961122,82,230.871836
342.51425,64,232.54793
323.967465,65,234.285391
451.491566,86,236.524556
283.458057,55,237.965999
326.112391,69,239.733307
613.82867,125,243.549325
317.784312,61,245.145797
365.650466,71,246.99918
522.901524,103,249.6593
422.144794,94,252.06919
301.37826,62,253.71453
425.539131,90,256.094591
203.902461,49,257.991959
309.35849,65,259.696363
427.252829,95,262.154294
419.829985,82,264.282932
252.256094,58,265.819942
308.550188,60,267.410657
360.732156,80,269.514304
240.282743,54,271.524202
300.649483,71,273.398637
143.896111,30,274.199801
187.983163,41,275.273544
382.468362,72,277.183168
456.690068,89,279.491972
356.090433,69,281.317627
367.419612,81,283.451358
414.038442,82,286.232052
446.95858,89,288.544924
286.345873,57,290.05898
363.252083,68,291.886956
503.330272,99,294.4773
407.585355,79,296.567986
311.246574,66,298.341348
546.182318,104,301.658621
321.307631,70,303.461395
380.740769,73,305.388008
482.045077,94,307.839757
605.727187,122,311.043774
359.435901,73,313.573644
238.41468,52,314.949352
501.070224,93,317.388554
517.664997,106,320.124393
370.460119,77,322.082009
298.972193,59,323.610744
537.203477,99,326.173862
271.717308,54,328.176062
450.353146,93,330.630354
618.120728,123,333.841234
244.273767,53,335.220987
388.331333,80,337.3042
336.09373,65,339.013197
256.094302,55,340.454724
462.701299,88,343.359524
313.772343,60,344.935438
262.901801,51,346.234208
288.254085,56,347.684338
426.428302,83,349.858724
412.731149,79,351.906919
451.415317,91,354.272267
424.206391,86,357.155662
307.061669,60,358.70734
363.407143,72,360.565098
194.552422,41,361.608777
365.151567,79,363.583506
423.204521,100,366.110065
608.157371,121,369.827712
287.097676,62,371.416638
429.34677,85,373.578657
278.087181,54,374.972618
377.036775,72,376.834492
361.933266,78,378.862269
354.77524,72,380.728886
340.781401,64,383.012033
370.672448,83,385.16537
390.953434,88,387.460808
385.493289,78,389.526705
514.15467,103,392.354983
537.373615,105,395.174023
431.766837,98,398.373458
516.541489,108,401.171649
293.97557,58,402.706403
226.589525,49,404.013237
416.221794,81,406.159541
400.181127,76,408.159204
413.4328,80,410.256807
395.607298,76,412.871733
328.444562,73,414.786172
451.591495,90,417.193168
360.95677,68,419.061788
346.049369,76,421.110655
294.804254,63,422.779887
452.693822,89,425.752166
484.469687,91,428.134024
395.544975,77,430.182306
340.175536,68,431.98549
450.364292,85,434.222386
379.699762,72,436.135327
471.775466,87,438.396261
371.50774,69,440.841775
429.884359,78,442.852057
265.933537,59,444.399554
306.737476,60,445.989305
531.336831,105,448.723577
400.257655,77,450.720758
427.282564,95,453.84148
438.033145,83,455.992651
593.804619,117,459.040336
382.068252,78,461.088403
246.41346,53,462.447407
314.020077,71,464.276595
478.699047,92,466.681396
416.60598,95,469.771671
470.82275,91,472.147432
410.163802,80,474.300574
370.945794,84,476.568986
448.949954,101,479.284215
457.859866,90,482.256939
388.596491,74,484.202312
460.53339,87,486.486968
638.153482,132,490.017886
558.287923,107,492.83843
381.16221,77,494.853917
621.443616,130,498.931671
446.05585,86,501.232347
422.784937,83,503.428807
437.219623,88,505.8311
487.179245,95,508.434009
356.840036,79,511.293991
