#{"t_start": 1519654445.0049045, "env_id": "Ant-v2", "gym_version": "0.9.7"}
r,l,t
-86.392596,29,0.775082
-33.261218,13,0.84911
-94.792981,30,1.030369
-322.341784,108,1.671825
-245.037541,71,2.090043
-301.659941,101,2.706002
-540.36098,179,4.128071
-116.516575,44,4.389038
-319.347204,97,4.996839
-113.355319,38,5.220324
-97.577963,33,5.411081
-111.135122,44,5.688745
-28.054328,10,5.749547
-102.932987,39,5.976165
-93.722424,31,6.15662
-35.243532,11,6.220451
-70.81644,25,6.361089
-86.939393,27,6.519313
-35.42478,11,6.59263
-249.04589,84,7.178003
-45.611217,19,7.289199
-243.455621,74,7.744556
-97.552684,51,8.052159
-3140.561657,1000,14.248716
-222.542978,64,14.641638
-2899.077232,1000,20.804766
-56.073677,24,20.944369
-231.597293,77,21.395643
-61.205709,20,21.520512
-349.273357,104,22.153535
-151.502357,55,22.475833
-50.819613,23,22.621319
-47.749818,26,22.794401
-146.703719,54,23.193536
-48.595172,27,23.354656
-2707.505946,1000,29.519607
-363.822722,155,30.457218
-71.247153,39,30.708778
-2598.058439,1000,36.846774
-293.18207,150,37.737058
-51.199934,19,37.852862
-144.246827,52,38.163497
-43.506849,13,38.238532
-205.155163,83,38.810112
-207.044841,93,39.370944
-39.790684,16,39.463154
-238.901319,93,40.021767
-67.334984,26,40.172144
-145.976496,63,40.538877
-184.071616,74,40.986532
-548.486604,241,42.502734
-33.172743,13,42.583318
-66.271956,30,42.778353
-318.115105,129,43.53372
-106.654431,50,43.846423
-51.009322,13,43.923813
-96.936284,30,44.10122
-120.536265,42,44.345534
-82.429933,37,44.56808
-178.039498,72,45.086485
-114.128912,56,45.42429
-325.57068,112,46.114937
-137.59557,76,46.557358
-91.058461,27,46.73269
-64.151979,44,46.992792
-88.1876,37,47.208707
-45.751052,19,47.32089
-56.792029,18,47.424793
-7.554419,33,47.628889
-86.780415,24,47.777753
-36.75779,22,47.903199
-24.562818,10,47.961856
-34.545708,9,48.014907
-21.797062,10,48.069868
-57.778039,21,48.271898
-33.62401,13,48.352537
-42.169232,24,48.498177
-36.779033,15,48.594092
-44.278426,16,48.702081
-51.319011,32,48.897746
-27.499467,10,48.954407
-41.559327,29,49.122223
-130.125246,45,49.387064
-27.17426,11,49.452519
-161.02244,64,49.876679
-32.241138,20,50.013967
-2084.41915,904,55.638344
-101.107169,44,55.900584
-44.658198,18,56.008444
-88.893427,42,56.25308
-23.287651,9,56.304487
-110.024292,48,56.593233
-80.014573,35,56.814481
-86.846634,29,56.989406
-57.251011,33,57.185364
-54.230052,26,57.336438
-107.365636,54,57.656515
-437.273831,184,58.858403
-51.764161,18,58.968693
-39.374066,19,59.080491
-186.381447,62,59.442433
-129.874506,51,59.752898
-44.429648,12,59.820539
-26.029126,11,59.885994
-24.628319,18,59.993227
-74.780737,38,60.215368
-2178.433916,1000,66.418982
-134.661022,55,66.749747
-22.327059,26,66.899167
-28.009553,14,66.984743
-233.707672,99,67.664937
-26.357043,12,67.73857
-265.843922,113,68.403127
-105.41363,66,68.80605
-290.606934,116,69.487173
-73.793329,39,69.741555
-78.169101,28,69.907552
-66.283378,23,70.042293
-82.114526,54,70.434045
-66.728046,27,70.600616
-172.657202,87,71.135061
-54.709459,33,71.329735
-55.136618,18,71.434736
-70.428508,40,71.683888
-26.873645,13,71.76152
-60.02313,21,71.88496
-127.161391,78,72.354202
-87.174564,47,72.647265
-22.98162,11,72.71665
-52.423664,26,72.860367
-135.717437,71,73.278121
-18.592592,11,73.342241
-49.228684,25,73.564568
-43.011706,13,73.649987
-63.767824,21,73.795719
-104.535159,56,74.134502
-58.22852,27,74.294496
-57.643483,38,74.516738
-60.57746,27,74.696568
-89.423322,27,74.865313
-34.166215,17,74.963181
-106.658523,46,75.236054
-36.413099,10,75.293991
-1099.719875,503,78.414261
2.301434,13,78.487217
-56.314299,37,78.724321
-36.244164,15,78.820523
-13.830655,12,78.891899
-29.680089,16,78.988474
-48.150329,26,79.144407
-25.548204,12,79.21699
-62.545239,30,79.392276
-44.624374,22,79.524371
-37.451379,18,79.637926
-64.741706,20,79.767128
-27.894863,21,79.969106
-17.604386,11,80.040488
-55.452825,21,80.161128
-37.625218,18,80.264004
-20.410289,10,80.323632
-279.68759,112,81.011998
-156.384787,63,81.38407
-51.313624,43,81.651321
-33.666867,10,81.71753
-25.410598,15,81.806715
-27.472473,12,81.874825
-18.61663,14,81.95807
-36.345287,26,82.117742
-94.022605,48,82.403889
-109.73915,39,82.645784
-34.318899,23,82.792515
-28.486559,14,82.874491
-47.059907,17,82.974549
-29.777917,23,83.179987
-160.780871,104,83.84036
-17.974762,23,83.978013
-113.044284,61,84.344555
-248.174685,93,84.918948
-92.076041,60,85.275027
-14.669687,10,85.332417
-15.549082,15,85.416362
-69.428649,45,85.698695
-63.005748,35,85.899285
-9.773174,12,85.97325
-26.054437,29,86.148566
-19.97684,14,86.311862
-70.235713,36,86.523261
-1855.311003,1000,92.724737
-56.767414,19,92.839167
-118.943673,77,93.297094
-9.530783,10,93.355458
-22.08517,13,93.432828
-17.112567,18,93.537514
-59.715564,31,93.745388
-179.167525,118,94.44063
-30.795519,14,94.522428
-31.837707,15,94.617623
-1674.60376,1000,100.730753
