#{"env_id": "Humanoid-v2", "t_start": 1519555776.1790726, "gym_version": "0.9.7"}
r,l,t
75.046431,16,5.307369
75.640085,16,5.660931
75.775988,16,6.002901
144.053672,34,6.742962
87.001115,18,7.140009
89.753376,19,7.569746
139.50812,29,8.214312
95.385351,21,8.70104
89.556626,19,9.126393
74.600014,16,9.505721
79.726382,17,9.885287
84.167565,18,10.289192
92.268604,20,10.75577
75.258198,16,11.116604
112.09344,23,11.663706
87.853141,18,12.069855
76.088039,16,12.442794
86.786488,18,12.87418
82.64094,18,13.287766
76.364137,16,13.671213
76.202097,16,14.026888
177.782257,39,14.954908
78.55844,17,15.32911
76.339892,16,15.701943
120.452653,27,16.310563
97.832367,21,17.648557
79.655257,17,18.03786
115.621742,25,18.626981
81.108142,17,19.013033
74.563134,16,19.380139
70.324356,15,19.719831
82.301082,18,20.127327
90.075666,19,20.583588
85.566257,18,20.993706
122.152814,26,21.589811
76.164062,16,21.9527
192.536192,42,22.898671
134.41174,29,23.575668
140.957496,30,24.254832
81.555877,17,24.659882
79.238211,18,25.066652
81.269408,17,25.465853
81.657433,17,25.888768
81.112692,17,26.278374
75.696927,16,26.670122
70.397039,15,27.0103
90.19894,19,27.458568
104.71211,24,28.013414
71.742122,16,28.381583
107.517645,22,28.893452
80.561269,17,29.278426
74.806484,16,30.259874
81.258996,17,30.661763
142.727084,30,31.359679
102.010489,22,31.882549
137.62719,29,32.557549
94.580032,20,33.010229
75.904055,16,33.370291
80.721722,17,33.806108
92.188793,19,34.246149
85.53223,18,34.674346
91.745019,19,35.10231
97.303189,21,35.607809
119.647743,25,36.17547
76.70091,16,36.570792
73.19329,16,36.941545
105.08428,23,37.482298
245.906111,53,38.736634
79.943363,17,39.131296
281.866762,53,40.362846
80.02551,17,40.767486
84.260599,18,41.172884
86.322583,18,41.595901
79.955247,17,42.606037
95.289161,20,43.066862
150.990556,33,43.875819
183.302797,40,44.837574
75.71787,16,45.203449
81.334209,17,45.630549
294.79768,61,47.070848
113.317553,27,47.725874
89.892747,19,48.165539
79.941642,17,48.581462
74.425761,16,48.948852
108.339553,22,49.467502
87.517149,18,49.893605
86.807679,19,50.341814
133.168012,30,51.066046
86.554071,18,51.502927
112.423149,26,52.104354
160.297023,34,52.928563
81.00223,17,53.307117
94.69865,20,53.778221
87.131737,18,54.188302
76.096281,16,54.584442
177.295912,40,56.143829
86.238511,18,56.594589
81.635041,17,56.998178
74.683386,16,57.37424
92.231118,19,57.831146
107.788989,24,58.406382
237.676502,55,59.733703
109.623089,23,60.279931
86.260041,18,60.733879
102.943042,21,61.232384
244.79357,54,62.571499
101.535585,22,63.101108
81.42347,17,63.523251
150.253882,31,64.270348
183.365541,40,65.234539
115.012132,24,65.80378
104.055354,24,66.362156
270.521079,55,68.346333
83.192445,18,68.783085
240.397056,45,69.890823
182.922821,36,70.782591
162.960951,37,71.682176
141.699449,32,72.444902
123.262446,26,73.062762
90.931237,19,73.542275
194.3734,42,74.562181
111.864279,23,75.117612
206.363827,45,76.22137
159.7777,36,77.112771
138.858642,32,77.893325
158.315863,37,78.787804
134.677525,31,79.527156
80.040615,17,79.937184
96.946956,21,80.442739
147.770301,33,81.859678
124.651476,26,82.496517
81.943929,18,82.929977
251.374289,60,84.436285
249.765633,54,85.792718
135.048558,32,86.596057
197.644858,41,87.624985
161.672571,38,88.550152
200.368819,42,89.549991
176.995218,39,90.494232
226.361787,46,91.650976
110.367063,23,92.218344
201.497897,42,93.271627
181.053368,40,94.87119
223.238952,51,96.135556
291.177764,54,97.484262
177.431731,39,98.470642
81.255545,17,98.885905
198.791543,42,99.924687
168.500553,38,100.882519
151.799894,31,101.66236
197.298206,45,102.792745
203.618396,45,103.907857
215.991553,47,105.065065
284.796457,59,106.50657
383.170362,81,109.117554
106.156299,22,109.681294
195.869311,41,110.724139
313.75517,69,112.45424
293.968191,57,113.892404
238.33376,55,115.231403
366.931903,92,117.545167
263.398733,54,118.940985
235.96043,51,120.201154
214.619082,45,121.94081
222.339289,47,123.13507
407.064136,76,125.031112
348.160847,72,126.858384
270.361074,62,128.408312
126.699907,26,129.061556
197.269865,46,130.229593
238.513817,48,131.449647
221.732758,44,132.574878
257.975792,58,134.036245
240.504526,52,135.961128
141.265071,29,136.702599
385.687855,77,138.64632
339.127118,66,140.30399
263.197925,50,141.592115
201.458326,39,142.577496
203.462317,44,143.682808
233.196036,51,144.957895
214.366286,46,146.105589
242.973229,48,147.305788
409.288061,95,150.245472
248.339521,52,151.582533
457.912973,101,154.125528
333.453907,71,155.945132
372.331193,76,157.879673
253.977145,58,159.354488
100.027935,21,159.884027
264.592134,52,161.205782
429.480714,87,164.073941
266.969855,53,165.457733
177.845227,38,166.423324
393.673556,78,168.423425
267.890459,56,169.85279
217.621912,44,170.96919
451.299511,96,173.417228
253.229497,51,174.73668
409.396119,80,177.385645
390.122692,80,179.513859
298.614228,60,181.08923
161.910636,35,182.000947
395.157563,80,184.0741
308.86746,61,185.688323
341.563297,72,187.569503
327.549287,70,189.976768
288.300204,64,191.653838
546.091028,122,194.741399
265.220841,52,196.036011
211.205153,45,197.185435
326.556274,73,199.093979
281.704818,54,200.509025
291.015477,60,202.137662
201.698424,43,203.898119
180.952142,39,204.966047
296.99222,63,206.665149
327.418135,71,208.546271
224.253022,46,209.742861
