#{"env_id": "Humanoid-v2", "t_start": 1519555780.732784, "gym_version": "0.9.7"}
r,l,t
156.09183,37,1.229805
132.661457,29,1.85427
167.363592,35,2.620624
98.656846,21,3.093191
70.400098,15,3.423839
93.285987,19,3.855397
135.564617,29,4.519602
75.493077,16,4.889989
90.930028,19,5.320209
76.558368,16,5.679298
72.969328,16,6.053721
86.050507,18,6.457626
107.602734,22,6.979662
87.159732,18,7.390697
139.034023,31,8.126806
90.784118,19,8.562049
81.392098,17,8.972583
107.834562,22,9.461819
79.837083,17,9.86321
114.514611,28,10.523226
70.61301,15,10.858624
172.945231,34,11.621045
80.990385,17,12.022874
96.273787,20,13.335889
76.440229,16,13.709524
89.641837,19,14.154056
75.882182,16,14.516769
74.955955,16,14.888386
75.707195,16,15.245483
73.642226,16,15.610878
103.353981,22,16.134185
75.83563,16,16.497132
162.56112,34,17.276445
77.919351,17,17.655818
119.931637,25,18.222945
76.346327,16,18.586574
97.107948,20,19.058037
76.316429,16,19.413738
74.641504,16,19.781876
76.560894,16,20.163737
76.157039,16,20.525253
136.988078,29,21.236744
80.756462,17,21.625035
85.512498,18,22.059979
70.791874,15,22.401138
76.200188,16,22.770299
112.395072,23,23.314492
242.005603,51,24.487477
166.985829,37,25.960247
92.371335,20,26.425465
80.317896,17,26.819984
75.897881,16,27.204384
174.766904,35,28.018022
105.873911,23,28.537032
75.147277,16,28.915084
85.449724,18,29.359577
75.811013,16,29.728538
79.069303,17,30.133455
88.179653,18,30.539074
80.987401,17,30.943405
100.539587,21,31.431489
81.114828,17,31.820803
81.313535,17,32.240147
120.697267,27,32.866309
116.761739,26,33.484468
91.396429,19,33.935206
76.631176,16,34.313892
75.764807,16,34.685212
100.225128,21,35.173355
84.322363,18,35.591965
89.711004,19,36.042515
83.18909,17,36.431201
76.66034,16,36.795063
74.36945,16,37.17303
85.722543,18,38.19556
115.181569,25,38.797313
91.250514,19,39.26291
168.079313,38,40.177651
106.108139,22,40.684792
85.628778,18,41.138474
174.954913,40,42.088469
81.118986,17,42.482966
90.689794,19,42.945247
197.178965,41,43.909393
85.506843,18,44.339975
81.050407,17,44.734143
167.303191,37,45.613171
105.350421,23,46.170604
128.38463,29,46.864715
92.058084,19,47.311636
92.68364,21,47.79807
75.390888,16,48.200383
97.120164,21,48.677677
76.40441,16,49.052774
80.727084,17,49.439753
81.224088,17,49.833102
89.270342,19,50.924339
166.493651,35,51.745115
86.842032,19,52.221559
75.879054,16,52.59868
91.823685,19,53.052175
143.779533,30,53.76729
245.902017,55,55.096066
97.533022,21,55.598167
179.369905,41,56.596684
79.970202,17,57.027219
199.806679,44,58.103133
104.53322,22,58.634133
113.579636,24,59.22694
163.2819,35,60.079915
105.881386,22,60.600436
80.518536,17,61.009227
169.799945,34,61.797583
223.712157,47,62.96335
95.489798,20,64.077821
148.847292,34,64.90311
201.856144,41,65.91326
170.13732,35,66.774241
186.147068,41,67.755754
143.966325,30,68.475325
156.650696,35,69.337049
216.591198,42,70.361166
85.821842,18,70.791542
81.323978,17,71.223334
168.143336,39,72.190805
216.424499,45,73.28474
244.387716,51,74.507946
113.041828,23,75.059121
174.357917,35,75.903921
124.035839,26,77.148371
158.097685,36,78.030213
291.636141,58,79.483075
244.99065,50,80.707672
161.412895,36,81.625213
148.651342,31,82.398919
103.563024,22,82.952606
94.656406,20,83.443321
181.812267,38,84.374443
322.809333,67,85.984203
193.9408,41,87.004945
139.861303,30,87.748298
146.446654,34,88.609802
266.219956,51,90.481614
