#{"t_start": 1519722024.9979973, "env_id": "Ant-v2", "gym_version": "0.10.2"}
r,l,t
-155.060366,65,0.822787
-51.06702,38,1.048381
-135.075925,32,1.234175
-63.749484,21,1.357731
-193.957247,50,1.661436
-89.272435,26,1.813661
-38.873144,10,1.872804
-149.461619,63,2.248419
-303.426827,113,2.94772
-39.498533,12,3.017381
-205.113997,68,3.414508
-409.274922,124,4.437991
-325.120518,112,5.112163
-69.976591,20,5.23268
-44.405366,17,5.329043
-169.880817,56,5.671024
-259.465921,69,6.08225
-85.372523,25,6.234633
-343.487665,94,6.798709
-98.276754,32,7.066313
-28.639787,16,7.162976
-251.6727,71,7.576645
-26.185868,11,7.654697
-153.265689,44,7.925194
-103.690864,22,8.052618
-71.564597,20,8.170605
-148.594859,63,8.541525
-65.755437,29,8.723933
-3261.732631,1000,14.901296
-82.835818,16,14.992432
-69.877716,27,15.155749
-271.100444,86,15.674681
-197.063466,71,16.095867
-2994.843717,1000,22.278695
-133.02591,48,22.564948
-241.058978,70,23.061902
-195.034411,59,23.411752
-241.793182,87,23.943644
-77.326926,17,24.04674
-90.060685,20,24.162741
-288.687261,97,24.755077
-135.44259,42,24.998895
-281.553128,95,25.569058
-120.999475,39,25.883615
-58.449426,20,25.999359
-78.073409,22,26.129618
-3004.802803,1000,32.258082
-43.804664,18,32.364174
-479.352521,151,33.266716
-63.333116,33,33.464261
-152.174879,48,33.768032
-128.729401,49,34.049822
-165.183567,53,34.360661
-21.952876,8,34.409469
-227.769855,56,34.751853
-86.675565,21,34.870857
-3009.274745,1000,41.050913
-50.827749,12,41.119778
-97.670917,41,41.364995
-150.104093,45,41.707629
-90.088914,37,41.926728
-113.707129,42,42.180619
-123.209245,56,42.508484
-3005.574247,1000,48.699845
-197.113176,48,48.977201
-79.592205,44,49.231757
-160.324252,41,49.470619
-181.313465,50,49.779271
-165.618296,59,50.125654
-146.044907,46,50.391736
-343.638539,100,51.095234
-68.354598,16,51.191263
-91.743395,32,51.379872
-44.83874,13,51.459281
-96.942613,33,51.66385
-37.27114,13,51.744759
-79.942975,29,51.909278
-201.075321,63,52.280418
-174.730291,57,52.628319
-62.287107,23,52.774339
-80.969593,22,52.901314
-86.299023,25,53.043362
-34.928943,8,53.089637
-45.590169,15,53.178316
-86.516178,25,53.324699
-242.65049,60,53.68905
-144.963993,45,53.967861
-168.858259,52,54.362242
-275.034749,76,54.83475
-62.302106,25,54.980456
-196.345953,57,55.314682
-146.797321,53,55.6266
-51.1422,13,55.710806
-43.021511,16,55.811132
-119.949899,35,56.016361
-92.747504,29,56.187928
-28.821946,12,56.253834
-99.795689,46,56.526693
-3247.598047,1000,62.714784
-188.242836,47,62.993771
-146.077324,31,63.174814
-20.409753,11,63.238812
-3235.288737,1000,69.427535
-29.067911,10,69.482924
-72.168517,17,69.589312
-89.073888,35,69.83358
-144.014851,40,70.139366
-81.934999,25,70.286112
-47.29639,12,70.355388
-76.291915,29,70.524849
-147.902188,46,70.818664
-62.962439,15,70.907616
-43.213112,13,70.985673
-88.503643,19,71.099793
-60.981671,14,71.182821
-185.453191,49,71.469077
-96.578253,19,71.589648
-31.719622,11,71.660712
-64.131706,16,71.759348
-97.243768,27,71.910701
-40.485691,12,71.983192
-50.65178,20,72.11441
-38.843948,11,72.179016
-88.685865,27,72.33753
-44.051327,12,72.406242
-59.750587,13,72.485686
-46.563589,14,72.574053
-3424.442901,1000,78.817531
-30.3166,10,78.875578
-59.225453,16,78.967878
-23.680207,6,79.003181
-150.011586,56,79.331132
-34.645817,12,79.399197
-218.966759,55,79.808246
-24.41059,12,79.879554
-92.325964,21,79.998662
-96.574588,27,80.163144
-42.218769,14,80.248615
-111.272519,26,80.400562
-28.890801,12,80.4718
-163.783575,45,80.760957
-39.954423,11,80.826628
-82.571914,28,80.997024
-89.459728,19,81.105867
-101.244091,37,81.327459
-34.637912,12,81.39527
-312.306879,89,81.950866
-63.628468,24,82.090276
-51.899392,21,82.212315
-42.930542,7,82.252896
-219.726868,67,82.658731
-43.195781,11,82.809241
-42.720076,12,82.891776
-95.272342,40,83.135823
-357.335271,100,83.76069
-2631.977843,784,88.549249
-59.962049,18,88.675513
-5.060185,11,88.747816
-67.943078,15,88.838952
-38.477046,11,88.902014
-117.115368,41,89.210409
-41.572848,11,89.279029
-45.382137,10,89.336205
-137.757836,41,89.586613
-136.275246,46,89.876011
-60.644284,18,89.98357
-42.317805,14,90.066771
-45.311181,14,90.147027
-81.02406,17,90.250202
-39.158683,11,90.313577
-64.77784,15,90.400687
-53.388215,15,90.491451
-235.887874,72,90.947355
-74.384866,15,91.034529
-81.08227,28,91.200029
-119.389202,25,91.350126
-41.406948,12,91.421956
-84.875967,19,91.536043
-36.708234,11,91.6092
-108.572779,37,91.837376
-57.63333,13,91.913356
-89.424709,21,92.036767
-53.799152,13,92.117862
-108.488709,30,92.359014
-46.371442,12,92.430544
-49.070395,12,92.5019
-55.979737,14,92.592337
-29.377882,12,92.675205
-40.258466,12,92.751939
-60.665094,11,92.815501
-47.26387,10,92.87743
-46.004416,12,92.947332
-32.476014,11,93.012509
-41.865704,14,93.094771
-30.779856,10,93.149628
-200.032943,62,93.516612
-97.066512,28,93.698647
-37.494586,11,93.766197
-44.838574,16,93.861832
-45.285865,11,93.924759
-43.08685,8,93.968057
-30.856868,12,94.0382
-34.067879,16,94.134094
-36.62705,11,94.199147
-77.298206,14,94.279241
-53.064336,11,94.345279
-56.605971,12,94.416958
-166.242457,40,94.670724
-164.078713,50,94.972711
-46.661268,13,95.051622
-81.710387,24,95.197388
-92.651072,21,95.322337
-44.11032,10,95.454043
-55.312318,12,95.52677
-83.307718,27,95.700085
-95.616387,39,95.935798
-38.787144,13,96.015705
-39.55233,12,96.084809
-45.190502,10,96.140847
-34.682429,11,96.207705
-51.357625,14,96.295687
-48.289142,13,96.372484
-49.677042,11,96.438573
-96.405576,26,96.598084
-155.574684,68,97.020125
-197.004733,61,97.388057
-44.879807,13,97.463897
-45.882391,12,97.536956
-70.813752,15,97.637928
-131.739797,32,97.84392
-39.774142,7,97.886889
-49.291593,12,97.956422
-36.922708,10,98.017063
-75.328772,27,98.173703
-40.688421,11,98.238801
-100.550634,22,98.371153
-33.974091,8,98.421118
-25.610559,10,98.480831
-49.653657,12,98.55062
-395.985396,98,99.206621
-32.56898,12,99.275942
-58.93739,13,99.348069
-44.938761,12,99.420225
-22.947991,11,99.485336
-69.777761,27,99.656972
-39.992409,12,99.744749
-237.732868,57,100.083401
-172.169193,33,100.275595
-35.786524,10,100.334804
-40.186746,10,100.39722
-49.334157,10,100.462156
-135.643599,31,100.656502
-88.727435,29,100.837476
-43.262353,18,100.946192
-137.084161,32,101.135061
-54.93821,15,101.22699
-50.629112,13,101.309411
-351.708846,87,101.924268
-51.445803,11,101.987526
-104.065708,24,102.125781
-58.019507,14,102.208323
-135.047783,28,102.380458
-56.752205,12,102.451315
-33.057171,10,102.511842
-115.837128,37,102.765842
-118.500222,33,102.956667
-28.485452,19,103.068315
-335.371822,82,103.552194
-44.841288,11,103.625317
-70.255877,15,103.725597
-49.601352,19,103.836074
-46.013733,14,103.920489
-111.708373,19,104.03451
-39.216575,13,104.111759
-61.239735,10,104.171172
-27.674445,11,104.237566
-72.524152,15,104.326405
-83.648023,18,104.431721
-98.622606,19,104.548434
-50.842488,9,104.609432
-56.183898,11,104.682087
-45.515286,11,104.757444
-45.467887,11,104.826612
-29.853495,13,104.902929
-48.113195,12,105.0447
-1962.52677,579,108.641723
-99.575533,25,108.792047
-34.231118,10,108.851089
-48.950473,12,108.923582
-60.255339,11,108.985198
-44.225848,12,109.05596
-49.475043,12,109.128043
-74.290661,27,109.290968
-52.266375,10,109.354485
-60.384912,20,109.471541
-91.724892,19,109.587321
-59.780585,19,109.719334
-45.874905,10,109.777838
-38.437435,13,109.861145
-51.286917,15,109.947334
-34.413912,12,110.022289
-35.486243,11,110.090451
-72.05178,17,110.195132
-43.431064,11,110.262568
-53.403603,11,110.329986
-55.711051,10,110.388345
-38.790099,13,110.468285
-40.740897,10,110.530751
-33.834152,12,110.610253
-39.744744,11,110.689091
-47.129294,12,110.767585
-36.692883,10,110.832287
-42.873329,11,110.897987
-49.032356,11,110.961937
-71.737893,24,111.107254
-32.275411,10,111.167816
-96.957833,21,111.296288
-139.296548,38,111.611781
-45.336154,17,111.721472
-36.466643,10,111.783118
-30.286638,11,111.853769
-6.340094,6,111.890454
-38.027402,10,111.948531
-76.140697,17,112.055815
-3264.447131,938,118.335514
-39.427742,10,118.399912
-37.119976,10,118.466694
-32.227556,10,118.527101
-96.604504,25,118.694652
-39.050304,11,118.774341
-48.205033,11,118.843625
-57.126412,13,118.92853
-113.494232,37,119.156049
-28.808441,11,119.228644
-36.011138,10,119.287632
-33.848417,12,119.364956
-52.080095,12,119.436884
-25.331681,12,119.509288
-35.712766,11,119.579331
-40.23519,15,119.684978
-295.73526,68,120.110459
-40.038995,11,120.177562
-46.547575,10,120.240743
-18.816226,12,120.318265
-59.542068,14,120.405765
-34.160063,11,120.472067
-54.032685,10,120.535206
-46.47348,11,120.607921
-57.220054,11,120.682755
-41.352611,19,120.822945
-48.997267,10,120.900446
-72.977998,22,121.038357
-30.329086,10,121.104378
-230.036334,59,121.47048
-65.292857,27,121.729474
-40.018489,11,121.799411
-82.246346,21,121.932754
-39.152941,11,122.000917
-78.427805,27,122.16922
-32.878142,10,122.232257
-44.731936,10,122.295379
-1571.459363,459,125.264999
-67.843909,11,125.333861
-40.778222,11,125.401659
-20.884767,6,125.43595
-23.688109,10,125.497657
-37.230434,9,125.554212
-54.731191,11,125.628404
-45.992275,13,125.713002
-45.611338,13,125.793261
-74.276913,17,125.895497
-116.071094,28,126.062105
-27.030309,11,126.125854
-29.603111,10,126.186897
-55.964351,12,126.260664
-94.104819,30,126.440442
-34.525154,10,126.499371
-76.282775,19,126.621053
-45.20096,12,126.701986
-126.934717,37,126.941034
-41.688299,13,127.016554
-58.159928,18,127.119804
-153.401834,36,127.333313
-56.089411,12,127.407409
-50.894158,22,127.541068
-74.876916,26,127.720122
-68.249716,13,127.810459
-24.456479,10,127.877514
-32.113628,13,127.960419
-47.059518,24,128.178523
-36.767476,15,128.27173
-44.334043,11,128.33797
-99.178522,28,128.508614
-37.035316,11,128.574965
-198.924915,61,128.961234
-39.699848,10,129.022244
-43.539184,10,129.083195
-29.573849,10,129.142342
-44.965286,13,129.219357
-45.620237,11,129.282233
-74.731445,18,129.392929
-15.236687,11,129.456044
-62.140424,18,129.562416
-84.742939,26,129.742571
-46.303211,24,129.889311
-38.832501,11,129.954329
-43.423358,14,130.035308
-44.592903,11,130.101446
-19.792842,11,130.164006
-42.452138,14,130.249352
-85.052093,28,130.412357
-62.904788,12,130.486416
-90.062748,16,130.58294
-40.123624,12,130.66657
-58.577984,14,130.749437
-58.390498,10,130.806767
-56.157029,19,130.929661
-107.145568,23,131.061782
-79.33948,17,131.161322
-53.840708,24,131.374779
-67.141797,12,131.443573
-46.862511,12,131.519278
-79.510428,20,131.648455
-36.679091,10,131.709943
-34.40252,13,131.788589
-43.295508,10,131.848292
-143.815106,29,132.022996
-43.013447,11,132.086306
-36.592634,9,132.138531
-96.909679,26,132.293588
-50.49899,12,132.364611
-38.331823,11,132.427763
-38.96759,11,132.493366
-66.157393,15,132.586071
-46.320384,10,132.655151
-32.531807,11,132.720893
-39.835635,10,132.778967
-67.673174,26,132.929976
-59.904643,12,133.004892
-51.884831,19,133.113995
-66.187741,17,133.212472
-96.787196,22,133.340117
-29.35519,10,133.402442
-53.390489,13,133.479916
-51.86615,22,133.621418
-50.890922,13,133.712154
-33.931335,9,133.767746
-66.020242,19,133.916846
-54.96938,10,133.97601
-40.040866,12,134.047268
-30.636705,16,134.141002
-36.899695,9,134.194649
-58.48374,11,134.258222
-98.462359,36,134.472866
-30.561928,11,134.612425
-37.578655,11,134.689166
-96.211916,36,134.910722
-65.336351,19,135.019352
-48.15835,9,135.072291
-59.822859,13,135.150748
-27.954163,10,135.215334
-39.286471,10,135.272577
-143.591897,30,135.452799
-37.010153,11,135.518112
-42.575115,11,135.58829
-66.601839,21,135.718905
-95.631638,26,135.871658
-45.432501,10,135.933514
-29.523295,11,136.002522
-74.064142,20,136.11753
-46.214738,13,136.191728
-37.561398,13,136.26696
-37.549216,12,136.33699
-18.627926,14,136.416212
-72.910824,25,136.567494
-25.869761,10,136.635273
-137.568594,51,136.93773
-37.404081,10,136.999197
-25.283737,12,137.068998
-42.808149,12,137.136779
-49.228468,18,137.243956
-26.11954,9,137.297606
-89.293165,45,137.560585
-30.828276,11,137.634597
-82.237286,16,137.80333
-44.704351,13,137.879127
-101.630733,32,138.06915
-41.755883,11,138.13725
-36.273358,10,138.198421
-29.5547,10,138.258145
-52.218948,16,138.350081
-26.907194,11,138.419149
-75.363713,14,138.503426
-44.62604,11,138.567074
-38.547832,23,138.725657
-34.229539,12,138.79601
-28.553262,10,138.854764
-51.976326,18,138.960935
-28.150637,12,139.032812
-40.184679,12,139.107062
-41.60091,10,139.168964
-50.917048,11,139.232074
-46.220351,11,139.297509
-60.29256,17,139.400918
-80.881169,18,139.506882
-152.222465,39,139.762026
-97.926568,31,139.949196
-46.463287,11,140.017545
-30.065466,12,140.086022
-165.982367,59,140.439618
-52.307114,11,140.505037
-21.307394,8,140.550188
-43.852716,10,140.616103
-56.331063,11,140.683382
-104.181532,20,140.796377
-45.955104,11,140.934261
-35.452902,11,141.000293
-43.151959,12,141.076953
-214.899525,74,141.518161
-84.659166,48,141.817986
-156.839655,58,142.164703
-36.856358,15,142.257802
-34.458646,10,142.317374
-40.875323,10,142.376079
-17.345581,7,142.417183
-17.905807,11,142.48372
-34.124941,11,142.546447
-59.6591,21,142.687144
-86.982542,27,142.860745
-29.332079,10,142.921476
-49.802416,15,143.013992
-84.719897,31,143.194693
-110.829004,25,143.343516
-32.693736,10,143.402622
-51.380608,12,143.472034
-34.922631,18,143.580043
-39.654896,10,143.647332
-71.649053,22,143.786148
-45.933482,13,143.862502
-65.675558,11,143.929954
-66.789999,17,144.104361
-31.680329,10,144.161153
-33.00851,14,144.246017
-149.163144,60,144.608735
-30.493569,13,144.700413
-41.670668,10,144.760486
-32.006586,11,144.825247
-126.878687,37,145.045814
-119.0814,34,145.246435
-49.100112,13,145.322522
-46.698314,15,145.412039
-36.713857,10,145.473903
-36.086431,11,145.5396
-23.717435,7,145.5844
-28.705985,11,145.66144
-34.149862,11,145.72964
-38.069209,10,145.7869
-59.156707,20,145.899299
-39.65008,11,145.968707
-121.087129,33,146.170113
-37.076899,11,146.23368
-126.055202,34,146.43352
-68.043466,18,146.5426
-47.181806,13,146.625713
-59.341794,11,146.703063
-33.449842,10,146.772041
-39.293851,10,146.831069
-24.956183,10,146.888995
-189.020585,49,147.244681
-22.430025,12,147.319198
-56.843581,11,147.382599
-234.858241,65,147.790654
-51.540199,11,147.856164
-31.663159,10,147.917046
-117.539233,46,148.19589
-47.617595,13,148.271689
-109.15671,28,148.435068
-38.427477,11,148.497326
-128.316269,46,148.78118
-81.256449,23,148.915686
-129.10014,43,149.179157
-65.778568,30,149.365041
-87.068254,30,149.54322
-35.222091,13,149.626338
-132.998875,29,149.826434
-52.325618,17,149.934549
-150.434978,33,150.130859
-45.012288,12,150.202429
-28.860109,11,150.264342
-22.942549,12,150.332351
-59.937327,18,150.507864
-82.448248,43,150.788326
-24.398456,15,150.879194
-48.409322,9,150.933357
-55.939673,16,151.02961
-40.227017,10,151.089998
-15.880581,10,151.149819
-71.772097,12,151.22223
-23.991589,10,151.279844
-29.341898,10,151.336544
-41.047931,23,151.468194
-38.559256,12,151.538782
-38.283365,11,151.609597
-189.435068,60,151.971462
-24.943905,14,152.052053
-47.126691,13,152.130075
-158.842019,48,152.423343
-20.462158,14,152.50372
-37.656392,17,152.608297
-40.630273,13,152.689995
-40.506946,11,152.768672
-33.355678,11,152.833903
-30.91661,12,152.906995
-31.918991,12,152.978414
-179.706316,51,153.282939
-41.744106,13,153.359198
-32.989426,12,153.429487
-24.164454,10,153.485415
-25.187465,10,153.617503
-42.541279,11,153.696569
-41.881026,20,153.815749
-31.11456,10,153.874096
-66.748745,25,154.023973
-27.087089,10,154.084275
-125.924058,45,154.355643
-70.185895,17,154.452487
-26.510082,10,154.508941
-81.091291,19,154.625007
-111.897268,27,154.796637
-37.269803,10,154.857161
-36.550194,10,154.920043
-57.57803,19,155.033655
-36.944899,10,155.093679
-59.748332,19,155.204473
-44.123668,10,155.264442
-32.980861,9,155.318456
-24.809252,11,155.384703
-28.843907,11,155.448712
-27.720625,11,155.513927
-29.376457,21,155.644037
-71.091165,19,155.773015
-40.506299,10,155.840801
-79.446087,29,156.016746
-64.721466,13,156.098973
-44.77906,16,156.192651
-48.871651,18,156.299658
-114.712631,38,156.522578
-36.300629,11,156.590924
-26.928443,9,156.652071
-82.189844,19,156.840812
-72.575215,19,156.954382
-28.90859,10,157.015607
-72.425804,24,157.159966
-76.936378,31,157.343047
-35.119123,10,157.403157
-70.670905,23,157.536169
-48.47774,14,157.622564
-62.872955,15,157.716752
-114.027719,51,158.014524
-38.024379,10,158.072486
-38.772475,11,158.143504
-43.211258,12,158.208969
-32.098688,9,158.263638
-31.186344,10,158.320669
-49.701801,11,158.386298
-50.782655,10,158.448819
-36.746827,25,158.594743
-24.26601,10,158.662477
-80.618139,26,158.818789
-44.083139,16,158.914312
-97.977007,23,159.050111
-61.040602,32,159.247639
-52.216562,18,159.35678
-36.520615,10,159.414798
-79.037593,28,159.586983
-49.943905,11,159.662812
-36.068766,10,159.722443
-34.944436,11,159.789769
-34.369456,11,159.856854
-35.588336,13,160.002622
-82.875981,28,160.173211
-65.799345,19,160.282929
-35.414621,9,160.336931
-21.543353,10,160.397613
-31.830651,10,160.458743
-37.591215,11,160.525871
-22.192899,10,160.586318
-33.022735,12,160.667013
-37.008458,10,160.733339
-70.341633,23,160.869141
-58.32687,30,161.045909
-40.433267,10,161.106345
-161.414641,55,161.438841
-34.057543,11,161.506711
-40.6635,12,161.583491
-16.35606,10,161.647331
-33.200774,10,161.7089
-75.986635,21,161.831605
-57.688125,26,161.984752
-24.263167,10,162.041167
-29.457587,11,162.107232
-36.181015,12,162.179931
-44.481082,13,162.254789
-100.542092,46,162.523314
-26.793111,11,162.593393
-46.109812,13,162.681465
-60.215243,28,162.848306
-63.286016,24,162.990282
-37.635217,11,163.125425
-228.028231,73,163.574532
-33.571152,10,163.647467
-165.937445,53,163.973021
-36.505866,10,164.033454
-26.199832,10,164.091835
-73.634621,35,164.301282
-43.992014,11,164.36821
-48.215922,13,164.447351
-81.501525,23,164.597445
-24.781743,11,164.668699
-42.501045,15,164.766721
-86.878166,21,164.888386
-82.748311,16,164.983178
-37.501361,13,165.062227
-42.626588,15,165.154778
-66.431931,20,165.270817
-40.143847,11,165.334633
-39.04257,12,165.407422
-37.206397,11,165.47183
-25.729784,20,165.593696
-156.296842,55,165.926983
-104.980901,20,166.039736
-43.882578,12,166.112746
-49.230749,17,166.217183
-67.543069,18,166.397573
-55.052468,20,166.514377
-40.564176,16,166.614638
-192.934879,60,166.996068
-33.531017,12,167.068067
-48.673895,18,167.177015
-21.789556,10,167.241917
-64.920725,26,167.392111
-109.048474,29,167.56578
-37.099776,16,167.671753
-39.522006,9,167.738229
-66.915622,35,167.948055
-33.34145,10,168.008262
-49.711266,11,168.073155
-89.406793,26,168.229527
-100.417244,28,168.406173
-29.797065,10,168.463226
-27.792137,20,168.58908
-49.801644,14,168.689805
-32.439254,9,168.750678
-38.765984,14,168.835145
-23.576346,11,168.899726
-73.109934,28,169.068989
-43.657647,12,169.137688
-25.326531,22,169.267725
-34.254871,10,169.327055
-111.990564,37,169.627894
-20.889562,11,169.704021
-39.440948,11,169.77702
-36.637351,10,169.84583
-64.924492,20,169.967033
-37.250154,12,170.040732
-59.753376,25,170.189416
-48.249874,10,170.245805
-121.991502,49,170.530915
-19.591275,11,170.595293
-35.728085,10,170.663115
-22.78609,11,170.739006
-96.152304,36,170.953586
-59.209114,21,171.073525
-26.838282,15,171.160364
-40.334342,10,171.223129
-80.699908,20,171.337583
-33.171404,10,171.398097
-46.797992,11,171.464411
-47.276808,10,171.523243
-41.661031,10,171.58908
-60.312123,16,171.694987
-45.959482,15,171.782114
-64.695054,13,171.860265
-37.777197,12,171.928591
-56.209647,27,172.090692
-34.738838,12,172.161269
-26.269692,8,172.213689
-43.155078,12,172.286893
-48.522609,12,172.36192
-94.831359,25,172.509408
-40.408683,11,172.576111
-39.746849,11,172.723377
-74.738061,33,172.920601
-16.535278,11,172.984843
-26.738865,10,173.044892
-76.088523,25,173.187372
-40.661484,10,173.25374
-44.812238,13,173.327904
-26.629012,10,173.389571
-49.693912,15,173.480379
-104.139747,29,173.661482
-32.575768,12,173.733695
-32.889428,10,173.792336
-23.21106,10,173.852584
-50.221289,13,173.927813
-37.159523,12,174.000655
-32.956057,11,174.066644
-34.382741,14,174.148892
-38.552024,15,174.239249
-34.183009,11,174.305736
-27.248967,10,174.364738
-34.937884,11,174.42812
-29.856446,10,174.485238
-42.608293,15,174.57404
-34.188731,15,174.675514
-55.749395,19,174.789317
-38.674296,11,174.853392
-39.370223,11,174.92057
-38.867205,9,174.97507
-24.848944,12,175.045695
-30.691434,9,175.098097
-53.605223,12,175.172905
-37.970181,12,175.247267
-41.778855,11,175.310377
-21.627972,11,175.374114
-53.215946,15,175.460984
-23.594984,10,175.521346
-41.044621,10,175.580837
-28.742052,11,175.655958
-59.567777,18,175.775495
-28.10371,10,175.904822
-25.757471,11,175.971514
-15.096511,9,176.025334
-35.959062,16,176.123269
-31.072868,10,176.182227
-33.500157,11,176.248648
-84.853997,23,176.387329
-31.626317,10,176.444489
-97.447514,47,176.738492
-35.308301,12,176.810357
-31.008116,11,176.872598
-25.852541,11,176.940035
-38.985086,12,177.00999
-38.619823,10,177.073113
-67.668494,22,177.197864
-97.949757,30,177.379543
-58.628011,24,177.523691
-106.583357,27,177.700533
-114.769033,28,177.875306
-26.527388,9,177.933487
-51.644096,21,178.054722
-21.747179,12,178.124351
-39.658266,13,178.200236
-35.787561,12,178.273404
-18.90118,10,178.334172
-44.984942,20,178.456964
-34.312443,11,178.520566
-37.071998,10,178.579038
-31.223668,11,178.65572
-69.907651,18,178.759041
-28.22157,10,178.819671
-32.580223,10,178.877606
-47.690586,19,179.056843
-22.048098,10,179.114248
-71.493297,24,179.262984
-49.673501,13,179.34252
-77.182804,15,179.432249
-54.945451,38,179.67943
-27.663681,11,179.74291
-14.636111,10,179.804085
-139.792329,29,179.981142
-34.462362,11,180.044215
-37.44286,15,180.132449
-22.552967,11,180.196257
-25.375985,13,180.275223
-25.774507,11,180.339644
-134.756013,37,180.562542
-23.016964,12,180.635929
-22.16554,9,180.702288
-31.392002,17,180.802889
-47.039951,16,180.90003
-50.301611,21,181.024434
-38.47217,15,181.119434
-37.564373,10,181.180804
-87.774146,31,181.367714
-29.338042,10,181.431411
-1150.175884,402,183.970212
-28.567477,11,184.040003
-20.107449,11,184.108174
-41.634954,11,184.17421
-63.764051,20,184.30081
-37.127785,11,184.374424
-23.142974,10,184.438672
-26.862331,12,184.507987
-19.168672,16,184.611274
-38.957235,9,184.677543
-42.050411,14,184.775738
-27.532277,19,184.903044
-44.710068,13,184.984634
-31.428537,12,185.059414
-39.860517,11,185.127657
-30.552005,11,185.197713
-72.08976,19,185.316069
-29.521651,10,185.379201
-40.063621,12,185.524359
-20.050565,8,185.57963
-35.037254,10,185.644527
-50.236951,18,185.767807
-36.712297,10,185.831561
-37.1422,11,185.898002
-41.914893,10,185.961936
-151.624596,45,186.243516
-25.599417,10,186.308808
-30.158137,13,186.387392
-46.451853,22,186.523955
-76.686067,37,186.774202
-36.115403,10,186.835973
-18.791779,11,186.902708
-22.038771,28,187.075804
-36.584097,11,187.145838
-32.42742,12,187.220774
-40.792943,12,187.294929
-42.391326,14,187.382755
-27.36672,12,187.459256
-36.810433,17,187.564604
-39.322869,11,187.637692
-43.028863,13,187.72615
-35.41494,11,187.789715
-41.001367,10,187.84885
-85.984747,50,188.149059
-38.96713,12,188.225759
-63.238204,18,188.331404
-33.932248,12,188.406312
-45.619781,12,188.476095
-25.078374,13,188.556616
-57.736083,19,188.685331
-35.86432,11,188.82932
-33.160531,12,188.902188
-32.732766,10,188.96268
-69.914812,19,189.07492
-25.701784,21,189.202128
-35.801869,12,189.274738
-99.039796,30,189.457701
-30.628773,11,189.526234
-33.164147,10,189.591659
-38.78262,11,189.668334
-35.864184,12,189.739588
-47.860245,14,189.824714
-22.912338,14,189.907586
