#{"t_start": 1519722024.914084, "env_id": "Ant-v2", "gym_version": "0.10.2"}
r,l,t
-158.270711,41,0.768769
-70.669027,25,0.91477
-74.048902,21,1.040521
-3180.469446,1000,7.388466
-3066.142899,1000,13.553921
-40.177169,12,13.627411
-50.029641,11,13.698201
-52.826516,20,13.826437
-115.444169,44,14.088485
-195.139771,50,14.384664
-50.672306,15,14.473023
-98.890989,26,14.624839
-91.300977,26,14.79871
-189.616387,56,15.121387
-52.879885,21,15.251367
-303.898709,88,15.784214
-102.672662,27,15.942984
-232.830342,66,16.332803
-39.78747,12,16.476451
-119.773779,40,16.723441
-143.53738,38,16.975671
-54.340884,18,17.086774
-120.040093,30,17.263235
-57.624676,14,17.346544
-107.347763,37,17.565382
-130.40532,43,17.829604
-98.837585,35,18.039633
-61.58884,26,18.186743
-91.863526,29,18.360057
-100.956956,25,18.505086
-75.489687,27,18.667796
-76.885442,26,18.833407
-67.744514,25,18.982775
-198.041124,56,19.318428
-94.276124,35,19.520218
-100.806492,31,19.791164
-110.964152,45,20.060343
-65.754727,23,20.197967
-193.531933,67,20.591536
-67.307941,24,20.742213
-117.276984,48,21.034315
-223.142571,60,21.395267
-158.272194,60,21.772941
-102.908943,43,22.027376
-284.688365,83,22.519424
-268.04764,104,23.214798
-108.892402,37,23.435452
-45.395702,14,23.517917
-117.709739,38,23.766274
-173.090872,49,24.052572
-402.313929,130,24.836717
-213.656295,63,25.208434
-43.90391,15,25.294819
-52.11875,24,25.441044
-2991.346449,1000,31.570719
-73.571211,21,31.69853
-299.802382,110,32.430274
-184.71941,92,32.993791
-130.510186,31,33.170921
-173.067067,68,33.571421
-150.366888,39,33.822183
-447.169099,110,34.46231
-85.232027,27,34.619335
-3094.127695,1000,40.815815
-222.178718,67,41.203677
-289.27896,87,41.798728
-165.754054,51,42.100374
-56.294847,21,42.22833
-267.47539,87,42.755586
-301.673661,86,43.25845
-104.948992,42,43.507111
-254.397078,62,43.911186
-36.223165,17,44.010762
-117.128575,50,44.302308
-95.142891,35,44.512285
-48.121298,23,44.644284
-118.329924,35,44.952071
-97.032899,26,45.107058
-320.982886,105,45.748124
-56.454635,17,45.847606
-36.25597,18,45.951913
-133.760564,52,46.258943
-48.104014,15,46.346509
-3200.11632,1000,52.489505
-267.322071,91,53.042809
-80.90042,29,53.209839
-59.570088,13,53.284686
-80.863799,24,53.427796
-105.194403,35,53.633902
-100.355077,31,53.825751
-38.394038,11,53.894092
-80.627356,18,54.007723
-195.835442,52,54.403286
-105.378368,24,54.549667
-61.11746,27,54.723073
-48.074788,14,54.809661
-148.791446,42,55.059598
-80.653591,27,55.21935
-3129.155461,960,61.160396
-414.807964,125,61.903018
-463.618543,130,62.667129
-23.515704,11,62.739686
-71.440385,20,62.865243
-83.939693,37,63.084445
-58.346041,22,63.211675
-240.893584,71,63.633845
-135.773947,38,63.961659
-60.052269,19,64.088551
-34.04089,11,64.153885
-60.944221,20,64.269588
-117.668839,36,64.483023
-91.340301,21,64.610014
-71.089897,21,64.744917
-40.693965,14,64.825131
-48.553586,12,64.89668
-60.369716,16,64.99043
-65.544575,37,65.206137
-50.534228,12,65.276403
-292.621117,74,65.724289
-154.400487,50,66.026181
-34.850086,10,66.08737
-3245.088845,1000,72.281257
-69.12491,18,72.389207
-47.063905,25,72.5311
-63.477397,15,72.624446
-54.27165,21,72.762969
-124.471912,32,72.951863
-45.916723,13,73.029813
-111.983745,34,73.301528
-85.399449,29,73.474854
-80.667913,19,73.584865
-41.669108,20,73.713858
-33.848148,12,73.784572
-123.821434,37,74.002389
-48.74123,13,74.076625
-56.235774,26,74.228221
-39.337344,11,74.293313
-78.652587,15,74.378196
-68.531152,18,74.482126
-243.276921,72,74.955467
-68.365356,24,75.096127
-3382.097797,1000,81.321305
-102.812363,25,81.461907
-125.392901,51,81.787414
-76.697367,17,81.898555
-85.631578,30,82.070612
-64.409367,30,82.24498
-131.97976,36,82.456563
-112.623661,33,82.651727
-122.628234,31,82.932695
-75.987326,18,83.052377
-40.889229,11,83.118975
-28.644003,9,83.17335
-335.148703,85,83.687184
-85.553614,24,83.851105
-188.61828,35,84.078362
-24.306893,12,84.148784
-58.254109,20,84.263501
-40.378211,12,84.333625
-40.816663,11,84.402081
-82.439661,25,84.543782
-46.262039,10,84.607641
-368.852684,119,85.317242
-46.186936,10,85.378632
-50.757898,11,85.442214
-133.967006,36,85.655573
-122.543454,21,85.802795
-61.543858,12,85.874671
-42.05445,12,85.946374
-80.493122,25,86.164748
-28.952606,10,86.224709
-113.585868,30,86.399842
-36.927259,11,86.471873
-85.385547,25,86.617273
-70.114122,20,86.751557
-69.582941,15,86.839987
-29.223115,10,86.899418
-148.536323,36,87.115612
-2582.972689,784,91.932857
-42.298872,11,91.998145
-46.345728,12,92.069026
-49.372692,21,92.195041
-70.122576,20,92.378738
-46.540284,12,92.451813
-25.824398,6,92.483728
-39.902251,11,92.551714
-137.951035,44,92.835601
-66.772406,12,92.907839
-39.327119,12,92.98001
-105.992476,22,93.110665
-198.620284,64,93.479162
-96.781308,24,93.623947
-51.117292,12,93.69866
-75.438431,26,93.869376
-84.072059,19,93.982244
-36.825123,12,94.048261
-118.431256,29,94.216899
-64.127114,14,94.299736
-70.998622,22,94.429124
-61.68795,14,94.51434
-58.393986,13,94.587548
-329.960439,78,95.073808
-52.060032,24,95.222281
-41.194505,11,95.289276
-84.0617,19,95.400671
-48.01411,11,95.535984
-74.387948,14,95.620544
-138.219266,45,95.905254
-32.108015,11,95.97078
-37.155028,6,96.010067
-44.012238,13,96.085954
-39.521895,11,96.149288
-205.643996,37,96.370332
-40.437934,13,96.449015
-53.993421,20,96.571273
-57.412054,11,96.638178
-53.863721,14,96.730629
-58.280333,19,96.855718
-38.352144,10,96.912566
-77.178169,27,97.076194
-39.173975,10,97.131957
-61.267351,18,97.237564
-115.482994,23,97.379055
-64.849369,18,97.488458
-29.081945,10,97.548995
-37.916529,10,97.611244
-62.709579,18,97.730192
-54.202015,16,97.840173
-67.610932,24,97.984161
-129.771077,31,98.163345
-183.315752,68,98.568114
-49.087065,10,98.626281
-55.000324,11,98.767694
-36.508317,11,98.838823
-83.498928,22,98.970469
-62.030047,16,99.064919
-83.111152,30,99.238214
-63.388052,23,99.370733
-55.571645,19,99.480613
-159.265448,43,99.750095
-60.153857,19,99.880018
-98.207596,27,100.038549
-44.582872,11,100.10047
-43.770927,13,100.178751
-38.358311,11,100.241299
-57.952021,12,100.310635
-56.296865,10,100.374459
-56.395667,14,100.457929
-54.420568,12,100.530086
-144.057968,35,100.754522
-38.756176,12,100.833844
-53.042573,15,100.922233
-72.524039,14,101.007472
-71.870396,12,101.07736
-62.064495,25,101.225431
-119.140787,34,101.434699
-37.293466,15,101.521124
-79.242608,21,101.647166
-117.713312,36,101.958802
-97.888571,25,102.107656
-52.929057,12,102.171584
-140.863997,36,102.391604
-99.802881,23,102.527612
-58.070401,12,102.601357
-51.4848,15,102.701143
-38.743471,9,102.764646
-27.408487,9,102.828427
-49.776728,10,102.891408
-48.142414,11,102.954386
-48.822859,21,103.074184
-80.023722,20,103.19208
-40.261391,8,103.239051
-74.392794,20,103.357802
-59.368759,22,103.483176
-120.114445,31,103.677042
-48.592127,8,103.734505
-44.278773,10,103.797387
-92.238538,29,103.971474
-56.131693,17,104.069775
-33.878988,10,104.132569
-42.09844,12,104.20195
-62.434836,29,104.374397
-40.970764,10,104.432732
-30.951201,11,104.499818
-96.975824,24,104.644497
-39.577048,11,104.72237
-152.265461,61,105.171409
-35.867081,11,105.23616
-62.597956,12,105.310033
-48.67808,10,105.368448
-70.975522,17,105.470948
-53.396878,13,105.546739
-123.865238,36,105.780163
-54.757219,13,105.874535
-36.396219,10,105.93835
-47.419491,12,106.007651
-40.527118,13,106.087397
-56.691964,22,106.216505
-136.317012,27,106.375602
-36.874076,10,106.437059
-102.215531,24,106.580192
-103.484942,25,106.734244
-70.266468,19,106.848085
-53.930566,10,106.906033
-71.041058,12,106.978287
-115.92841,35,107.188154
-42.025014,10,107.248378
-25.303581,9,107.299571
-41.05975,11,107.366049
-30.556626,10,107.423812
-51.06511,18,107.528527
-68.425915,23,107.665756
-61.376606,23,107.813296
-43.267256,11,107.878996
-45.822731,14,107.963312
-51.356783,15,108.051134
-69.894175,22,108.184726
-127.627892,36,108.474105
-31.547304,11,108.54601
-2972.81033,843,113.882663
-42.02518,11,113.953487
-52.682139,13,114.041751
-38.745274,10,114.107798
-46.287736,12,114.187973
-73.366215,21,114.329712
-48.124944,12,114.407735
-38.468297,14,114.498329
-49.869899,12,114.578724
-53.551727,13,114.665811
-29.10949,13,114.758981
-81.78962,19,114.958859
-34.244428,11,115.031328
-56.245655,24,115.184167
-75.039771,21,115.317187
-67.146796,18,115.434845
-44.281022,11,115.506129
-40.878501,11,115.581608
-51.016362,10,115.648091
-36.486748,11,115.724925
-38.175397,10,115.79612
-88.745741,17,115.909245
-209.437417,42,116.188435
-36.952237,8,116.24039
-33.655735,11,116.312168
-46.205657,11,116.386151
-63.268028,15,116.485191
-45.355338,9,116.543226
-1180.154534,334,118.811998
-39.960087,10,118.883676
-65.825854,18,118.998937
-43.977721,14,119.086245
-36.789171,11,119.153606
-38.168892,18,119.265298
-40.008383,12,119.344056
-103.511361,19,119.459429
-45.883057,13,119.540107
-43.159427,11,119.606784
-106.565426,28,119.79243
-78.277514,20,119.919148
-32.172018,9,119.974546
-48.657602,22,120.115045
-54.910571,11,120.183645
-39.370164,11,120.252049
-47.008646,13,120.332319
-53.122303,14,120.419003
-185.76038,51,120.74735
-3524.45276,1000,127.204913
-57.520772,28,127.371715
-29.023329,37,127.593936
-54.634178,19,127.724771
-49.929362,14,127.819875
-54.527436,19,127.948294
-56.33391,19,128.069931
-52.93411,12,128.145411
-31.901347,10,128.274606
-77.676485,16,128.372393
-59.932924,16,128.469789
-40.517813,15,128.559832
-26.253467,12,128.634711
-32.339892,11,128.705768
-29.622851,11,128.784542
-35.379053,10,128.850269
-37.352977,10,128.907239
-87.114516,23,129.047699
-35.083439,12,129.117335
-25.788728,11,129.185538
-144.305233,40,129.423319
-40.295677,10,129.483835
-67.367482,14,129.565666
-115.280797,53,129.907701
-48.384698,10,129.967717
-93.878395,31,130.150558
-46.443459,14,130.230836
-44.927871,10,130.291916
-35.096066,11,130.356809
-55.498553,11,130.42111
-41.116605,13,130.498505
-68.286074,11,130.563908
-96.147509,44,130.837785
-37.073816,10,130.897498
-61.527559,19,131.018474
-41.670508,14,131.10096
-43.417607,12,131.169053
-96.6532,33,131.363724
-32.111754,14,131.518826
-30.416813,10,131.577668
-53.63706,13,131.661271
-30.859352,7,131.7069
-82.685559,19,131.825698
-41.684046,10,131.885937
-30.238677,10,131.945353
-36.564899,11,132.007015
-42.555538,12,132.084309
-52.676288,20,132.202157
-60.806649,12,132.26823
-26.222321,9,132.323268
-55.021303,17,132.423594
-30.582855,11,132.487407
-27.10143,12,132.56041
-51.438135,23,132.704085
-41.736702,11,132.777483
-196.037819,41,133.013044
-38.062171,11,133.081901
-36.641846,11,133.145983
-32.735606,12,133.214478
-110.451665,39,133.442554
-17.736544,7,133.484279
-40.094691,12,133.559885
-22.956618,11,133.626282
-55.651594,11,133.701322
-40.773289,10,133.76918
-45.214385,11,133.84115
-35.98423,11,133.94228
-87.227917,32,134.132018
-39.461591,10,134.191635
-57.783233,12,134.261595
-75.648888,21,134.386861
-33.155532,10,134.445797
-33.416145,11,134.509604
-41.566635,11,134.641307
-49.447373,9,134.701939
-65.670025,17,134.814414
-110.049339,31,135.006248
-48.281418,12,135.076316
-36.891576,10,135.133046
-44.356287,11,135.202449
-39.244054,13,135.27954
-42.886268,13,135.356383
-31.690206,10,135.415475
-39.532772,10,135.475959
-54.830442,21,135.603041
-109.41342,31,135.796848
-33.9827,10,135.852266
-30.017012,10,135.913992
-29.282708,11,135.981321
-52.324757,12,136.055253
-85.578698,37,136.268403
-53.165978,15,136.354364
-62.158889,25,136.500958
-67.966037,31,136.694212
-34.250717,11,136.762648
-54.651992,21,136.887422
-26.142726,11,136.953817
-51.789695,12,137.022771
-43.886943,10,137.08459
-46.16732,13,137.159994
-159.818124,40,137.392843
-47.045142,11,137.456671
-127.040143,52,137.844867
-63.415407,20,137.963478
-32.252816,10,138.020599
-51.670499,10,138.079947
-72.535196,24,138.226244
-66.902923,20,138.346995
-47.688713,12,138.415267
-294.762986,66,138.831264
-36.48825,11,138.896505
-23.473149,10,138.957145
-69.190601,22,139.090014
-43.083523,13,139.169008
-61.129021,29,139.339892
-55.870662,12,139.412664
-32.750944,10,139.471655
-32.066615,10,139.530289
-34.329398,10,139.589916
-37.739915,15,139.682385
-54.42937,12,139.768136
-232.128762,62,140.147305
-124.093667,40,140.3857
-26.122553,10,140.446747
-41.6025,10,140.504205
-93.140387,33,140.707198
-43.868096,12,140.779596
-137.656374,49,141.14041
-36.427231,13,141.218563
-85.485311,26,141.376055
-83.543104,26,141.53271
-38.43589,10,141.591972
-43.363677,11,141.655497
-30.715585,12,141.738884
-52.369849,12,141.819421
-45.553392,9,141.869039
-26.033284,12,141.935566
-30.874601,9,141.989406
-100.812476,33,142.187948
-92.280682,20,142.311977
-28.071698,10,142.372053
-34.339,11,142.438329
-32.853633,15,142.525534
-105.868714,49,142.840341
-35.149275,10,142.905228
-310.123484,80,143.379841
-24.526694,10,143.439747
-23.102084,11,143.503556
-154.26305,39,143.74361
-36.000991,13,143.828519
-43.774232,11,143.892813
-34.210495,9,143.946646
-25.29498,10,144.008815
-101.732752,26,144.234527
-42.180692,11,144.300977
-76.665635,19,144.412826
-33.790311,13,144.492391
-29.428077,10,144.551195
-56.325061,18,144.661396
-26.632161,10,144.726952
-43.246429,12,144.810032
-54.098493,20,144.929253
-34.822074,10,144.98568
-80.312952,27,145.146832
-41.125548,9,145.199041
-52.002422,14,145.283454
-29.929116,11,145.350178
-33.446392,10,145.407411
-37.128225,10,145.470263
-49.870488,12,145.541588
-44.653113,11,145.604371
-33.505151,14,145.697601
-45.867556,13,145.783052
-28.469678,9,145.834456
-61.431225,21,145.955344
-30.62632,11,146.022321
-58.702155,20,146.145074
-43.81505,10,146.203368
-32.357702,9,146.259659
-35.653034,27,146.416612
-43.462352,11,146.480983
-30.814656,13,146.561483
-27.069805,10,146.620763
-83.920503,28,146.807444
-40.274674,11,146.880931
-26.566259,10,146.937659
-58.365663,20,147.056395
-35.562792,9,147.109433
-38.11046,10,147.16916
-46.624289,12,147.237493
-27.749776,11,147.37147
-40.598102,11,147.439015
-31.705525,11,147.505708
-35.152674,10,147.566098
-119.174667,28,147.747989
-34.557934,9,147.805576
-37.702261,9,147.858158
-132.154858,37,148.078252
-45.217141,12,148.152871
-111.86425,25,148.302762
-37.011764,9,148.354834
-30.885771,11,148.41975
-74.484445,27,148.576238
-48.304787,11,148.643013
-38.324271,11,148.716072
-105.856564,24,148.857355
-45.811715,10,148.916062
-69.496483,14,149.000112
-120.220601,35,149.215935
-33.76326,11,149.279202
-36.749531,12,149.354687
-68.888031,20,149.479372
-74.500205,33,149.676071
-90.411791,21,149.821253
-168.126643,41,150.084484
-65.502496,14,150.165086
-31.051579,11,150.231045
-45.920048,12,150.301906
-64.934134,17,150.399416
-73.010167,26,150.620706
-58.000262,10,150.684723
-41.245784,21,150.829096
-51.050274,9,150.882484
-38.461744,13,150.966395
-25.252671,10,151.024001
-59.166898,18,151.130054
-35.090736,9,151.187364
-120.555243,33,151.380151
-39.692148,10,151.439064
-97.915714,19,151.544667
-35.739875,11,151.612043
-33.686635,10,151.676045
-36.091706,11,151.746263
-81.785146,19,151.859725
-31.572756,9,151.911334
-54.382273,12,151.982435
-110.935727,30,152.159597
-27.011972,9,152.215519
