fps,lr,policy_loss,total_timesteps,approxkl,time_elapsed,eplenmean,d_targ,serial_timesteps,value_loss,explained_variance,beta,eprewmean,policy_entropy,nupdates
5225,0.0010125,-0.01197,3751936,0.0124839,740.8132853507996,306.21,0.012,117248,0.0093024,0.6676637828350067,0.732254,200.09118796,2.58254,229
5282,0.0010125,-0.00856177,3768320,0.0112701,743.9154117107391,371.58,0.012,117760,0.0099071,0.6517276763916016,0.732254,219.03700277,2.56111,230
5247,0.0010125,-0.00957997,3784704,0.0111328,747.0382306575775,421.45,0.012,118272,0.00964733,0.6934872269630432,0.732254,238.40975955,2.53817,231
5371,0.0010125,-0.00915787,3801088,0.0115958,750.0890488624573,429.5,0.012,118784,0.0125902,0.5185689926147461,0.732254,254.13872757,2.5131,232
5236,0.0010125,-0.00885232,3817472,0.0111273,753.2184462547302,374.5,0.012,119296,0.0128051,0.5381299555301666,0.732254,247.48976124,2.48911,233
5293,0.0010125,-0.00939797,3833856,0.0121423,756.3137283325195,359.03,0.012,119808,0.0127036,0.5749004781246185,0.732254,256.45396666,2.45562,234
5296,0.0010125,-0.0100032,3850240,0.0116316,759.4072976112366,396.55,0.012,120320,0.0110612,0.6417651772499084,0.732254,287.37168662,2.43199,235
5299,0.0010125,-0.0102893,3866624,0.0130546,762.4993152618408,415.96,0.012,120832,0.0134973,0.6157165467739105,0.732254,294.31554991,2.40954,236
5289,0.0010125,-0.00922138,3883008,0.0100999,765.5971744060516,431.8,0.012,121344,0.0121202,0.6076205968856812,0.732254,318.08600851,2.39117,237
5257,0.0010125,-0.0086615,3899392,0.0113047,768.7136986255646,440.76,0.012,121856,0.0136916,0.6257680058479309,0.732254,325.57647498,2.38051,238
5266,0.0010125,-0.00912123,3915776,0.0103117,771.8249130249023,500.23,0.012,122368,0.0117,0.7130806744098663,0.732254,377.23961344,2.36874,239
5303,0.0010125,-0.00899991,3932160,0.0117569,774.9144999980927,509.07,0.012,122880,0.0130783,0.6662783622741699,0.732254,379.80851291,2.34727,240
5309,0.0010125,-0.00899229,3948544,0.0111245,778.0006971359253,497.21,0.012,123392,0.0134517,0.6156785786151886,0.732254,368.89103126,2.33252,241
4851,0.0010125,-0.00898041,3964928,0.0110919,781.3784313201904,523.49,0.012,123904,0.0114389,0.683847576379776,0.732254,385.22180959,2.3217,242
5000,0.0010125,-0.00927722,3981312,0.0130175,784.6555287837982,545.29,0.012,124416,0.0119705,0.6289546191692352,0.732254,405.48151784,2.30931,243
5010,0.0010125,-0.00813193,3997696,0.0100492,787.9258372783661,583.71,0.012,124928,0.0148552,0.6059571802616119,0.732254,464.01897083,2.29937,244
5114,0.0010125,-0.0080618,4014080,0.010813,791.1294589042664,615.56,0.012,125440,0.0158561,0.5476075410842896,0.732254,501.92495595,2.28433,245
5179,0.0010125,-0.00773308,4030464,0.00900032,794.2931551933289,585.11,0.012,125952,0.0166221,0.5670722126960754,0.732254,506.86985468,2.27505,246
5245,0.0010125,-0.00789628,4046848,0.0102966,797.4172654151917,578.08,0.012,126464,0.0160927,0.6834743022918701,0.732254,518.06568734,2.25508,247
5185,0.0010125,-0.00797155,4063232,0.00986185,800.577383518219,569.78,0.012,126976,0.01787,0.6070670485496521,0.732254,512.62467487,2.23995,248
5262,0.0010125,-0.0091611,4079616,0.0105829,803.691083908081,554.5,0.012,127488,0.016776,0.6880741715431213,0.732254,510.86274396,2.22259,249
5258,0.0010125,-0.00809283,4096000,0.0114047,806.8070018291473,585.63,0.012,128000,0.0146131,0.6829239130020142,0.732254,525.03599439,2.19856,250
5250,0.0010125,-0.00860549,4112384,0.0115579,809.9293911457062,591.85,0.012,128512,0.0198178,0.5835026204586029,0.732254,542.38452027,2.17949,251
5293,0.0010125,-0.00773971,4128768,0.0106467,813.0247733592987,609.53,0.012,129024,0.0169295,0.6198223233222961,0.732254,567.17987241,2.16871,252
5167,0.0010125,-0.00695844,4145152,0.00998162,816.1955637931824,651.56,0.012,129536,0.0173517,0.46983015537261963,0.732254,615.06191998,2.15449,253
5174,0.0010125,-0.00813027,4161536,0.0105137,819.3620638847351,639.5,0.012,130048,0.0168216,0.6237973272800446,0.732254,631.16829418,2.14222,254
5238,0.0010125,-0.00822211,4177920,0.0113627,822.4902749061584,655.91,0.012,130560,0.0170185,0.6760784983634949,0.732254,646.81943591,2.12834,255
5323,0.0010125,-0.00675768,4194304,0.00888874,825.5682218074799,707.56,0.012,131072,0.0174484,0.4981793761253357,0.732254,694.45497285,2.12071,256
5252,0.0010125,-0.00745591,4210688,0.0100116,828.6877071857452,695.75,0.012,131584,0.0193677,0.6940774917602539,0.732254,697.52490792,2.10525,257
5251,0.0010125,-0.00694333,4227072,0.0106488,831.8081147670746,687.59,0.012,132096,0.01539,0.742280125617981,0.732254,671.62940589,2.08429,258
5347,0.0010125,-0.00708674,4243456,0.0106105,834.8722002506256,692.58,0.012,132608,0.0155037,0.5717883706092834,0.732254,676.73739022,2.07016,259
5255,0.0010125,-0.00786823,4259840,0.0101407,837.9898219108582,675.13,0.012,133120,0.019,0.49665600061416626,0.732254,683.09031945,2.05688,260
5269,0.0010125,-0.00595231,4276224,0.00859935,841.0992605686188,703.58,0.012,133632,0.0184242,0.4577972888946533,0.732254,714.18627027,2.05258,261
5227,0.0010125,-0.00675438,4292608,0.0107937,844.2340772151947,749.5,0.012,134144,0.0192438,0.6329849660396576,0.732254,771.17642799,2.02988,262
5248,0.0010125,-0.00617496,4308992,0.00908782,847.356082201004,742.15,0.012,134656,0.0208111,0.45603710412979126,0.732254,797.7094148,2.00705,263
5315,0.0010125,-0.00651111,4325376,0.00990733,850.4389688968658,722.79,0.012,135168,0.0218524,0.17324429750442505,0.732254,792.19234784,1.97568,264
5280,0.0010125,-0.0048302,4341760,0.00767417,853.5421168804169,700.15,0.012,135680,0.0227035,0.17549198865890503,0.732254,784.01745204,1.95008,265
5343,0.0010125,-0.00660981,4358144,0.00980526,856.6084985733032,711.42,0.012,136192,0.0167157,0.6228364706039429,0.732254,810.88381379,1.93851,266
5302,0.0010125,-0.00703616,4374528,0.00978839,859.6986284255981,721.85,0.012,136704,0.0249887,0.4249873757362366,0.732254,821.07144278,1.93437,267
5287,0.0010125,-0.00616177,4390912,0.00893427,862.7974514961243,720.8,0.012,137216,0.0167982,0.6507590115070343,0.732254,814.55364862,1.91436,268
5299,0.0010125,-0.00685868,4407296,0.00959096,865.8892645835876,786.9,0.012,137728,0.0210501,0.6953656375408173,0.732254,878.27946887,1.90476,269
5299,0.0010125,-0.00814616,4423680,0.0100292,868.9813315868378,767.83,0.012,138240,0.0169779,0.7236068248748779,0.732254,848.0837517,1.90516,270
5248,0.0010125,-0.00751255,4440064,0.0103614,872.1031382083893,755.14,0.012,138752,0.0193534,0.6732271313667297,0.732254,823.85041983,1.90597,271
5345,0.0010125,-0.00757995,4456448,0.00964047,875.1683037281036,754.0,0.012,139264,0.0189609,0.6169898509979248,0.732254,832.31079242,1.89609,272
5306,0.0010125,-0.00613515,4472832,0.0106444,878.2563288211823,767.17,0.012,139776,0.0218609,0.5531699359416962,0.732254,857.84531959,1.8906,273
5285,0.0010125,-0.00639581,4489216,0.00903857,881.3563928604126,757.99,0.012,140288,0.0191502,0.6044889390468597,0.732254,866.60804537,1.88892,274
5329,0.0010125,-0.00700957,4505600,0.00947671,884.4308617115021,784.1,0.012,140800,0.0227791,0.5250277817249298,0.732254,920.97778248,1.88115,275
5234,0.0010125,-0.00827798,4521984,0.0102371,887.5611834526062,785.19,0.012,141312,0.0197919,0.7299753427505493,0.732254,924.958667,1.85874,276
5315,0.0010125,-0.0088496,4538368,0.0111781,890.6440014839172,778.86,0.012,141824,0.0215801,0.6417567133903503,0.732254,906.48828027,1.84483,277
5212,0.0010125,-0.00839178,4554752,0.00978707,893.7873857021332,771.46,0.012,142336,0.0202968,0.6364993751049042,0.732254,909.64900401,1.84233,278
4640,0.0010125,-0.00672447,4571136,0.0103411,897.3182377815247,734.8,0.012,142848,0.0235828,0.5798394978046417,0.732254,860.52826732,1.82276,279
3633,0.0010125,-0.00578691,4587520,0.0090787,901.8281378746033,733.12,0.012,143360,0.0170147,0.44433724880218506,0.732254,848.05469899,1.79914,280
4027,0.0010125,-0.00813105,4603904,0.0103089,905.8964626789093,750.34,0.012,143872,0.0242589,0.5152779519557953,0.732254,889.16527547,1.78647,281
4272,0.0010125,-0.00607966,4620288,0.00915753,909.7313320636749,788.71,0.012,144384,0.0202204,0.6266714334487915,0.732254,959.9127497,1.77621,282
4449,0.0010125,-0.00729889,4636672,0.0107545,913.4138581752777,774.29,0.012,144896,0.0243792,0.5468080043792725,0.732254,944.41623296,1.76162,283
4686,0.0010125,-0.00796905,4653056,0.0108837,916.91011095047,801.24,0.012,145408,0.0222158,0.5998604893684387,0.732254,992.2827161,1.74367,284
4845,0.0010125,-0.00840334,4669440,0.00960052,920.2920305728912,802.52,0.012,145920,0.0232863,0.43149077892303467,0.732254,1010.62441149,1.72957,285
5032,0.0010125,-0.0086244,4685824,0.0119699,923.5480864048004,796.9,0.012,146432,0.0235515,0.5873609483242035,0.732254,1018.35592708,1.70927,286
5154,0.0010125,-0.00766638,4702208,0.01259,926.7268965244293,771.37,0.012,146944,0.0275348,0.23485004901885986,0.732254,1009.71588111,1.69497,287
5151,0.0010125,-0.00804754,4718592,0.0110651,929.908037185669,783.02,0.012,147456,0.0248868,0.601331353187561,0.732254,1030.68410835,1.68947,288
5231,0.0010125,-0.00598068,4734976,0.00847488,933.040474653244,766.58,0.012,147968,0.0258615,0.6223483085632324,0.732254,1018.3252591,1.67255,289
5340,0.0010125,-0.00771606,4751360,0.011175,936.1086046695709,734.14,0.012,148480,0.0260152,0.6906473338603973,0.732254,976.22016233,1.64779,290
5259,0.0010125,-0.00662501,4767744,0.00906538,939.2241606712341,662.72,0.012,148992,0.0314691,0.4617651104927063,0.732254,884.18371313,1.62783,291
5252,0.0010125,-0.00633034,4784128,0.010123,942.3438351154327,636.31,0.012,149504,0.0236725,0.6640808582305908,0.732254,855.30887012,1.61112,292
5207,0.0010125,-0.00661604,4800512,0.0112637,945.490419626236,659.41,0.012,150016,0.0251343,0.5860373079776764,0.732254,901.0657312,1.59247,293
5124,0.0010125,-0.00616674,4816896,0.0100022,948.6882929801941,662.66,0.012,150528,0.0257442,0.3576415181159973,0.732254,906.05870955,1.57264,294
5212,0.0010125,-0.00692248,4833280,0.0100665,951.8332996368408,692.4,0.012,151040,0.0361989,0.3332598805427551,0.732254,971.56382967,1.54732,295
5351,0.0010125,-0.00686038,4849664,0.0119109,954.8950898647308,702.9,0.012,151552,0.0222924,0.3800419569015503,0.732254,988.500324,1.52804,296
5307,0.0010125,-0.00470017,4866048,0.0104389,957.9825360774994,689.29,0.012,152064,0.0285932,0.556665301322937,0.732254,963.47306403,1.51071,297
5222,0.0010125,-0.00677144,4882432,0.0109927,961.1199278831482,691.04,0.012,152576,0.0232192,0.3065173029899597,0.732254,977.87312588,1.50328,298
5288,0.0010125,-0.00648683,4898816,0.0108052,964.2182693481445,712.17,0.012,153088,0.0321218,0.5185295939445496,0.732254,1020.35060637,1.51763,299
5256,0.0010125,-0.00613278,4915200,0.01066,967.3358430862427,748.25,0.012,153600,0.0192031,0.6390556693077087,0.732254,1073.72151481,1.52075,300
5247,0.0010125,-0.00581825,4931584,0.00912993,970.460015296936,754.21,0.012,154112,0.0313247,0.5883439183235168,0.732254,1079.63546946,1.49481,301
5246,0.0010125,-0.00675773,4947968,0.00900589,973.5833320617676,747.39,0.012,154624,0.0258709,0.752326637506485,0.732254,1088.24971854,1.47864,302
5090,0.0010125,-0.0074284,4964352,0.0114731,976.8020279407501,758.11,0.012,155136,0.024159,0.7748769372701645,0.732254,1072.638746,1.45727,303
5217,0.0010125,-0.00592469,4980736,0.0105394,979.9427556991577,775.13,0.012,155648,0.0237047,0.3343964219093323,0.732254,1083.72930947,1.45384,304
5280,0.0010125,-0.00698969,4997120,0.0100589,983.0458931922913,772.17,0.012,156160,0.0316207,0.5475409626960754,0.732254,1074.77203964,1.45365,305
5342,0.0010125,-0.00858883,5013504,0.0118255,986.113264799118,781.69,0.012,156672,0.0231885,0.7474360466003418,0.732254,1097.93657165,1.44917,306
5301,0.0010125,-0.00682134,5029888,0.0102597,989.2042071819305,782.84,0.012,157184,0.026467,0.586516797542572,0.732254,1100.19011365,1.43361,307
5296,0.0010125,-0.00683709,5046272,0.0103648,992.2977995872498,765.2,0.012,157696,0.0266457,0.18016445636749268,0.732254,1121.91021697,1.42192,308
5355,0.0010125,-0.00596322,5062656,0.00949478,995.3574779033661,752.21,0.012,158208,0.0306149,0.5506101250648499,0.732254,1112.02612615,1.416,309
5327,0.0010125,-0.00553225,5079040,0.0105946,998.4334402084351,767.24,0.012,158720,0.02416,0.6549853980541229,0.732254,1140.47683468,1.41156,310
5267,0.0010125,-0.00650793,5095424,0.0114973,1001.5440030097961,754.06,0.012,159232,0.0326643,0.5848398804664612,0.732254,1150.86457572,1.40712,311
5229,0.0010125,-0.00528941,5111808,0.0101641,1004.6773097515106,733.97,0.012,159744,0.025232,0.2998790144920349,0.732254,1117.74227345,1.4033,312
5344,0.0010125,-0.00566039,5128192,0.0100481,1007.7430806159973,748.71,0.012,160256,0.0332055,0.3523528575897217,0.732254,1152.54115231,1.40147,313
5218,0.0010125,-0.00706989,5144576,0.012159,1010.8830585479736,746.76,0.012,160768,0.0279654,0.6461365222930908,0.732254,1158.02389714,1.39891,314
5319,0.0010125,-0.00676652,5160960,0.0103342,1013.9635088443756,727.54,0.012,161280,0.0377776,0.5629407167434692,0.732254,1135.17432629,1.38917,315
5208,0.0010125,-0.00832417,5177344,0.0122152,1017.1098001003265,743.86,0.012,161792,0.0256548,0.8227247148752213,0.732254,1148.91326475,1.38104,316
5223,0.0010125,-0.00653856,5193728,0.0102623,1020.2470610141754,739.77,0.012,162304,0.0304834,0.7337157428264618,0.732254,1133.56697976,1.35795,317
4988,0.0010125,-0.00736528,5210112,0.0114342,1023.5319163799286,735.18,0.012,162816,0.0251681,0.7641038149595261,0.732254,1113.89103346,1.3358,318
5056,0.0010125,-0.00697972,5226496,0.0105904,1026.772272348404,764.63,0.012,163328,0.0312601,0.6724551916122437,0.732254,1156.13280338,1.31807,319
5209,0.0010125,-0.00693686,5242880,0.0108458,1029.9179863929749,738.99,0.012,163840,0.0359599,0.6554898321628571,0.732254,1104.68686888,1.3107,320
5203,0.0010125,-0.00827568,5259264,0.0112737,1033.067334651947,734.51,0.012,164352,0.0263518,0.7352955341339111,0.732254,1134.45851795,1.30257,321
5303,0.0010125,-0.0073068,5275648,0.0116691,1036.1570928096771,754.58,0.012,164864,0.0338757,0.7132084965705872,0.732254,1170.54659687,1.2943,322
5283,0.0010125,-0.00652601,5292032,0.0111779,1039.258587360382,751.53,0.012,165376,0.0234844,0.7263142466545105,0.732254,1142.83934846,1.28957,323
5018,0.0010125,-0.00796789,5308416,0.0121935,1042.5240037441254,761.74,0.012,165888,0.0338265,0.7749402821063995,0.732254,1155.9184808,1.28956,324
5016,0.0010125,-0.00707605,5324800,0.00981771,1045.7903373241425,787.26,0.012,166400,0.0250436,0.7952720671892166,0.732254,1178.55058294,1.28925,325
5165,0.0010125,-0.00537792,5341184,0.0109654,1048.9628493785858,796.06,0.012,166912,0.027702,0.6413123607635498,0.732254,1193.96587388,1.27877,326
5199,0.0010125,-0.00591277,5357568,0.0111005,1052.1145930290222,802.52,0.012,167424,0.0296883,0.5844909250736237,0.732254,1212.11462671,1.26875,327
5121,0.0010125,-0.00629612,5373952,0.0102992,1055.3138279914856,774.13,0.012,167936,0.0312858,0.6592031717300415,0.732254,1187.46364,1.27331,328
5274,0.0010125,-0.00771465,5390336,0.0111828,1058.4203958511353,777.04,0.012,168448,0.0354863,0.5116464495658875,0.732254,1212.26722054,1.27954,329
5168,0.0010125,-0.00819751,5406720,0.0102561,1061.5905499458313,789.32,0.012,168960,0.0289319,0.7699562460184097,0.732254,1258.82506065,1.27209,330
5121,0.0010125,-0.00750791,5423104,0.0120846,1064.7899057865143,767.04,0.012,169472,0.0329063,0.7448086440563202,0.732254,1215.25438208,1.25419,331
5288,0.0010125,-0.00505532,5439488,0.0114452,1067.8880698680878,795.14,0.012,169984,0.0280405,0.6076073944568634,0.732254,1261.72478137,1.23674,332
5271,0.0010125,-0.00644652,5455872,0.0119547,1070.9966204166412,812.8,0.012,170496,0.0271818,0.6704672574996948,0.732254,1297.67289653,1.23587,333
5265,0.0010125,-0.00800971,5472256,0.0114603,1074.10883975029,827.68,0.012,171008,0.0316602,0.5154665410518646,0.732254,1330.62961986,1.24307,334
5235,0.0010125,-0.00603079,5488640,0.00948933,1077.238808631897,818.96,0.012,171520,0.0323314,0.34040725231170654,0.732254,1343.97578479,1.23675,335
5276,0.0010125,-0.00664271,5505024,0.0109159,1080.3443291187286,839.91,0.012,172032,0.0357623,0.49889296293258667,0.732254,1428.20049435,1.23541,336
5360,0.0010125,-0.00594719,5521408,0.0104171,1083.4013319015503,857.68,0.012,172544,0.0275062,0.6551763415336609,0.732254,1462.2628166,1.23058,337
5286,0.0010125,-0.00561024,5537792,0.0108956,1086.5010051727295,843.21,0.012,173056,0.0376457,0.5733745992183685,0.732254,1446.74124949,1.21906,338
5239,0.0010125,-0.00679757,5554176,0.0102763,1089.628119468689,851.66,0.012,173568,0.031034,0.6631669104099274,0.732254,1479.52167504,1.21814,339
5295,0.0010125,-0.00745458,5570560,0.0110344,1092.722493171692,852.48,0.012,174080,0.031282,0.7608487457036972,0.732254,1454.11030095,1.21371,340
5324,0.0010125,-0.00627398,5586944,0.0101182,1095.7997062206268,843.37,0.012,174592,0.0333721,0.74330073595047,0.732254,1420.32098009,1.19925,341
5268,0.0010125,-0.00470312,5603328,0.0113026,1098.90997672081,820.85,0.012,175104,0.03511,0.689391553401947,0.732254,1377.08529564,1.18343,342
5256,0.0010125,-0.00744456,5619712,0.0112907,1102.028712272644,780.99,0.012,175616,0.0443985,0.6038517355918884,0.732254,1338.02574826,1.1569,343
5272,0.0010125,-0.00652919,5636096,0.0104264,1105.1362671852112,793.52,0.012,176128,0.0273698,0.708133339881897,0.732254,1333.81254304,1.14855,344
5265,0.0010125,-0.00594507,5652480,0.0105661,1108.2480568885803,726.18,0.012,176640,0.0538801,0.2072833776473999,0.732254,1281.11323721,1.14764,345
5316,0.0010125,-0.00827331,5668864,0.0117752,1111.3302552700043,686.18,0.012,177152,0.0360623,0.48418259620666504,0.732254,1246.55299174,1.14979,346
5304,0.0010125,-0.00486569,5685248,0.0109305,1114.419593334198,705.74,0.012,177664,0.0416116,0.5765101909637451,0.732254,1277.31193582,1.14383,347
5244,0.0010125,-0.00729062,5701632,0.0129667,1117.5453701019287,701.85,0.012,178176,0.029917,0.7548804879188538,0.732254,1297.31180207,1.12382,348
5332,0.0010125,-0.00658248,5718016,0.0101076,1120.6182010173798,749.51,0.012,178688,0.0378832,0.6973451673984528,0.732254,1354.14253836,1.10597,349
5223,0.0010125,-0.0050933,5734400,0.00968647,1123.7551259994507,761.27,0.012,179200,0.0250945,0.7853238433599472,0.732254,1345.78802703,1.08106,350
5317,0.0010125,-0.00625972,5750784,0.0106332,1126.8387382030487,788.81,0.012,179712,0.0450318,0.2914423942565918,0.732254,1401.23280863,1.06273,351
5268,0.0010125,-0.00508247,5767168,0.00984422,1129.9489977359772,740.33,0.012,180224,0.0355537,0.6018936038017273,0.732254,1311.10920773,1.05006,352
5284,0.0010125,-0.00633789,5783552,0.00989018,1133.0498299598694,779.4,0.012,180736,0.037015,0.7300152480602264,0.732254,1385.63965925,1.04961,353
5387,0.0010125,-0.00609518,5799936,0.0104408,1136.0911209583282,754.57,0.012,181248,0.0330431,0.4627075791358948,0.732254,1352.41537302,1.04774,354
5196,0.0010125,-0.00669278,5816320,0.0111197,1139.2442934513092,772.26,0.012,181760,0.0359996,0.6924987137317657,0.732254,1392.81686715,1.0265,355
5032,0.0010125,-0.00690486,5832704,0.0112126,1142.5001635551453,767.36,0.012,182272,0.03829,0.3386313319206238,0.732254,1378.0651171,1.01518,356
5085,0.0010125,-0.00485037,5849088,0.0104834,1145.7220225334167,792.2,0.012,182784,0.0399456,0.47100478410720825,0.732254,1434.64376894,1.01932,357
5115,0.0010125,-0.00543401,5865472,0.00981466,1148.9266567230225,761.17,0.012,183296,0.0364547,0.5633935034275055,0.732254,1406.37119979,1.03005,358
5187,0.0010125,-0.00589864,5881856,0.0111119,1152.0856561660767,754.17,0.012,183808,0.0352372,0.6912623047828674,0.732254,1388.4369639,1.02487,359
5267,0.0010125,-0.00631811,5898240,0.0114167,1155.1966652870178,771.53,0.012,184320,0.0389672,0.5682906806468964,0.732254,1441.297078,1.03079,360
5319,0.0010125,-0.00559223,5914624,0.00995588,1158.2767758369446,791.58,0.012,184832,0.0320489,0.5733686983585358,0.732254,1453.96652781,1.02313,361
5260,0.0010125,-0.00743396,5931008,0.011624,1161.3917317390442,793.05,0.012,185344,0.0395094,0.5796687006950378,0.732254,1450.21475174,1.00577,362
5234,0.0010125,-0.0062184,5947392,0.0100179,1164.5218288898468,795.79,0.012,185856,0.0405399,0.18433630466461182,0.732254,1451.60290919,1.00032,363
5136,0.0010125,-0.00637323,5963776,0.0117153,1167.711617231369,810.33,0.012,186368,0.0350727,0.422380268573761,0.732254,1511.45665648,0.984079,364
5174,0.0010125,-0.00524876,5980160,0.0102631,1170.8784387111664,783.56,0.012,186880,0.0489297,0.5873890519142151,0.732254,1473.74266969,0.97526,365
5215,0.0010125,-0.00629135,5996544,0.0098503,1174.0200779438019,765.77,0.012,187392,0.0354725,0.731585681438446,0.732254,1446.77765975,0.976073,366
5137,0.0010125,-0.00674089,6012928,0.0111046,1177.209834098816,791.67,0.012,187904,0.030994,0.8256066739559174,0.732254,1480.93511969,0.97306,367
5190,0.0010125,-0.00622001,6029312,0.0101783,1180.3667814731598,784.04,0.012,188416,0.0381371,0.7350253462791443,0.732254,1438.21997059,0.959377,368
5266,0.0010125,-0.00590794,6045696,0.00944738,1183.4779284000397,769.27,0.012,188928,0.0408566,0.6722782254219055,0.732254,1381.48759402,0.962016,369
5266,0.0010125,-0.00586713,6062080,0.00941421,1186.589540719986,771.57,0.012,189440,0.0388051,0.722268670797348,0.732254,1397.66863185,0.953879,370
5096,0.0010125,-0.00778912,6078464,0.0110544,1189.8048822879791,765.03,0.012,189952,0.0375869,0.7172455489635468,0.732254,1364.95629351,0.951985,371
5004,0.0010125,-0.00639276,6094848,0.0106536,1193.0794019699097,737.77,0.012,190464,0.0412699,0.7112931311130524,0.732254,1344.51836334,0.93836,372
5078,0.0010125,-0.00471855,6111232,0.0107881,1196.3061289787292,744.01,0.012,190976,0.0335982,0.7654535472393036,0.732254,1369.46089632,0.941611,373
5146,0.0010125,-0.00623112,6127616,0.0111228,1199.4898161888123,788.27,0.012,191488,0.0340691,0.5914579629898071,0.732254,1428.37123057,0.939982,374
5244,0.0010125,-0.00590203,6144000,0.0132182,1202.6139328479767,801.64,0.012,192000,0.0345609,0.6070908606052399,0.732254,1463.73938089,0.932245,375
5350,0.0010125,-0.00675305,6160384,0.0107659,1205.6767392158508,819.79,0.012,192512,0.0410301,0.6321888864040375,0.732254,1538.15556199,0.923409,376
5265,0.0010125,-0.00586651,6176768,0.0122829,1208.7886707782745,834.68,0.012,193024,0.0374804,0.6570847630500793,0.732254,1557.7075474,0.917738,377
5262,0.0010125,-0.00645751,6193152,0.0105529,1211.9024109840393,863.64,0.012,193536,0.0389938,0.37405091524124146,0.732254,1634.40892604,0.910614,378
5246,0.0010125,-0.00612211,6209536,0.010755,1215.0253829956055,857.2,0.012,194048,0.0388757,0.5930400192737579,0.732254,1666.10317537,0.915999,379
5144,0.0010125,-0.00500018,6225920,0.0112425,1218.210319519043,833.36,0.012,194560,0.0474325,0.628620445728302,0.732254,1636.24816638,0.916944,380
5272,0.0010125,-0.00714767,6242304,0.00984697,1221.3182351589203,802.14,0.012,195072,0.0388531,0.625950425863266,0.732254,1575.30593537,0.909052,381
5196,0.0010125,-0.00706771,6258688,0.0109706,1224.4718253612518,802.35,0.012,195584,0.042583,0.6739791929721832,0.732254,1609.0165675,0.900512,382
5283,0.0010125,-0.00813525,6275072,0.0118763,1227.5729768276215,767.91,0.012,196096,0.0427894,0.418398380279541,0.732254,1535.08933423,0.900674,383
5166,0.0010125,-0.00720983,6291456,0.0110666,1230.7443385124207,754.09,0.012,196608,0.0485532,0.7170100212097168,0.732254,1501.70027338,0.900654,384
4970,0.0010125,-0.00652314,6307840,0.0126576,1234.0409562587738,767.35,0.012,197120,0.040706,0.7783305495977402,0.732254,1533.8217324,0.912537,385
5071,0.0010125,-0.00719815,6324224,0.0105234,1237.271908044815,764.3,0.012,197632,0.0460801,0.7516256719827652,0.732254,1484.51257457,0.922428,386
5179,0.0010125,-0.00628115,6340608,0.010839,1240.4355742931366,759.55,0.012,198144,0.0245687,0.7797036468982697,0.732254,1453.8791492,0.912089,387
5169,0.0010125,-0.00554101,6356992,0.0107446,1243.605554819107,805.47,0.012,198656,0.044137,0.16552627086639404,0.732254,1542.70186354,0.905867,388
5133,0.0010125,-0.00655721,6373376,0.0122032,1246.7992882728577,806.12,0.012,199168,0.0444304,0.4858929514884949,0.732254,1543.8675938,0.910966,389
4881,0.0010125,-0.00632494,6389760,0.010443,1250.1558237075806,818.31,0.012,199680,0.0413828,0.6544672846794128,0.732254,1560.94352719,0.909546,390
4993,0.0010125,-0.00458336,6406144,0.00916294,1253.4376094341278,827.79,0.012,200192,0.0340085,0.5993468761444092,0.732254,1620.36880723,0.926661,391
5077,0.0010125,-0.00566277,6422528,0.0121885,1256.6649544239044,838.63,0.012,200704,0.0394906,0.5568190515041351,0.732254,1673.32913212,0.933986,392
5035,0.0010125,-0.00842441,6438912,0.0130253,1259.9193394184113,822.95,0.012,201216,0.0404086,0.4049184322357178,0.732254,1654.66807675,0.913769,393
5095,0.0010125,-0.00377178,6455296,0.0102138,1263.1349511146545,802.15,0.012,201728,0.0440337,0.559892475605011,0.732254,1628.87135036,0.897076,394
5159,0.0010125,-0.0056235,6471680,0.00975986,1266.3105924129486,813.13,0.012,202240,0.0348063,0.693731427192688,0.732254,1676.06119611,0.8942,395
5204,0.0010125,-0.0054518,6488064,0.0116397,1269.459136247635,838.28,0.012,202752,0.0428614,0.5847375988960266,0.732254,1710.01376349,0.88279,396
5216,0.0010125,-0.00792229,6504448,0.0118981,1272.6003115177155,827.53,0.012,203264,0.0362368,0.7433392703533173,0.732254,1707.43682268,0.874972,397
5307,0.0010125,-0.00625355,6520832,0.0100182,1275.6875474452972,854.42,0.012,203776,0.0376208,0.6154695153236389,0.732254,1762.18364097,0.871014,398
5345,0.0010125,-0.00674178,6537216,0.0123097,1278.753157377243,899.53,0.012,204288,0.0468425,0.6079624891281128,0.732254,1857.95392883,0.879601,399
5269,0.0010125,-0.00637078,6553600,0.0115595,1281.8626186847687,878.54,0.012,204800,0.0379104,0.6566380262374878,0.732254,1803.98341976,0.880533,400
5285,0.0010125,-0.00582383,6569984,0.0118036,1284.9646735191345,890.99,0.012,205312,0.0444915,0.5725016295909882,0.732254,1842.27114073,0.87859,401
5342,0.0010125,-0.00478658,6586368,0.0113974,1288.0317940711975,858.25,0.012,205824,0.0496738,0.5628433525562286,0.732254,1814.29785963,0.879768,402
5247,0.0010125,-0.00693608,6602752,0.0117462,1291.1541409492493,844.07,0.012,206336,0.0345862,0.7329847812652588,0.732254,1780.33516124,0.888496,403
5280,0.0010125,-0.00685915,6619136,0.0108644,1294.2573537826538,837.74,0.012,206848,0.0487703,0.5729487538337708,0.732254,1772.24195798,0.87866,404
