fps,lr,policy_loss,total_timesteps,approxkl,time_elapsed,eplenmean,d_targ,serial_timesteps,value_loss,explained_variance,beta,eprewmean,policy_entropy,nupdates
5194,0.0010125,-0.0185055,835584,0.0150197,162.80151867866516,24.25,0.012,26112,1.14748,0.9297142624855042,0.216964,-77.27309798,9.1247,51
5128,0.0010125,-0.0117861,851968,0.013984,165.99688577651978,15.38,0.012,26624,1.422,0.8984008654952049,0.216964,-50.48286847,9.08993,52
5097,0.0010125,-0.0153308,868352,0.0142271,169.21169543266296,14.75,0.012,27136,1.08965,0.9017380923032761,0.216964,-45.00724823,9.02044,53
5130,0.0010125,-0.0226502,884736,0.019159,172.40532970428467,14.2,0.012,27648,0.88667,0.877912349998951,0.216964,-45.67414747,8.94824,54
5185,0.0010125,-0.0125868,901120,0.0164801,175.56552147865295,15.42,0.012,28160,0.99912,0.8814992606639862,0.216964,-48.237818,8.89928,55
5180,0.0010125,-0.0139007,917504,0.0171657,178.72862219810486,15.93,0.012,28672,0.894783,0.9137148559093475,0.216964,-48.94928127,8.8462,56
5156,0.0010125,-0.0155676,933888,0.0170692,181.90619087219238,16.4,0.012,29184,1.36524,0.8845885619521141,0.216964,-46.94730703,8.78871,57
4971,0.0010125,-0.0156111,950272,0.0204006,185.20196056365967,14.54,0.012,29696,1.24404,0.8759863525629044,0.216964,-39.96444016,8.73524,58
4968,0.0010125,-0.0222367,966656,0.0281794,188.4999485015869,15.26,0.012,30208,0.892184,0.8912347331643105,0.216964,-42.16667103,8.67856,59
5095,0.0010125,-0.0119199,983040,0.016359,191.71577668190002,18.99,0.012,30720,0.952726,0.7526783347129822,0.325446,-52.84054031,8.64146,60
5153,0.0010125,-0.0171314,999424,0.0167684,194.8955454826355,16.06,0.012,31232,0.472409,0.9257765784859657,0.325446,-45.88775379,8.59099,61
5119,0.0010125,-0.0148682,1015808,0.0150054,198.09647417068481,16.63,0.012,31744,0.840013,0.914597898721695,0.325446,-45.62633842,8.53793,62
5151,0.0010125,-0.0137588,1032192,0.0118211,201.2773311138153,35.85,0.012,32256,0.680207,0.9190191254019737,0.325446,-95.89345298,8.47648,63
5067,0.0010125,-0.0146426,1048576,0.0180658,204.51056814193726,15.43,0.012,32768,0.588833,0.8749276697635651,0.325446,-38.88782311,8.41572,64
5082,0.0010125,-0.011005,1064960,0.0141828,207.7348382472992,18.28,0.012,33280,0.494839,0.8497364372014999,0.325446,-46.99024764,8.36265,65
4897,0.0010125,-0.0205366,1081344,0.0157182,211.08074951171875,16.43,0.012,33792,0.497574,0.8860379830002785,0.325446,-42.47626508,8.31506,66
5021,0.0010125,-0.0175045,1097728,0.0151656,214.34406423568726,14.32,0.012,34304,0.593348,0.9149754717946053,0.325446,-35.34055029,8.2584,67
5021,0.0010125,-0.0111726,1114112,0.0121874,217.60743689537048,15.02,0.012,34816,0.617972,0.9112589433789253,0.325446,-38.37621532,8.19283,68
5023,0.0010125,-0.0156386,1130496,0.0126994,220.86948442459106,16.22,0.012,35328,0.44701,0.8896502330899239,0.325446,-39.53965029,8.12414,69
4949,0.0010125,-0.0145248,1146880,0.0144718,224.18003034591675,15.72,0.012,35840,0.385744,0.9148062542080879,0.325446,-39.90808204,8.06634,70
4996,0.0010125,-0.0128254,1163264,0.0135706,227.45949149131775,14.94,0.012,36352,0.553231,0.9016830623149872,0.325446,-34.43860235,8.01174,71
4982,0.0010125,-0.0134291,1179648,0.0153453,230.74796867370605,24.7,0.012,36864,0.748164,0.9006549939513206,0.325446,-60.49772933,7.95766,72
4763,0.0010125,-0.0122904,1196032,0.0130157,234.18813920021057,15.75,0.012,37376,0.355076,0.9557515494525433,0.325446,-34.69166675,7.92035,73
4791,0.0010125,-0.0152109,1212416,0.0166675,237.6078073978424,25.14,0.012,37888,0.710932,0.8578380793333054,0.325446,-59.10905984,7.86999,74
4921,0.0010125,-0.0119525,1228800,0.0158867,240.93734455108643,15.35,0.012,38400,0.252812,0.9325068220496178,0.325446,-36.1353005,7.83008,75
4956,0.0010125,-0.0179914,1245184,0.0146285,244.2435622215271,15.72,0.012,38912,0.582348,0.8779563382267952,0.325446,-34.41432163,7.80229,76
5026,0.0010125,-0.0152076,1261568,0.0154505,247.5035035610199,15.98,0.012,39424,0.225567,0.9561279490590096,0.325446,-36.40293116,7.76595,77
5062,0.0010125,-0.0261056,1277952,0.0128087,250.7405080795288,17.12,0.012,39936,0.445993,0.826668381690979,0.325446,-38.21664378,7.72238,78
5064,0.0010125,-0.0154967,1294336,0.0158859,253.97571229934692,25.56,0.012,40448,0.205011,0.891321636736393,0.325446,-56.24118787,7.70618,79
5150,0.0010125,-0.0101684,1310720,0.0158087,257.1572172641754,16.1,0.012,40960,0.241089,0.9288568943738937,0.325446,-32.83310263,7.66408,80
5027,0.0010125,-0.0192707,1327104,0.015095,260.41640162467957,20.02,0.012,41472,0.328708,0.9242585897445679,0.325446,-42.46475322,7.63264,81
4861,0.0010125,-0.0219645,1343488,0.012667,263.78669261932373,15.51,0.012,41984,0.249427,0.8030187040567398,0.325446,-32.65726841,7.60313,82
4996,0.0010125,-0.018236,1359872,0.0135799,267.06592631340027,16.79,0.012,42496,0.131011,0.8348063677549362,0.325446,-36.43401404,7.55068,83
4997,0.0010125,-0.0143154,1376256,0.0143659,270.34494829177856,25.6,0.012,43008,0.262577,0.8950595036149025,0.325446,-55.99417156,7.48871,84
4975,0.0010125,-0.0112725,1392640,0.0138033,273.63847756385803,21.88,0.012,43520,0.232006,0.9272427260875702,0.325446,-47.47549699,7.42736,85
4871,0.0010125,-0.0181581,1409024,0.0183372,277.00239872932434,14.27,0.012,44032,0.185373,0.9281066730618477,0.325446,-27.9549896,7.36504,86
4646,0.0010125,-0.0159933,1425408,0.016447,280.5292432308197,13.93,0.012,44544,0.206674,0.832041323184967,0.325446,-27.8749845,7.32245,87
4341,0.0010125,-0.0104016,1441792,0.0153118,284.3031642436981,14.92,0.012,45056,0.0978603,0.8763581961393356,0.325446,-26.47358035,7.2827,88
4509,0.0010125,-0.0183859,1458176,0.0149322,287.93691635131836,15.9,0.012,45568,0.151642,0.8670831173658371,0.325446,-30.75163831,7.22964,89
4701,0.0010125,-0.0171564,1474560,0.0156903,291.422150850296,14.13,0.012,46080,0.137295,0.9330615624785423,0.325446,-24.70313413,7.18063,90
4840,0.0010125,-0.0166622,1490944,0.0154897,294.80717277526855,14.96,0.012,46592,0.163837,0.9263503104448318,0.325446,-25.76134769,7.13154,91
4793,0.0010125,-0.0212633,1507328,0.015513,298.22585797309875,15.19,0.012,47104,0.170297,0.8924660012125969,0.325446,-28.23883968,7.0797,92
4781,0.0010125,-0.0212365,1523712,0.0140401,301.65296721458435,14.25,0.012,47616,0.139887,0.8951073661446571,0.325446,-25.99950971,7.03675,93
4917,0.0010125,-0.0136667,1540096,0.0155169,304.9848120212555,16.48,0.012,48128,0.129658,0.8986340165138245,0.325446,-28.00359841,6.99762,94
5018,0.0010125,-0.0167149,1556480,0.0139881,308.2497572898865,18.49,0.012,48640,0.197102,0.8714844733476639,0.325446,-34.50061587,6.9748,95
4844,0.0010125,-0.0251755,1572864,0.0153309,311.6323735713959,25.91,0.012,49152,0.100801,0.8946487009525299,0.325446,-46.12267887,6.91955,96
4911,0.0010125,-0.0114189,1589248,0.0165603,314.9686155319214,16.03,0.012,49664,0.0708855,0.8672369122505188,0.325446,-26.72950371,6.84672,97
4903,0.0010125,-0.0173855,1605632,0.0167987,318.3100402355194,14.21,0.012,50176,0.13186,0.8856589421629906,0.325446,-21.81371565,6.8059,98
4882,0.0010125,-0.01561,1622016,0.0202699,321.66592741012573,19.22,0.012,50688,0.0730849,0.8786343708634377,0.325446,-31.17383703,6.76328,99
5031,0.0010125,-0.0441848,1638400,0.0172132,324.92232632637024,15.84,0.012,51200,0.0912838,0.8350263983011246,0.325446,-27.07456861,6.70933,100
5105,0.0010125,-0.0154791,1654784,0.016543,328.1333920955658,14.16,0.012,51712,0.0969026,0.8496008962392807,0.325446,-20.40137706,6.67155,101
4976,0.0010125,-0.0135818,1671168,0.0179865,331.4260902404785,15.12,0.012,52224,0.101466,0.9225010722875595,0.325446,-24.03570223,6.6353,102
5032,0.0010125,-0.0358881,1687552,0.0171304,334.6822934150696,24.08,0.012,52736,0.125094,0.9225112944841385,0.325446,-38.486427,6.58174,103
5086,0.0010125,-0.0152854,1703936,0.0144332,337.9037368297577,14.73,0.012,53248,0.137343,0.8337324559688568,0.325446,-19.6839458,6.52821,104
5146,0.0010125,-0.0162143,1720320,0.0194316,341.0877890586853,18.85,0.012,53760,0.0935607,0.8594518303871155,0.325446,-26.10350792,6.47616,105
5115,0.0010125,-0.0236614,1736704,0.0198204,344.2910785675049,24.29,0.012,54272,0.0797936,0.9266172423958778,0.325446,-36.7925878,6.42777,106
5130,0.0010125,-0.016888,1753088,0.0193857,347.4848668575287,15.34,0.012,54784,0.119719,0.9181481823325157,0.325446,-22.30341105,6.38668,107
5163,0.0010125,-0.0268364,1769472,0.0236126,350.6584439277649,15.07,0.012,55296,0.132379,0.9176053628325462,0.325446,-18.94336272,6.35865,108
5136,0.0010125,-0.0165789,1785856,0.0237347,353.8484070301056,14.65,0.012,55808,0.103008,0.9272081926465034,0.325446,-19.81379314,6.34854,109
5193,0.0010125,-0.0168028,1802240,0.0183645,357.003541469574,14.15,0.012,56320,0.0900399,0.923173800110817,0.325446,-20.95570357,6.32141,110
5150,0.0010125,-0.0169873,1818624,0.0175549,360.18495893478394,14.85,0.012,56832,0.105838,0.8989175036549568,0.325446,-20.86060693,6.28331,111
5072,0.0010125,-0.0247658,1835008,0.0222088,363.41552472114563,14.55,0.012,57344,0.0776237,0.9219041466712952,0.325446,-20.1732513,6.25102,112
4924,0.0010125,-0.0214625,1851392,0.0267351,366.7432367801666,23.92,0.012,57856,0.109812,0.9128505066037178,0.325446,-36.55056981,6.2156,113
5060,0.0010125,-0.0105628,1867776,0.015915,369.98105001449585,24.26,0.012,58368,0.0824222,0.9337619692087173,0.48817,-36.62939243,6.19833,114
4992,0.0010125,-0.0231657,1884160,0.0154057,373.26342964172363,22.06,0.012,58880,0.103117,0.9073080345988274,0.48817,-32.37479558,6.17124,115
5046,0.0010125,-0.0112262,1900544,0.0129948,376.51032996177673,16.45,0.012,59392,0.0957413,0.9090393111109734,0.48817,-20.05590568,6.14427,116
5070,0.0010125,-0.0156431,1916928,0.0149512,379.7422299385071,14.65,0.012,59904,0.0911009,0.8949829787015915,0.48817,-18.58444369,6.09993,117
4931,0.0010125,-0.0181002,1933312,0.0137156,383.0648272037506,15.58,0.012,60416,0.0814292,0.886539913713932,0.48817,-18.22451881,6.06216,118
5108,0.0010125,-0.019397,1949696,0.0150272,386.272665977478,22.91,0.012,60928,0.0570552,0.9118940755724907,0.48817,-30.72263314,6.02193,119
5080,0.0010125,-0.0161781,1966080,0.0142731,389.4978485107422,17.95,0.012,61440,0.0774025,0.8883987367153168,0.48817,-17.50226941,5.98364,120
5078,0.0010125,-0.0131417,1982464,0.0136985,392.72419023513794,15.31,0.012,61952,0.060836,0.9182724133133888,0.48817,-16.53185197,5.9472,121
5144,0.0010125,-0.0202557,1998848,0.0125062,395.9091775417328,15.17,0.012,62464,0.0664648,0.8892254009842873,0.48817,-16.5444171,5.91361,122
5110,0.0010125,-0.026746,2015232,0.0206267,399.11546564102173,16.38,0.012,62976,0.0488187,0.8951010629534721,0.48817,-17.31691243,5.88068,123
4962,0.0010125,-0.0121295,2031616,0.0142714,402.41718578338623,16.52,0.012,63488,0.0450671,0.910536952316761,0.48817,-19.18460114,5.85017,124
4814,0.0010125,-0.021801,2048000,0.0204056,405.8203675746918,26.09,0.012,64000,0.061564,0.8666877448558807,0.48817,-32.46366778,5.80186,125
4806,0.0010125,-0.015119,2064384,0.0144278,409.22947669029236,13.81,0.012,64512,0.0485361,0.8775245919823647,0.48817,-13.68131614,5.76232,126
4902,0.0010125,-0.0191477,2080768,0.0165276,412.5721347332001,14.62,0.012,65024,0.0508145,0.8932878151535988,0.48817,-13.43459333,5.72599,127
4994,0.0010125,-0.0280622,2097152,0.0176775,415.85279631614685,16.7,0.012,65536,0.0262379,0.8490287363529205,0.48817,-13.28375591,5.68486,128
5095,0.0010125,-0.0148376,2113536,0.0188091,419.0683014392853,14.39,0.012,66048,0.0369268,0.7931448668241501,0.48817,-15.3812592,5.63831,129
4945,0.0010125,-0.0101071,2129920,0.0119138,422.38166546821594,15.92,0.012,66560,0.042511,0.8961452841758728,0.48817,-14.92856447,5.60599,130
5022,0.0010125,-0.0470476,2146304,0.0171533,425.64440083503723,26.62,0.012,67072,0.0495636,0.8230684548616409,0.48817,-30.41111027,5.56721,131
5039,0.0010125,-0.0159503,2162688,0.0167953,428.89610385894775,16.37,0.012,67584,0.0249022,0.919550247490406,0.48817,-15.62420848,5.54689,132
4984,0.0010125,-0.020347,2179072,0.0156916,432.18363761901855,15.75,0.012,68096,0.0312534,0.8991139158606529,0.48817,-11.70781554,5.51012,133
4989,0.0010125,-0.0176773,2195456,0.0173986,435.4675726890564,15.06,0.012,68608,0.0311609,0.9145195558667183,0.48817,-13.59778598,5.48849,134
4927,0.0010125,-0.0250297,2211840,0.0165402,438.7927896976471,27.96,0.012,69120,0.0309109,0.9088680371642113,0.48817,-25.39073501,5.46216,135
5050,0.0010125,-0.0183926,2228224,0.0180807,442.03689193725586,16.24,0.012,69632,0.0166194,0.9454401955008507,0.48817,-10.53373378,5.43231,136
5043,0.0010125,-0.014991,2244608,0.014909,445.2855725288391,25.14,0.012,70144,0.0347573,0.8824949413537979,0.48817,-22.07622026,5.38973,137
5046,0.0010125,-0.0171508,2260992,0.0166584,448.5322616100311,16.94,0.012,70656,0.0142327,0.9597512669861317,0.48817,-10.64344546,5.36012,138
5084,0.0010125,-0.0219703,2277376,0.0167371,451.75517535209656,17.07,0.012,71168,0.0353438,0.893559105694294,0.48817,-10.90379406,5.32309,139
5150,0.0010125,-0.0158746,2293760,0.0167964,454.9364628791809,18.45,0.012,71680,0.0124704,0.9588930942118168,0.48817,-11.19544752,5.27575,140
5165,0.0010125,-0.0159468,2310144,0.0181978,458.10843777656555,17.74,0.012,72192,0.0324615,0.8797297328710556,0.48817,-8.12991212,5.22651,141
5101,0.0010125,-0.0140744,2326528,0.0139143,461.32068252563477,21.81,0.012,72704,0.017118,0.9364520758390427,0.48817,-15.44368362,5.17923,142
5185,0.0010125,-0.0135476,2342912,0.0133487,464.4806966781616,17.81,0.012,73216,0.0218226,0.9084422439336777,0.48817,-8.41586076,5.14045,143
5184,0.0010125,-0.0130612,2359296,0.0150638,467.64115166664124,24.85,0.012,73728,0.0174514,0.9375278241932392,0.48817,-19.54023543,5.10733,144
5074,0.0010125,-0.0230077,2375680,0.0187504,470.8704562187195,16.15,0.012,74240,0.0287425,0.8988462761044502,0.48817,-5.04716216,5.07125,145
4846,0.0010125,-0.0178239,2392064,0.0155281,474.2511203289032,17.02,0.012,74752,0.0209692,0.9128739014267921,0.48817,-6.90034951,5.02725,146
4784,0.0010125,-0.0172316,2408448,0.0154415,477.6756362915039,17.88,0.012,75264,0.023646,0.9087502956390381,0.48817,-5.01283452,4.97899,147
4935,0.0010125,-0.0140743,2424832,0.0186806,480.99594831466675,20.53,0.012,75776,0.0237339,0.9179176390171051,0.48817,-10.71583541,4.92484,148
5049,0.0010125,-0.0214468,2441216,0.0201395,484.2407965660095,16.41,0.012,76288,0.0165645,0.9222846254706383,0.48817,-5.04993675,4.88271,149
5043,0.0010125,-0.0236147,2457600,0.0177368,487.4895474910736,20.65,0.012,76800,0.0193731,0.8843097016215324,0.48817,-4.77924968,4.85586,150
5145,0.0010125,-0.0161313,2473984,0.0136821,490.67584323883057,19.4,0.012,77312,0.0158467,0.9134161621332169,0.48817,-5.96949671,4.81289,151
5151,0.0010125,-0.0189052,2490368,0.0140807,493.85690784454346,17.39,0.012,77824,0.0155353,0.883656419813633,0.48817,-3.44979705,4.75451,152
5056,0.0010125,-0.0198931,2506752,0.0181806,497.0977327823639,17.44,0.012,78336,0.0130025,0.9003977850079536,0.48817,-5.19719168,4.71631,153
4842,0.0010125,-0.0375769,2523136,0.0157442,500.4817085266113,20.23,0.012,78848,0.0144231,0.9162636548280716,0.48817,-2.51758298,4.68848,154
5008,0.0010125,-0.0160251,2539520,0.0173693,503.7530605792999,38.09,0.012,79360,0.0227366,0.9134960472583771,0.48817,-21.12207082,4.65366,155
5059,0.0010125,-0.0358044,2555904,0.0202403,506.9915659427643,35.57,0.012,79872,0.0209616,0.9278654009103775,0.48817,-19.30495864,4.63044,156
5190,0.0010125,-0.0172498,2572288,0.0174272,510.14852380752563,17.63,0.012,80384,0.0194605,0.9084639474749565,0.48817,-0.21303901,4.6136,157
5192,0.0010125,-0.0163507,2588672,0.01915,513.3042750358582,20.53,0.012,80896,0.0129191,0.9217515140771866,0.48817,0.79672708,4.57125,158
5101,0.0010125,-0.024987,2605056,0.0182473,516.5161120891571,25.02,0.012,81408,0.0129812,0.9140447527170181,0.48817,-6.02112257,4.53727,159
4902,0.0010125,-0.0174367,2621440,0.0207896,519.8586411476135,30.26,0.012,81920,0.0142011,0.8972864225506783,0.48817,-8.62905207,4.49548,160
4581,0.0010125,-0.0310851,2637824,0.0163875,523.4354989528656,31.35,0.012,82432,0.0133026,0.9144599661231041,0.48817,-7.72359828,4.46067,161
4650,0.0010125,-0.0228372,2654208,0.0181184,526.9590880870819,31.47,0.012,82944,0.0115552,0.9170067012310028,0.48817,-5.53438524,4.41335,162
4769,0.0010125,-0.0154118,2670592,0.0165861,530.3946208953857,20.61,0.012,83456,0.0119044,0.907873310148716,0.48817,1.63042972,4.36242,163
4991,0.0010125,-0.0209815,2686976,0.0189434,533.6773314476013,22.08,0.012,83968,0.0150968,0.8882604390382767,0.48817,-0.562761,4.3313,164
5020,0.0010125,-0.0169988,2703360,0.0147874,536.9410026073456,29.87,0.012,84480,0.00999044,0.9339113458991051,0.48817,-6.7134806,4.29655,165
4934,0.0010125,-0.0152556,2719744,0.0164086,540.261709690094,32.87,0.012,84992,0.0119463,0.916710339486599,0.48817,-4.30160857,4.24718,166
5055,0.0010125,-0.0231227,2736128,0.0167789,543.5027251243591,39.31,0.012,85504,0.0113404,0.8320529013872147,0.48817,-9.55438342,4.20993,167
5110,0.0010125,-0.0208394,2752512,0.017412,546.7088687419891,20.9,0.012,86016,0.00981135,0.8714075833559036,0.48817,0.12716179,4.17421,168
5110,0.0010125,-0.0136352,2768896,0.0166181,549.9150533676147,44.12,0.012,86528,0.00768838,0.9186664074659348,0.48817,-11.57940601,4.12854,169
5127,0.0010125,-0.0145668,2785280,0.0161161,553.1108257770538,30.62,0.012,87040,0.00921041,0.9127677381038666,0.48817,-2.53238418,4.06601,170
5238,0.0010125,-0.0675511,2801664,0.0187167,556.238986492157,54.18,0.012,87552,0.00713181,0.9413826316595078,0.48817,-14.38673555,4.03143,171
5226,0.0010125,-0.0141612,2818048,0.0150218,559.3740503787994,33.79,0.012,88064,0.00881345,0.9065378829836845,0.48817,1.84344948,3.97552,172
5183,0.0010125,-0.0184083,2834432,0.0208693,562.5352647304535,26.11,0.012,88576,0.00803713,0.8013281375169754,0.48817,5.08841395,3.91517,173
5247,0.0010125,-0.0127324,2850816,0.0190489,565.657639503479,23.44,0.012,89088,0.00777712,0.8580480664968491,0.48817,6.07876472,3.88721,174
4994,0.0010125,-0.0144608,2867200,0.0156621,568.9385957717896,35.43,0.012,89600,0.00723621,0.919926293194294,0.48817,-0.29781716,3.85725,175
4784,0.0010125,-0.0138805,2883584,0.0179236,572.3631412982941,56.78,0.012,90112,0.00890795,0.9045730903744698,0.48817,-9.72804148,3.83043,176
4849,0.0010125,-0.0159984,2899968,0.0168549,575.741711139679,30.37,0.012,90624,0.00785053,0.895623467862606,0.48817,12.67530324,3.81178,177
4975,0.0010125,-0.0129027,2916352,0.0178969,579.0351452827454,27.66,0.012,91136,0.00847146,0.8527635037899017,0.48817,11.94444215,3.79616,178
5087,0.0010125,-0.0152277,2932736,0.0161181,582.2560410499573,32.77,0.012,91648,0.00763627,0.8929829895496368,0.48817,9.56306,3.76542,179
5141,0.0010125,-0.0169904,2949120,0.0185242,585.4431283473969,53.83,0.012,92160,0.00820691,0.8987815156579018,0.48817,5.89944036,3.72518,180
5214,0.0010125,-0.0179287,2965504,0.0247055,588.585542678833,51.81,0.012,92672,0.00740909,0.8930350914597511,0.48817,5.50696089,3.6912,181
5193,0.0010125,-0.0127308,2981888,0.0148586,591.7408211231232,28.09,0.012,93184,0.00780809,0.8445898294448853,0.732254,12.71606382,3.67246,182
5055,0.0010125,-0.0107974,2998272,0.0100773,594.9817793369293,41.9,0.012,93696,0.00720199,0.8421778678894043,0.732254,10.74129629,3.64986,183
4960,0.0010125,-0.0113565,3014656,0.0113327,598.2847890853882,41.65,0.012,94208,0.00784903,0.8545198440551758,0.732254,13.04766292,3.62665,184
5049,0.0010125,-0.0115312,3031040,0.0120327,601.5298252105713,52.31,0.012,94720,0.00711416,0.8638861179351807,0.732254,9.75080685,3.62226,185
4791,0.0010125,-0.0103694,3047424,0.0101981,604.9498617649078,46.56,0.012,95232,0.00784127,0.8271684497594833,0.732254,12.82918321,3.62061,186
4970,0.0010125,-0.0169667,3063808,0.0149327,608.2462975978851,67.69,0.012,95744,0.00778192,0.8547548204660416,0.732254,8.48066727,3.60794,187
5098,0.0010125,-0.0101133,3080192,0.0103904,611.4599828720093,42.29,0.012,96256,0.0059523,0.8852329775691032,0.732254,11.91214383,3.59589,188
5088,0.0010125,-0.0110944,3096576,0.0102196,614.6801807880402,68.67,0.012,96768,0.00671447,0.8674236536026001,0.732254,-0.47552034,3.56408,189
5083,0.0010125,-0.0115852,3112960,0.0116395,617.9037380218506,75.86,0.012,97280,0.00714017,0.8545258939266205,0.732254,7.02266875,3.53016,190
5107,0.0010125,-0.0125479,3129344,0.0119936,621.1118366718292,60.12,0.012,97792,0.00557489,0.878576971590519,0.732254,16.81447343,3.52248,191
5031,0.0010125,-0.0105037,3145728,0.0112837,624.3685021400452,69.4,0.012,98304,0.00788447,0.823999360203743,0.732254,7.57691083,3.5022,192
5104,0.0010125,-0.0138446,3162112,0.0118504,627.5784149169922,61.82,0.012,98816,0.00548889,0.8769645094871521,0.732254,19.38616328,3.47354,193
5190,0.0010125,-0.0133831,3178496,0.0118095,630.7351598739624,88.27,0.012,99328,0.00569477,0.8512859642505646,0.732254,9.12694329,3.45672,194
5205,0.0010125,-0.0122388,3194880,0.0118925,633.8828325271606,50.93,0.012,99840,0.00611173,0.83604796230793,0.732254,22.61614047,3.42565,195
5193,0.0010125,-0.0112931,3211264,0.0119104,637.0378816127777,73.17,0.012,100352,0.00593297,0.8449860513210297,0.732254,22.34166609,3.39527,196
5289,0.0010125,-0.0118081,3227648,0.0139446,640.1359102725983,87.05,0.012,100864,0.00703201,0.7752590626478195,0.732254,20.26038328,3.37628,197
5236,0.0010125,-0.0263182,3244032,0.0137284,643.2652180194855,68.53,0.012,101376,0.00706734,0.7362246513366699,0.732254,25.79443166,3.36079,198
5239,0.0010125,-0.0136948,3260416,0.0135464,646.3925821781158,81.72,0.012,101888,0.00632614,0.7671043127775192,0.732254,24.3728251,3.34343,199
5206,0.0010125,-0.0100754,3276800,0.01049,649.5396604537964,73.39,0.012,102400,0.00527817,0.8083441406488419,0.732254,30.70980113,3.31052,200
5213,0.0010125,-0.0115464,3293184,0.0122752,652.6847083568573,131.31,0.012,102912,0.00622177,0.7897830456495285,0.732254,25.12092455,3.2627,201
5294,0.0010125,-0.0106802,3309568,0.0139211,655.779726266861,88.17,0.012,103424,0.00715463,0.7260960936546326,0.732254,33.43754994,3.23278,202
5303,0.0010125,-0.0110604,3325952,0.0120376,658.8696644306183,60.7,0.012,103936,0.0061379,0.7057858109474182,0.732254,31.76148524,3.20859,203
5268,0.0010125,-0.0120849,3342336,0.0121567,661.9796645641327,94.23,0.012,104448,0.00636455,0.768609806895256,0.732254,40.39370514,3.17632,204
5171,0.0010125,-0.0111804,3358720,0.0108455,665.1494228839874,98.3,0.012,104960,0.00592846,0.7375534772872925,0.732254,41.52770913,3.15351,205
5040,0.0010125,-0.00995488,3375104,0.0112738,668.3999631404877,68.94,0.012,105472,0.00598039,0.7336481809616089,0.732254,46.02653835,3.129,206
5132,0.0010125,-0.0135218,3391488,0.0141026,671.5923449993134,113.41,0.012,105984,0.0061839,0.7367779910564423,0.732254,46.34788287,3.10628,207
5047,0.0010125,-0.0121038,3407872,0.0128753,674.8389852046967,114.57,0.012,106496,0.00602383,0.7416558861732483,0.732254,46.66800272,3.08445,208
5145,0.0010125,-0.00956006,3424256,0.0102771,678.0232744216919,110.55,0.012,107008,0.00695996,0.6852298974990845,0.732254,44.22900039,3.04448,209
5146,0.0010125,-0.0112841,3440640,0.0110648,681.2072868347168,128.42,0.012,107520,0.00717044,0.6649028062820435,0.732254,51.2760967,2.99724,210
5060,0.0010125,-0.00939233,3457024,0.0109495,684.4451777935028,164.77,0.012,108032,0.0082036,0.6344658136367798,0.732254,70.33235082,2.95884,211
5207,0.0010125,-0.00963495,3473408,0.0119923,687.5916783809662,104.72,0.012,108544,0.00805133,0.5945064723491669,0.732254,58.67217132,2.9331,212
5136,0.0010125,-0.0110142,3489792,0.012731,690.7819883823395,131.28,0.012,109056,0.00880654,0.6067306399345398,0.732254,73.11154131,2.90726,213
5157,0.0010125,-0.0106488,3506176,0.0115747,693.9593126773834,134.33,0.012,109568,0.00829747,0.614736944437027,0.732254,74.87661549,2.88702,214
5179,0.0010125,-0.00845948,3522560,0.0103928,697.1229019165039,129.68,0.012,110080,0.00974003,0.6280767917633057,0.732254,70.03923808,2.87797,215
5291,0.0010125,-0.0107304,3538944,0.0133015,700.2213683128357,119.42,0.012,110592,0.01012,0.6007267236709595,0.732254,80.59192071,2.86315,216
5145,0.0010125,-0.00911608,3555328,0.0101508,703.4056766033173,158.44,0.012,111104,0.00941801,0.5932170748710632,0.732254,81.55326036,2.8455,217
5275,0.0010125,-0.00999384,3571712,0.0115602,706.5118758678436,163.93,0.012,111616,0.00808947,0.667305052280426,0.732254,97.35140774,2.81146,218
5245,0.0010125,-0.0101914,3588096,0.0111844,709.6357004642487,211.43,0.012,112128,0.00825061,0.6405656337738037,0.732254,100.84087155,2.78926,219
5216,0.0010125,-0.00782493,3604480,0.00987138,712.7767007350922,190.36,0.012,112640,0.00897332,0.6306701898574829,0.732254,98.67916539,2.77067,220
5281,0.0010125,-0.0112185,3620864,0.0111891,715.879002571106,175.37,0.012,113152,0.00916193,0.6540347933769226,0.732254,99.71215151,2.74002,221
5219,0.0010125,-0.0114997,3637248,0.012197,719.0181436538696,225.31,0.012,113664,0.00838889,0.6432517468929291,0.732254,116.57070223,2.70854,222
5240,0.0010125,-0.012075,3653632,0.0149748,722.1451170444489,239.89,0.012,114176,0.00918175,0.6441254019737244,0.732254,124.44272089,2.68682,223
5271,0.0010125,-0.0102106,3670016,0.0135899,725.2534847259521,265.72,0.012,114688,0.00965115,0.6515572369098663,0.732254,153.21544605,2.6818,224
5259,0.0010125,-0.00999314,3686400,0.0110106,728.3690955638885,275.36,0.012,115200,0.0108903,0.5663176476955414,0.732254,154.48250235,2.66526,225
5293,0.0010125,-0.0111117,3702784,0.0133593,731.4646887779236,238.67,0.012,115712,0.00954016,0.6522741615772247,0.732254,143.58405319,2.64456,226
5299,0.0010125,-0.0088878,3719168,0.0109052,734.556503534317,291.79,0.012,116224,0.0128929,0.5800075232982635,0.732254,167.30508847,2.62674,227
5249,0.0010125,-0.00917458,3735552,0.00969752,737.6777176856995,276.18,0.012,116736,0.0102833,0.6112684309482574,0.732254,183.97891622,2.61166,228
